Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.4367615,1.9091266,1.3341309,1.1044682,0.42595977,15,5.0,Sequential RNN
2,-0.0068470947,2.5667732,1.9531091,1.7080011,0.4546061,15,5.0,Sequential RNN
3,0.3222496,1.5200523,0.9166955,0.67570543,0.44697022,15,5.0,Sequential RNN
4,-0.4090382,1.9231659,1.1634144,0.8599571,0.56282854,15,5.0,Sequential RNN
5,-0.07199089,1.9927161,1.3518256,1.0958436,0.4747752,15,5.0,Sequential RNN
6,0.49603507,1.8844532,1.232855,0.97259593,0.48270795,15,5.0,Sequential RNN
7,0.09685725,1.6115193,1.0801617,0.86792886,0.39363277,15,5.0,Sequential RNN
8,-0.35128972,2.0501494,1.213844,0.87981015,0.6195398,15,5.0,Sequential RNN
9,0.60859233,1.4925259,0.9521599,0.7363287,0.4003064,15,5.0,Sequential RNN
10,-0.8856204,1.176337,0.5716801,0.33017063,0.44793317,15,5.0,Sequential RNN
11,-1.0909374,2.5076296,1.7290436,1.4180645,0.57678086,15,5.0,Sequential RNN
12,-0.26904747,1.3851908,0.8200229,0.59428585,0.41867965,15,5.0,Sequential RNN
13,-1.8972924,1.6173543,0.89212877,0.6024623,0.5372509,15,5.0,Sequential RNN
14,0.37107167,1.3902365,0.7929867,0.5544352,0.44244644,15,5.0,Sequential RNN
15,1.2990326,0.92007476,0.3992712,0.19125384,0.38581428,15,5.0,Sequential RNN
16,-0.4707255,1.3768822,0.90919495,0.7223933,0.34646514,15,5.0,Sequential RNN
17,-0.7623121,1.6749228,1.0797268,0.84199554,0.44092482,15,5.0,Sequential RNN
18,0.43918064,1.1422577,0.6686758,0.47951934,0.3508324,15,5.0,Sequential RNN
19,0.32678553,1.5612721,0.9928372,0.76579523,0.42109993,15,5.0,Sequential RNN
20,-0.15008838,1.6641988,1.1239282,0.90813553,0.4002356,15,5.0,Sequential RNN
21,0.15580931,1.0819348,0.5437014,0.3287224,0.3987262,15,5.0,Sequential RNN
22,-0.060479984,1.584648,1.0014653,0.7685325,0.43202522,15,5.0,Sequential RNN
23,-0.21268159,1.2767107,0.73765725,0.52235055,0.39933386,15,5.0,Sequential RNN
24,-0.07598667,1.6669453,1.0751101,0.83872104,0.43843526,15,5.0,Sequential RNN
25,0.1355031,1.4786408,0.84611773,0.59347785,0.46857682,15,5.0,Sequential RNN
26,-0.27134407,1.919385,1.318625,1.0786718,0.44504657,15,5.0,Sequential RNN
27,-0.18762895,1.5465515,0.93888855,0.6961789,0.45015976,15,5.0,Sequential RNN
28,0.54979044,1.6197368,1.0154624,0.77410567,0.44765007,15,5.0,Sequential RNN
29,0.36157474,1.5176855,0.95203865,0.7261105,0.41903442,15,5.0,Sequential RNN
30,0.076781504,1.1933633,0.6400568,0.41905758,0.4098926,15,5.0,Sequential RNN
31,-0.003700378,1.4348798,0.8882394,0.66990256,0.40495437,15,5.0,Sequential RNN
32,0.45002422,1.0230013,0.47193584,0.25183174,0.40823218,15,5.0,Sequential RNN
33,0.83175385,1.3987854,0.91652465,0.7239019,0.35726154,15,5.0,Sequential RNN
34,0.19285141,1.1111953,0.47889695,0.2263469,0.46841007,15,5.0,Sequential RNN
35,0.47359836,1.9622313,1.2747017,1.0000918,0.50932556,15,5.0,Sequential RNN
36,0.66897696,1.6336718,0.95402026,0.6825566,0.5034898,15,5.0,Sequential RNN
37,0.42093778,1.0391167,0.5418816,0.34327784,0.3683548,15,5.0,Sequential RNN
38,0.27263013,1.6553085,1.164887,0.9690046,0.36330715,15,5.0,Sequential RNN
39,-0.45300862,2.15409,1.4173992,1.1231537,0.5457447,15,5.0,Sequential RNN
40,0.114024125,2.1205637,1.3899826,1.098177,0.54121864,15,5.0,Sequential RNN
41,-0.87679344,1.9493564,1.2518445,0.973247,0.5167209,15,5.0,Sequential RNN
42,0.074392736,1.9829603,1.2798874,0.99906886,0.52084017,15,5.0,Sequential RNN
43,0.26398858,1.9007105,1.2033719,0.9248442,0.5165922,15,5.0,Sequential RNN
44,-0.2198257,1.7049191,0.87703097,0.5463594,0.6133041,15,5.0,Sequential RNN
45,0.9473469,1.7674243,1.0804347,0.80603963,0.5089262,15,5.0,Sequential RNN
46,0.8167041,1.575374,0.82518804,0.5255516,0.555742,15,5.0,Sequential RNN
47,0.9546732,1.8654715,1.1644833,0.88449806,0.5192955,15,5.0,Sequential RNN
48,-0.1679372,1.8930227,1.3430175,1.1233373,0.40744683,15,5.0,Sequential RNN
49,0.354094,1.799713,1.0389385,0.73507327,0.5635855,15,5.0,Sequential RNN
50,0.05920526,2.0494668,1.2423172,0.9199284,0.59794134,15,5.0,Sequential RNN
51,0.0039931545,1.5665753,0.93252665,0.67927694,0.4697072,15,5.0,Sequential RNN
52,0.20384927,1.5048578,0.89063674,0.6453067,0.45501873,15,5.0,Sequential RNN
53,0.44325602,2.0442293,1.4128418,1.1606557,0.4677354,15,5.0,Sequential RNN
54,-1.0640922,1.8382717,1.120559,0.83389264,0.53168607,15,5.0,Sequential RNN
55,0.13840562,2.1193726,1.3927014,1.1024572,0.53832203,15,5.0,Sequential RNN
56,-0.057879213,2.2764864,1.562259,1.276985,0.52910393,15,5.0,Sequential RNN
57,-0.2589865,1.3688561,0.59654295,0.2880688,0.57213366,15,5.0,Sequential RNN
