Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,151.7685,10.285157,5.0,13,29,2.400625,Sequential RNN,141.48334,Yellow,15.261044
0.1,34.40068,5.0423136,5.0,13,29,0.08289922,Sequential RNN,29.358368,Red,21.686749
0.05,70.98147,9.897638,5.0,13,29,0.17157996,Sequential RNN,61.08383,Red,18.875502
0.01,83.70224,6.422835,5.0,111,29,0.011388251,Sequential LSTM,77.2794,Yellow,10.441768
0.1,24.68821,2.2501137,5.0,13,29,0.08289922,Sequential LSTM,22.438095,Red,20.080322
0.05,44.1323,2.5185947,5.0,13,29,0.17157996,Sequential LSTM,41.61371,Red,16.064257
