Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.8143305,-3.4132547,-2.0117936,-1.4520276,1.0382109,15,5.0,Sequential LSTM
2,0.07062017,-3.5362058,-2.228816,-1.7066231,0.96852183,15,5.0,Sequential LSTM
3,0.21322638,-3.7434125,-2.349557,-1.7928281,1.032577,15,5.0,Sequential LSTM
4,0.31402507,-3.2405784,-1.8809121,-1.3378394,1.0072489,15,5.0,Sequential LSTM
5,-0.16117987,-3.427211,-2.1005712,-1.5706898,0.98278254,15,5.0,Sequential LSTM
6,0.6083323,-3.607947,-2.265996,-1.729999,0.9941253,15,5.0,Sequential LSTM
7,0.59952277,-3.4450314,-2.139546,-1.6181139,0.96711123,15,5.0,Sequential LSTM
8,-0.18260103,-3.48427,-2.0770102,-1.514928,1.0425062,15,5.0,Sequential LSTM
9,0.82969874,-3.2413678,-1.9606142,-1.4490608,0.94878924,15,5.0,Sequential LSTM
10,-0.31448224,-2.9020388,-1.6228576,-1.1119313,0.9476253,15,5.0,Sequential LSTM
11,0.6825126,-3.7348118,-2.3545432,-1.8032418,1.0225117,15,5.0,Sequential LSTM
12,-0.80940485,-3.0377634,-1.8079231,-1.316705,0.9110728,15,5.0,Sequential LSTM
13,-0.94453275,-2.8653638,-1.6792274,-1.2054662,0.87869596,15,5.0,Sequential LSTM
14,-0.095763646,-3.1394477,-1.8858476,-1.3851404,0.9286733,15,5.0,Sequential LSTM
15,0.74092275,-3.3331022,-2.0126932,-1.4853004,0.97816664,15,5.0,Sequential LSTM
16,-0.49499336,-3.406602,-2.1353729,-1.6276233,0.9417335,15,5.0,Sequential LSTM
17,-0.99404037,-3.5677116,-2.166712,-1.6071299,1.037869,15,5.0,Sequential LSTM
18,-0.515464,-2.1951292,-1.0992973,-0.66160446,0.81179833,15,5.0,Sequential LSTM
19,0.052287936,-3.2720327,-2.0094922,-1.5052135,0.93529785,15,5.0,Sequential LSTM
20,0.5739455,-3.280837,-2.0197833,-1.5160981,0.9341963,15,5.0,Sequential LSTM
21,-0.10742069,-3.0870075,-1.8954406,-1.4195098,0.88271976,15,5.0,Sequential LSTM
22,0.4691333,-2.9422967,-1.7701334,-1.3019522,0.8683455,15,5.0,Sequential LSTM
23,0.14214827,-2.9251347,-1.7890877,-1.3353322,0.8415901,15,5.0,Sequential LSTM
24,0.6407297,-3.282889,-2.0052645,-1.4949615,0.94647115,15,5.0,Sequential LSTM
25,0.47636876,-3.0210345,-1.7763171,-1.2791574,0.9220936,15,5.0,Sequential LSTM
26,-1.0257913,-3.3449683,-1.9857008,-1.4427879,1.0069532,15,5.0,Sequential LSTM
27,-0.054316472,-3.489511,-2.1745553,-1.64934,0.97412735,15,5.0,Sequential LSTM
28,0.24854296,-3.5186825,-2.116683,-1.5567018,1.0386087,15,5.0,Sequential LSTM
29,0.42021674,-3.3752406,-2.0890467,-1.5753194,0.95282006,15,5.0,Sequential LSTM
30,-0.08898341,-3.0246797,-1.7731754,-1.2733046,0.9271216,15,5.0,Sequential LSTM
31,-0.11923603,-3.1478693,-1.9741728,-1.5053797,0.86948085,15,5.0,Sequential LSTM
32,0.7607051,-3.1198874,-1.8439409,-1.3343081,0.9452282,15,5.0,Sequential LSTM
33,0.748672,-3.627841,-2.3426118,-1.8292712,0.95210433,15,5.0,Sequential LSTM
34,-0.3655964,-3.5752225,-2.1092672,-1.5237417,1.0859874,15,5.0,Sequential LSTM
35,0.28706935,-3.3722978,-2.027792,-1.4907753,0.9960173,15,5.0,Sequential LSTM
36,0.17018685,-3.4749987,-2.178108,-1.6601087,0.96074456,15,5.0,Sequential LSTM
37,0.13806883,-3.3430207,-2.0093408,-1.4766486,0.9879963,15,5.0,Sequential LSTM
38,0.5093414,-3.1761625,-1.8868306,-1.3718514,0.95514387,15,5.0,Sequential LSTM
39,-0.7135523,-3.4072857,-1.9656903,-1.389894,1.0679414,15,5.0,Sequential LSTM
40,0.43688515,-3.3337278,-2.0651782,-1.5584996,0.9397485,15,5.0,Sequential LSTM
41,-0.13821481,-3.6086106,-2.2839289,-1.7548298,0.98133165,15,5.0,Sequential LSTM
42,-0.0175327,-4.1729684,-2.7030575,-2.1159513,1.0889184,15,5.0,Sequential LSTM
43,0.4835206,-3.3487744,-2.1202672,-1.6295807,0.9100857,15,5.0,Sequential LSTM
44,-0.052506343,-3.8891594,-2.312552,-1.6828288,1.1679604,15,5.0,Sequential LSTM
45,0.08581924,-3.3799002,-2.0731628,-1.5512308,0.96803856,15,5.0,Sequential LSTM
46,0.6301687,-3.2945373,-2.0749657,-1.5878494,0.90346587,15,5.0,Sequential LSTM
47,-0.024247773,-3.0151598,-1.7372743,-1.226866,0.9466654,15,5.0,Sequential LSTM
48,-0.25875565,-3.0917094,-1.8439723,-1.3456061,0.92433137,15,5.0,Sequential LSTM
49,-1.0055505,-3.76578,-2.212153,-1.5916089,1.1509362,15,5.0,Sequential LSTM
50,0.20915653,-3.6765456,-2.256133,-1.6887974,1.05225,15,5.0,Sequential LSTM
51,0.3210664,-3.0696151,-1.7751818,-1.258164,0.95892406,15,5.0,Sequential LSTM
52,0.8990566,-3.0963852,-1.8684269,-1.3779603,0.90967906,15,5.0,Sequential LSTM
53,0.5710385,-3.4463716,-2.1747255,-1.6668097,0.9420428,15,5.0,Sequential LSTM
54,-1.9434389,-3.1738174,-1.9116648,-1.4075398,0.9350107,15,5.0,Sequential LSTM
55,0.34659922,-4.0833917,-2.6077268,-2.0183227,1.0931805,15,5.0,Sequential LSTM
56,-0.73137164,-3.6868944,-2.2498107,-1.6758167,1.0645993,15,5.0,Sequential LSTM
57,0.047043666,-3.60146,-2.0760674,-1.466801,1.1300197,15,5.0,Sequential LSTM
58,0.73658967,-3.3712249,-2.112768,-1.6101204,0.9322719,15,5.0,Sequential LSTM
59,-0.1389894,-3.2057421,-1.9459386,-1.4427532,0.93326926,15,5.0,Sequential LSTM
60,-0.4737286,-3.4582474,-2.1588628,-1.6398686,0.96259063,15,5.0,Sequential LSTM
61,-0.79107744,-3.3975668,-2.0301437,-1.4839734,1.0129946,15,5.0,Sequential LSTM
62,0.19353682,-3.4733038,-2.0949678,-1.5444385,1.0210786,15,5.0,Sequential LSTM
63,0.2690278,-3.0753765,-1.8241365,-1.3243713,0.9269256,15,5.0,Sequential LSTM
64,0.18291862,-3.431697,-2.1396973,-1.6236516,0.95712066,15,5.0,Sequential LSTM
65,1.0837622,-2.527799,-1.4828644,-1.0655006,0.7740937,15,5.0,Sequential LSTM
66,0.54029775,-3.2312975,-2.0526338,-1.5818565,0.87316084,15,5.0,Sequential LSTM
67,-0.18683372,-3.0913925,-1.8178865,-1.3092273,0.9434201,15,5.0,Sequential LSTM
68,0.34863457,-3.2698095,-1.9329894,-1.3990417,0.9903242,15,5.0,Sequential LSTM
69,0.86364645,-3.102976,-1.8815911,-1.3937502,0.9048091,15,5.0,Sequential LSTM
70,-0.64128494,-3.1243505,-1.8699759,-1.368959,0.9292481,15,5.0,Sequential LSTM
71,-0.72222334,-3.4216545,-2.0481324,-1.4995263,1.0175122,15,5.0,Sequential LSTM
72,0.106949605,-3.5210738,-2.1666071,-1.6256118,1.0033965,15,5.0,Sequential LSTM
73,0.64203405,-3.262834,-1.9476684,-1.4223704,0.9742821,15,5.0,Sequential LSTM
74,-0.2177009,-3.0865588,-1.8817707,-1.4005594,0.8925136,15,5.0,Sequential LSTM
75,-0.13199937,-3.3661072,-2.0025914,-1.4579818,1.0101001,15,5.0,Sequential LSTM
76,-0.44216174,-3.34762,-1.992867,-1.4517571,1.0036087,15,5.0,Sequential LSTM
77,-0.17324515,-3.3049946,-1.9827179,-1.454579,0.97955084,15,5.0,Sequential LSTM
78,-0.8800626,-3.572223,-2.111654,-1.5282787,1.0819981,15,5.0,Sequential LSTM
79,0.37104318,-3.6814263,-2.2848258,-1.7270007,1.0346104,15,5.0,Sequential LSTM
80,-0.4104389,-3.3954377,-2.1798043,-1.6942602,0.90054864,15,5.0,Sequential LSTM
81,0.89740676,-3.6634355,-2.3078926,-1.7664665,1.0041941,15,5.0,Sequential LSTM
82,0.22808395,-3.2060559,-2.0262249,-1.5549822,0.87402505,15,5.0,Sequential LSTM
83,0.3379583,-3.4804063,-2.2218864,-1.7192132,0.9323183,15,5.0,Sequential LSTM
84,0.6905172,-3.2541244,-1.9067398,-1.3685727,0.9981501,15,5.0,Sequential LSTM
85,0.4440541,-3.4191332,-2.1408865,-1.6303345,0.9469323,15,5.0,Sequential LSTM
86,0.18072432,-3.7903397,-2.426494,-1.8817521,1.0103447,15,5.0,Sequential LSTM
87,0.2294296,-3.0507357,-1.8477685,-1.3672845,0.8911647,15,5.0,Sequential LSTM
88,0.2778571,-2.996112,-1.7447509,-1.2449378,0.92701507,15,5.0,Sequential LSTM
89,0.51655656,-3.459437,-2.006486,-1.4261535,1.0763551,15,5.0,Sequential LSTM
90,-0.06685752,-2.7394636,-1.5646923,-1.0954691,0.8702776,15,5.0,Sequential LSTM
91,-0.13987319,-3.6003757,-2.1877842,-1.6235726,1.0464556,15,5.0,Sequential LSTM
92,-1.3299108,-3.6279075,-2.1880355,-1.6129276,1.0666652,15,5.0,Sequential LSTM
93,-0.078286245,-3.061023,-1.7460333,-1.2208058,0.9741521,15,5.0,Sequential LSTM
94,0.23770869,-3.2881477,-2.1111073,-1.6409786,0.8719583,15,5.0,Sequential LSTM
95,-0.2751248,-3.65345,-2.1781225,-1.5888535,1.0929306,15,5.0,Sequential LSTM
96,-0.6834505,-3.8978882,-2.333914,-1.7092384,1.1586006,15,5.0,Sequential LSTM
97,-0.84880483,-4.2032466,-2.7621722,-2.1865842,1.0675555,15,5.0,Sequential LSTM
