Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.25157332,-3.4926167,-2.185782,-1.6638108,0.968111,29,5.0,Sequential LSTM
2,0.010894213,-4.8976564,-2.9453275,-2.165536,1.4462963,29,5.0,Sequential LSTM
3,-0.19554682,-3.4842634,-2.15741,-1.6274437,0.9829405,29,5.0,Sequential LSTM
4,-0.3985297,-3.9841886,-2.4576986,-1.8479942,1.1308326,29,5.0,Sequential LSTM
5,-0.45844924,-3.537337,-2.210823,-1.6809916,0.98268926,29,5.0,Sequential LSTM
6,1.2302299,-4.702683,-2.9654243,-2.2715333,1.2869731,29,5.0,Sequential LSTM
7,0.5387057,-4.0006294,-2.5473063,-1.9668251,1.0766302,29,5.0,Sequential LSTM
8,0.10808018,-3.8394027,-2.3705103,-1.7838104,1.088164,29,5.0,Sequential LSTM
9,0.6162407,-3.505777,-2.1054034,-1.5460722,1.0374048,29,5.0,Sequential LSTM
10,0.054328777,-3.6849554,-2.2625618,-1.6944348,1.0537176,29,5.0,Sequential LSTM
11,0.5642488,-3.9122534,-2.4785545,-1.9059122,1.0620918,29,5.0,Sequential LSTM
12,-0.45872787,-3.0839982,-1.8312927,-1.3309424,0.92801166,29,5.0,Sequential LSTM
13,-1.7352947,-2.772876,-1.5871446,-1.1135442,0.8783965,29,5.0,Sequential LSTM
14,0.39069897,-2.4902294,-1.3887106,-0.948746,0.81601125,29,5.0,Sequential LSTM
15,1.230794,-3.715092,-2.3135507,-1.7537533,1.0382694,29,5.0,Sequential LSTM
16,-0.2979298,-3.2001529,-2.0094001,-1.5337951,0.8821155,29,5.0,Sequential LSTM
17,-0.9809402,-3.7173536,-2.197601,-1.590588,1.1258413,29,5.0,Sequential LSTM
18,0.07986578,-2.8003216,-1.5500432,-1.0506616,0.9262134,29,5.0,Sequential LSTM
19,0.25890484,-3.6225872,-2.1985648,-1.6297874,1.0549239,29,5.0,Sequential LSTM
20,0.90884924,-4.059485,-2.4980602,-1.8744018,1.1567125,29,5.0,Sequential LSTM
21,-0.10305552,-2.6875427,-1.6562865,-1.244386,0.7639605,29,5.0,Sequential LSTM
22,-0.41069266,-3.810572,-2.3414826,-1.754705,1.0883092,29,5.0,Sequential LSTM
23,-0.37948388,-3.6019144,-2.1131692,-1.5185411,1.1028708,29,5.0,Sequential LSTM
24,0.21459565,-3.9170642,-2.4392989,-1.8490561,1.094737,29,5.0,Sequential LSTM
25,0.34479046,-4.500638,-2.6845405,-1.9591615,1.3453754,29,5.0,Sequential LSTM
26,0.15686886,-4.0986214,-2.5208578,-1.8906739,1.1688166,29,5.0,Sequential LSTM
27,-0.5995548,-3.9649966,-2.477831,-1.883833,1.1017013,29,5.0,Sequential LSTM
28,0.17657231,-4.506549,-2.7812383,-2.0921204,1.2781197,29,5.0,Sequential LSTM
