Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.4953593,-1.5243915,-0.8805604,-0.6234037,0.47695395,29,5.0,Sequential RNN
2,0.90063965,-1.5525798,-0.5790928,-0.19026653,0.72116494,29,5.0,Sequential RNN
3,0.15677907,-1.6578647,-0.93648225,-0.6483506,0.5344043,29,5.0,Sequential RNN
4,0.17224203,-2.6747067,-1.6430174,-1.230944,0.76428133,29,5.0,Sequential RNN
5,-0.03363797,-2.204038,-1.1606811,-0.743948,0.7729246,29,5.0,Sequential RNN
6,0.054935444,-3.522388,-2.370311,-1.9101535,0.85346544,29,5.0,Sequential RNN
7,0.09077497,-2.231465,-1.154465,-0.7242938,0.797848,29,5.0,Sequential RNN
8,-0.011770602,-3.2266693,-2.0803142,-1.622441,0.84922636,29,5.0,Sequential RNN
9,0.125671,-2.323534,-1.4400183,-1.087128,0.6545133,29,5.0,Sequential RNN
10,0.19702066,-1.304028,-0.53565055,-0.22874841,0.56921846,29,5.0,Sequential RNN
11,0.7599973,-2.3190205,-1.2624944,-0.8405014,0.78268033,29,5.0,Sequential RNN
12,-0.51055205,-1.6248964,-0.83298135,-0.51667774,0.58665526,29,5.0,Sequential RNN
13,-2.1572058,-3.1274903,-1.927015,-1.4475254,0.88931924,29,5.0,Sequential RNN
14,0.51878613,-1.8297533,-1.12262,-0.8401798,0.523848,29,5.0,Sequential RNN
15,1.3679234,-2.7126913,-1.701236,-1.2972445,0.74929184,29,5.0,Sequential RNN
16,-0.38240966,-2.3800218,-1.4139065,-1.0280243,0.7157039,29,5.0,Sequential RNN
17,-1.9409649,-2.581966,-1.4011111,-0.9294586,0.8747843,29,5.0,Sequential RNN
18,0.8825528,-2.1759899,-1.2264488,-0.8471873,0.70342547,29,5.0,Sequential RNN
19,0.32801026,-3.3137922,-1.9905193,-1.4619828,0.9802879,29,5.0,Sequential RNN
20,0.27902436,-2.442654,-1.4027916,-0.98745424,0.7703356,29,5.0,Sequential RNN
21,-0.12146593,-2.3826241,-1.3130487,-0.8858438,0.7923469,29,5.0,Sequential RNN
