Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,36.695206,7.196312,5.0,121,2,0.039124638,Sequential RNN,29.498894,Yellow,6.0240965
0.1,17.26889,6.214204,5.0,14,2,0.13962248,Sequential RNN,11.0546875,Red,16.86747
0.05,27.113625,8.109474,5.0,56,2,1.600989,Sequential RNN,19.00415,Red,12.048193
0.01,25.241653,6.1469812,5.0,121,2,0.039124638,Sequential LSTM,19.094673,Yellow,4.819277
0.1,22.934502,6.615197,5.0,8,2,0.051895257,Sequential LSTM,16.319305,Red,18.473894
0.05,45.861904,6.800182,5.0,48,2,1.0916126,Sequential LSTM,39.06172,Red,15.662651
