Asset_1_Weight,Asset_2_Weight,Day,Model
2.0588775,-1.0588777,133,Sequential LSTM
2.009234,-1.0092338,134,Sequential LSTM
1.7307125,-0.73071235,135,Sequential LSTM
1.8406688,-0.8406689,136,Sequential LSTM
1.3458354,-0.3458356,137,Sequential LSTM
1.3494034,-0.34940338,138,Sequential LSTM
0.9533441,0.04665594,139,Sequential LSTM
1.048469,-0.04846901,140,Sequential LSTM
1.1578037,-0.15780362,141,Sequential LSTM
1.4723243,-0.47232392,142,Sequential LSTM
1.2727143,-0.2727143,143,Sequential LSTM
1.0003101,-0.00031038362,144,Sequential LSTM
1.1890435,-0.18904327,145,Sequential LSTM
1.1154289,-0.11542896,146,Sequential LSTM
1.2108096,-0.21080984,147,Sequential LSTM
1.2737738,-0.2737737,148,Sequential LSTM
1.2553135,-0.25531343,149,Sequential LSTM
1.2370353,-0.23703533,150,Sequential LSTM
1.2120733,-0.21207348,151,Sequential LSTM
1.3517417,-0.35174137,152,Sequential LSTM
1.152389,-0.1523891,153,Sequential LSTM
1.0774635,-0.077463366,154,Sequential LSTM
0.8224518,0.17754826,155,Sequential LSTM
1.0707424,-0.07074237,156,Sequential LSTM
0.9682444,0.03175569,157,Sequential LSTM
1.0901593,-0.09015935,158,Sequential LSTM
0.9617615,0.038238477,159,Sequential LSTM
1.3217908,-0.32179052,160,Sequential LSTM
1.2400918,-0.24009193,161,Sequential LSTM
1.2565573,-0.2565576,162,Sequential LSTM
1.1917024,-0.19170241,163,Sequential LSTM
0.9827061,0.017293876,164,Sequential LSTM
1.1642228,-0.16422258,165,Sequential LSTM
1.1220402,-0.122040294,166,Sequential LSTM
1.2100685,-0.21006848,167,Sequential LSTM
1.0970682,-0.09706816,168,Sequential LSTM
1.0901269,-0.09012705,169,Sequential LSTM
1.1683471,-0.1683471,170,Sequential LSTM
1.2927823,-0.2927821,171,Sequential LSTM
1.2422185,-0.24221891,172,Sequential LSTM
1.2095681,-0.20956825,173,Sequential LSTM
0.9485324,0.051467687,174,Sequential LSTM
1.148499,-0.14849898,175,Sequential LSTM
1.7803588,-0.7803589,176,Sequential LSTM
1.2198201,-0.21982004,177,Sequential LSTM
1.1696833,-0.16968332,178,Sequential LSTM
1.2403258,-0.24032605,179,Sequential LSTM
1.2840867,-0.2840866,180,Sequential LSTM
1.1988597,-0.19885984,181,Sequential LSTM
1.2204027,-0.22040291,182,Sequential LSTM
1.2462484,-0.24624863,183,Sequential LSTM
1.1228386,-0.12283854,184,Sequential LSTM
1.0317363,-0.031736434,185,Sequential LSTM
1.1741012,-0.17410089,186,Sequential LSTM
1.0595995,-0.059599403,187,Sequential LSTM
1.3690963,-0.3690965,188,Sequential LSTM
1.045803,-0.04580298,189,Sequential LSTM
1.2480361,-0.2480363,190,Sequential LSTM
1.2686894,-0.26868907,191,Sequential LSTM
1.2543974,-0.2543976,192,Sequential LSTM
1.2570556,-0.25705564,193,Sequential LSTM
1.2315671,-0.23156695,194,Sequential LSTM
1.2144473,-0.21444757,195,Sequential LSTM
1.2067292,-0.20672922,196,Sequential LSTM
1.1363308,-0.13633056,197,Sequential LSTM
1.2084483,-0.20844819,198,Sequential LSTM
0.91763693,0.08236319,199,Sequential LSTM
1.0497158,-0.049715687,200,Sequential LSTM
1.0899092,-0.08990935,201,Sequential LSTM
1.13315,-0.13314967,202,Sequential LSTM
1.2239773,-0.22397742,203,Sequential LSTM
1.1363568,-0.13635689,204,Sequential LSTM
1.2020055,-0.20200524,205,Sequential LSTM
1.1625408,-0.16254091,206,Sequential LSTM
1.1902915,-0.19029176,207,Sequential LSTM
1.1987653,-0.19876519,208,Sequential LSTM
1.1013908,-0.10139074,209,Sequential LSTM
1.1852165,-0.18521634,210,Sequential LSTM
1.2962018,-0.29620162,211,Sequential LSTM
1.2779111,-0.27791104,212,Sequential LSTM
1.1794134,-0.17941333,213,Sequential LSTM
1.1696725,-0.16967256,214,Sequential LSTM
1.3110061,-0.31100586,215,Sequential LSTM
1.0829556,-0.082955696,216,Sequential LSTM
1.0450809,-0.0450809,217,Sequential LSTM
1.2172484,-0.21724835,218,Sequential LSTM
1.1535282,-0.15352844,219,Sequential LSTM
1.2168432,-0.21684319,220,Sequential LSTM
1.1532698,-0.15326962,221,Sequential LSTM
1.1827474,-0.18274756,222,Sequential LSTM
1.2229277,-0.2229278,223,Sequential LSTM
1.171467,-0.1714669,224,Sequential LSTM
1.1057117,-0.10571161,225,Sequential LSTM
1.1139699,-0.11396987,226,Sequential LSTM
1.1994932,-0.1994932,227,Sequential LSTM
1.1997614,-0.19976169,228,Sequential LSTM
1.243194,-0.24319391,229,Sequential LSTM
1.1580697,-0.15806973,230,Sequential LSTM
1.1657497,-0.1657494,231,Sequential LSTM
1.202906,-0.20290612,232,Sequential LSTM
1.206636,-0.20663601,233,Sequential LSTM
1.1009529,-0.10095269,234,Sequential LSTM
1.2094878,-0.20948763,235,Sequential LSTM
1.1396275,-0.13962728,236,Sequential LSTM
1.2456031,-0.24560297,237,Sequential LSTM
1.2248828,-0.22488302,238,Sequential LSTM
1.2127293,-0.21272938,239,Sequential LSTM
1.2115014,-0.21150152,240,Sequential LSTM
1.2028469,-0.20284705,241,Sequential LSTM
1.1896544,-0.18965441,242,Sequential LSTM
1.1086087,-0.10860883,243,Sequential LSTM
1.0380294,-0.03802933,244,Sequential LSTM
0.928121,0.071879275,245,Sequential LSTM
1.1502812,-0.15028115,246,Sequential LSTM
1.1762307,-0.17623079,247,Sequential LSTM
1.0353624,-0.035362426,248,Sequential LSTM
0.9563694,0.04363051,249,Sequential LSTM
