Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.3859514,1.0851003,0.7368196,0.59771055,0.25800857,30,5.0,Sequential RNN
2,0.41727102,0.68149644,0.4207073,0.31654397,0.19319397,30,5.0,Sequential RNN
3,-0.11647494,0.8002323,0.4784361,0.34990558,0.2383884,30,5.0,Sequential RNN
4,0.12912276,1.221207,0.84627473,0.6965206,0.277752,30,5.0,Sequential RNN
5,0.15358303,1.1192018,0.72609174,0.56907743,0.2912179,30,5.0,Sequential RNN
6,0.14757887,1.0198148,0.6522268,0.5054064,0.27231136,30,5.0,Sequential RNN
7,-0.35062504,0.97053736,0.5789539,0.42254916,0.29008725,30,5.0,Sequential RNN
8,0.39890915,2.0491722,1.3825287,1.11626,0.49385345,30,5.0,Sequential RNN
9,0.48271614,0.948498,0.50466686,0.32739365,0.32879266,30,5.0,Sequential RNN
10,-0.18400683,1.1382687,0.7653699,0.6164279,0.27624586,30,5.0,Sequential RNN
11,0.5986936,1.4000477,0.86813,0.65567404,0.39404723,30,5.0,Sequential RNN
12,-0.83574015,0.97676295,0.66280097,0.5373993,0.23258516,30,5.0,Sequential RNN
13,-1.1071353,1.720581,1.1047162,0.8587295,0.45623648,30,5.0,Sequential RNN
14,0.5725172,0.90481514,0.47107974,0.29783878,0.32131374,30,5.0,Sequential RNN
15,0.14091535,0.8203633,0.42402768,0.26572472,0.29360786,30,5.0,Sequential RNN
16,-0.5174847,1.0338967,0.59442866,0.41889814,0.3255603,30,5.0,Sequential RNN
17,-0.47250226,1.0921857,0.6555536,0.4811557,0.32345963,30,5.0,Sequential RNN
18,0.28189927,1.3744097,0.8565338,0.6496858,0.38364542,30,5.0,Sequential RNN
19,0.028395088,0.80292493,0.35252723,0.17263128,0.333657,30,5.0,Sequential RNN
20,0.11659128,0.94754934,0.49992898,0.3211426,0.33159947,30,5.0,Sequential RNN
21,-0.24168043,0.72037405,0.31181094,0.1486243,0.30266595,30,5.0,Sequential RNN
22,0.601651,0.9555631,0.63175815,0.50242525,0.23987645,30,5.0,Sequential RNN
23,-0.38331237,1.087186,0.57370925,0.36861855,0.38038638,30,5.0,Sequential RNN
24,0.31349257,0.9123986,0.5427469,0.3951022,0.27383998,30,5.0,Sequential RNN
25,0.16182417,1.1406071,0.6947695,0.51669466,0.33027908,30,5.0,Sequential RNN
26,-0.0928577,1.4157771,0.97779,0.8028512,0.3244632,30,5.0,Sequential RNN
27,-0.19883494,1.0441476,0.53340566,0.3294072,0.37836048,30,5.0,Sequential RNN
28,0.118440054,0.995625,0.70460135,0.58836156,0.21559206,30,5.0,Sequential RNN
29,0.041196056,1.0396149,0.6683097,0.5200045,0.27506512,30,5.0,Sequential RNN
30,0.46839988,0.909745,0.511215,0.35203564,0.29523343,30,5.0,Sequential RNN
31,0.29956448,0.8348462,0.39770073,0.22309798,0.32383972,30,5.0,Sequential RNN
32,0.29363343,0.7320383,0.38679653,0.24890137,0.25575715,30,5.0,Sequential RNN
33,0.4787339,0.8526459,0.5672632,0.45327678,0.21141303,30,5.0,Sequential RNN
34,-0.39452276,0.7675302,0.4279288,0.29228663,0.25157866,30,5.0,Sequential RNN
35,0.40226325,1.3527085,0.8357923,0.6293277,0.38293442,30,5.0,Sequential RNN
36,0.3357146,1.0623997,0.5009774,0.27673635,0.41590485,30,5.0,Sequential RNN
37,0.064992905,0.640201,0.22145492,0.054201126,0.31020927,30,5.0,Sequential RNN
38,-0.07419059,0.8318051,0.501179,0.36912173,0.24492964,30,5.0,Sequential RNN
39,0.35729888,0.9486782,0.5451142,0.3839243,0.29896253,30,5.0,Sequential RNN
40,0.1387677,0.86808515,0.48192996,0.3276935,0.28606585,30,5.0,Sequential RNN
41,0.0031296855,0.6308501,0.25781628,0.108820684,0.2763455,30,5.0,Sequential RNN
42,-0.123971395,0.9728699,0.523023,0.34334695,0.33324906,30,5.0,Sequential RNN
43,0.0163996,0.8710657,0.5008648,0.35300064,0.27424693,30,5.0,Sequential RNN
44,0.16310106,1.5446744,1.0172627,0.8066058,0.39070973,30,5.0,Sequential RNN
45,0.07093603,0.97479266,0.62235487,0.48158574,0.26108778,30,5.0,Sequential RNN
46,0.5852253,0.9966923,0.5771773,0.40961632,0.31077898,30,5.0,Sequential RNN
47,-0.19898632,0.9075519,0.5510403,0.40864387,0.26410577,30,5.0,Sequential RNN
48,-0.27462253,1.1692474,0.8238045,0.68582916,0.2559061,30,5.0,Sequential RNN
49,-0.49218524,1.3297224,0.86939985,0.6855393,0.3410098,30,5.0,Sequential RNN
50,0.2822876,1.1027939,0.7355513,0.58886874,0.2720555,30,5.0,Sequential RNN
51,0.031101124,0.77836967,0.41526222,0.27023146,0.26899195,30,5.0,Sequential RNN
52,0.2866538,0.76626974,0.33661464,0.16500345,0.318291,30,5.0,Sequential RNN
