Asset_1_Weight,Asset_2_Weight,Day,Model
1.1129748,-0.11297491,208,Sequential RNN
0.9720543,0.027945925,209,Sequential RNN
1.0686235,-0.068623625,210,Sequential RNN
1.7524327,-0.75243294,211,Sequential RNN
1.7401509,-0.74015075,212,Sequential RNN
1.4510304,-0.45103046,213,Sequential RNN
1.0391077,-0.03910751,214,Sequential RNN
1.5991405,-0.59914035,215,Sequential RNN
0.9223458,0.07765429,216,Sequential RNN
1.1023362,-0.10233619,217,Sequential RNN
1.1606615,-0.1606614,218,Sequential RNN
1.2085022,-0.20850223,219,Sequential RNN
1.2734469,-0.2734468,220,Sequential RNN
1.1810476,-0.18104763,221,Sequential RNN
1.2557517,-0.25575197,222,Sequential RNN
1.3749604,-0.3749602,223,Sequential RNN
1.268267,-0.26826712,224,Sequential RNN
0.92427707,0.07572279,225,Sequential RNN
1.1400723,-0.14007242,226,Sequential RNN
1.194617,-0.19461726,227,Sequential RNN
1.4606338,-0.46063393,228,Sequential RNN
1.3848149,-0.38481507,229,Sequential RNN
1.1385653,-0.13856512,230,Sequential RNN
1.0519795,-0.051979512,231,Sequential RNN
1.1043354,-0.1043355,232,Sequential RNN
1.1552451,-0.15524492,233,Sequential RNN
1.2993748,-0.2993748,234,Sequential RNN
1.4086409,-0.40864104,235,Sequential RNN
1.1710188,-0.17101867,236,Sequential RNN
1.3626095,-0.36260936,237,Sequential RNN
1.2621592,-0.2621594,238,Sequential RNN
1.1928513,-0.19285145,239,Sequential RNN
1.1979101,-0.19791013,240,Sequential RNN
1.1851393,-0.1851393,241,Sequential RNN
1.1412799,-0.14128001,242,Sequential RNN
1.3653522,-0.36535236,243,Sequential RNN
1.3539839,-0.35398406,244,Sequential RNN
0.9228994,0.07710076,245,Sequential RNN
1.0655216,-0.0655215,246,Sequential RNN
1.0882503,-0.08825067,247,Sequential RNN
0.7023964,0.29760373,248,Sequential RNN
0.8718202,0.12817985,249,Sequential RNN
