Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,0.033289697,-1.5025964,-0.80935514,-0.53246343,0.5135574,30,5.0,Sequential LSTM
2,0.3628762,-0.82805943,-0.23886387,-0.003529676,0.4364794,30,5.0,Sequential LSTM
3,0.021314373,-1.6173925,-0.99308324,-0.7437242,0.46249208,30,5.0,Sequential LSTM
4,-0.07070055,-1.9272541,-1.1576465,-0.8502529,0.57012933,30,5.0,Sequential LSTM
5,-0.051800117,-1.8074014,-1.127078,-0.85534585,0.50398767,30,5.0,Sequential LSTM
6,0.2439112,-1.8360013,-1.1505066,-0.8767092,0.50781846,30,5.0,Sequential LSTM
7,0.009386372,-1.8761133,-1.1650662,-0.881063,0.5267471,30,5.0,Sequential LSTM
8,0.2454571,-1.8788245,-1.1951932,-0.9221394,0.50643814,30,5.0,Sequential LSTM
9,0.083645135,-1.1929777,-0.67757726,-0.47171792,0.38181153,30,5.0,Sequential LSTM
10,-0.31135237,-2.094629,-1.2180278,-0.86789966,0.6493912,30,5.0,Sequential LSTM
11,0.17259464,-1.9729389,-1.2493302,-0.96030927,0.53605354,30,5.0,Sequential LSTM
12,-0.010375525,-1.6698033,-1.0557019,-0.81042,0.45492974,30,5.0,Sequential LSTM
13,-0.3549434,-1.7380561,-1.1504054,-0.9156883,0.43533498,30,5.0,Sequential LSTM
14,0.13456108,-1.7407914,-1.1824868,-0.9594912,0.41359532,30,5.0,Sequential LSTM
15,0.19464022,-1.0218252,-0.5635614,-0.38052353,0.33948433,30,5.0,Sequential LSTM
16,0.038089152,-0.8242199,-0.46432555,-0.32057813,0.26661164,30,5.0,Sequential LSTM
17,-0.32564145,-2.0764773,-1.3633952,-1.0785791,0.52825516,30,5.0,Sequential LSTM
18,-0.0869843,-1.5825063,-1.0385033,-0.82122016,0.40300032,30,5.0,Sequential LSTM
19,-0.021626776,-0.94742966,-0.5252293,-0.35659558,0.31276858,30,5.0,Sequential LSTM
20,0.16259779,-0.9651832,-0.5132274,-0.3327092,0.33481112,30,5.0,Sequential LSTM
21,-0.0068348646,-0.88480955,-0.5447402,-0.4089111,0.25192538,30,5.0,Sequential LSTM
22,-0.05536281,-2.0689447,-1.2729454,-0.95501006,0.58968145,30,5.0,Sequential LSTM
23,-0.07794624,-0.8522594,-0.45160276,-0.29157424,0.29680875,30,5.0,Sequential LSTM
24,0.16352819,-1.7482021,-1.0070508,-0.7110238,0.5490485,30,5.0,Sequential LSTM
25,-0.08687857,-1.2242509,-0.6881136,-0.47397172,0.39717373,30,5.0,Sequential LSTM
26,0.17718492,-1.8946118,-1.1479377,-0.84970367,0.5531409,30,5.0,Sequential LSTM
27,-0.1512561,-0.9234791,-0.50167906,-0.33320558,0.3124718,30,5.0,Sequential LSTM
28,0.12623596,-0.96913385,-0.29113424,-0.020330371,0.50226575,30,5.0,Sequential LSTM
29,0.22199939,-1.2269272,-0.61493075,-0.3704895,0.45337036,30,5.0,Sequential LSTM
30,0.12549132,-1.7428756,-1.054794,-0.77996325,0.50973463,30,5.0,Sequential LSTM
31,0.30882084,-1.1510609,-0.6004324,-0.38050255,0.40790868,30,5.0,Sequential LSTM
32,0.06403267,-1.3257347,-0.7427347,-0.50987554,0.4318895,30,5.0,Sequential LSTM
33,0.038083162,-1.4046805,-0.7561502,-0.49711677,0.48043525,30,5.0,Sequential LSTM
34,-0.2698568,-1.9508913,-1.2298194,-0.9418116,0.53417414,30,5.0,Sequential LSTM
35,0.44272274,-2.258771,-1.4885888,-1.1809655,0.5705557,30,5.0,Sequential LSTM
36,0.23170057,-0.7957513,-0.41672534,-0.26533642,0.28078443,30,5.0,Sequential LSTM
37,-0.08709752,-1.0102949,-0.4945625,-0.28857085,0.3820575,30,5.0,Sequential LSTM
38,0.25602868,-1.8185958,-1.0778294,-0.7819554,0.54876375,30,5.0,Sequential LSTM
39,0.1620341,-2.1172364,-1.3604081,-1.0581181,0.56066316,30,5.0,Sequential LSTM
40,0.13917306,-1.2303364,-0.6063088,-0.35706225,0.4622833,30,5.0,Sequential LSTM
41,-0.06484627,-1.843309,-1.1830479,-0.91932845,0.48912537,30,5.0,Sequential LSTM
42,-0.16165954,-1.9464568,-1.2245468,-0.9362044,0.53479505,30,5.0,Sequential LSTM
43,0.2763943,-1.89436,-1.1559883,-0.8610707,0.54699016,30,5.0,Sequential LSTM
44,-0.18209887,-2.1576502,-1.3960723,-1.091886,0.5641811,30,5.0,Sequential LSTM
45,0.00093476876,-1.6606934,-0.9941732,-0.72795486,0.49376145,30,5.0,Sequential LSTM
46,0.1911557,-0.99741423,-0.5570681,-0.38118687,0.32621083,30,5.0,Sequential LSTM
47,-0.09688517,-2.094315,-1.2607417,-0.9277989,0.6175161,30,5.0,Sequential LSTM
48,-0.029373696,-2.250867,-1.4584295,-1.141917,0.5870424,30,5.0,Sequential LSTM
49,0.120777085,-2.1408067,-1.3783945,-1.0738751,0.56479895,30,5.0,Sequential LSTM
50,0.13850732,-1.47766,-0.79338014,-0.5200678,0.50691855,30,5.0,Sequential LSTM
51,0.24725193,-1.5539029,-0.8714911,-0.5989251,0.5055344,30,5.0,Sequential LSTM
52,0.05125152,-0.9915362,-0.5512755,-0.37542832,0.32614774,30,5.0,Sequential LSTM
53,0.22767338,-1.7128699,-1.0810775,-0.8287294,0.46803546,30,5.0,Sequential LSTM
54,-0.23886997,-1.1574938,-0.6490009,-0.44590068,0.37669453,30,5.0,Sequential LSTM
55,-0.012660532,-2.0762708,-1.386089,-1.1104203,0.51128995,30,5.0,Sequential LSTM
56,-0.18390593,-1.6543758,-1.0519314,-0.81130576,0.44629368,30,5.0,Sequential LSTM
57,0.20659833,-2.1472394,-1.3934033,-1.092309,0.55844617,30,5.0,Sequential LSTM
58,0.04885234,-0.88134146,-0.4221508,-0.2387426,0.34017113,30,5.0,Sequential LSTM
59,0.037173662,-1.6262125,-0.95828784,-0.69150835,0.4948022,30,5.0,Sequential LSTM
60,-0.0020984905,-0.8651597,-0.46434623,-0.30425504,0.2969248,30,5.0,Sequential LSTM
61,-0.15931791,-1.9048891,-1.1375835,-0.8311093,0.5684243,30,5.0,Sequential LSTM
62,-0.13205852,-1.7753927,-1.0678151,-0.7851974,0.5241773,30,5.0,Sequential LSTM
63,-0.1344096,-1.3702399,-0.7773918,-0.54059875,0.43918505,30,5.0,Sequential LSTM
64,0.19689964,-0.8779285,-0.46555766,-0.30085012,0.3054867,30,5.0,Sequential LSTM
65,0.19021922,-1.8859662,-1.1197777,-0.81375,0.56759655,30,5.0,Sequential LSTM
66,-0.024143789,-0.86949426,-0.46646106,-0.3054831,0.29856938,30,5.0,Sequential LSTM
67,-0.25916576,-1.6681179,-0.94644445,-0.6581962,0.5346199,30,5.0,Sequential LSTM
68,0.20026529,-1.440513,-0.7935011,-0.5350742,0.47931015,30,5.0,Sequential LSTM
69,0.14058161,-1.3114487,-0.7514862,-0.52782834,0.41482326,30,5.0,Sequential LSTM
70,-0.09716821,-1.173519,-0.6630968,-0.4592258,0.378124,30,5.0,Sequential LSTM
71,-0.056155056,-1.3080177,-0.5998619,-0.31701314,0.52460575,30,5.0,Sequential LSTM
72,-0.091380864,-1.7174194,-1.0472411,-0.7795612,0.4964719,30,5.0,Sequential LSTM
73,0.17316939,-1.1722989,-0.6545402,-0.447739,0.38355887,30,5.0,Sequential LSTM
74,-0.096630305,-1.8023342,-1.0815595,-0.79367036,0.533954,30,5.0,Sequential LSTM
75,0.18786058,-2.0783231,-1.3399606,-1.0450468,0.54698324,30,5.0,Sequential LSTM
76,0.10265707,-1.278509,-0.69293296,-0.45904443,0.4337982,30,5.0,Sequential LSTM
77,0.07163933,-1.2375847,-0.689101,-0.47002795,0.40631992,30,5.0,Sequential LSTM
78,-0.19718346,-2.0393877,-1.3076296,-1.0153538,0.54209024,30,5.0,Sequential LSTM
79,-0.016530236,-1.4829952,-0.8534522,-0.60200286,0.46636897,30,5.0,Sequential LSTM
80,-0.06732051,-1.9479904,-1.2335813,-0.94823515,0.5292382,30,5.0,Sequential LSTM
81,0.12854071,-1.7671062,-1.1593513,-0.9166047,0.45022792,30,5.0,Sequential LSTM
82,0.012867195,-1.117234,-0.6391263,-0.44816267,0.3541847,30,5.0,Sequential LSTM
83,0.2069434,-1.8897377,-1.1443436,-0.8466213,0.55219233,30,5.0,Sequential LSTM
84,0.109281816,-1.132498,-0.6661318,-0.4798577,0.34548673,30,5.0,Sequential LSTM
85,-0.032680694,-1.4568002,-0.8013979,-0.53961957,0.48552597,30,5.0,Sequential LSTM
86,0.052185807,-1.6371878,-1.0054498,-0.75312394,0.46799487,30,5.0,Sequential LSTM
87,0.12196593,-0.98985475,-0.5675878,-0.39892754,0.31281787,30,5.0,Sequential LSTM
88,0.28844035,-1.4642398,-0.8410358,-0.5921181,0.46167278,30,5.0,Sequential LSTM
89,0.02994975,-1.9341625,-1.231107,-0.9502954,0.5208273,30,5.0,Sequential LSTM
90,-0.0107324375,-1.9925166,-1.1689174,-0.83995867,0.610127,30,5.0,Sequential LSTM
91,-0.010075141,-1.6370949,-0.9722541,-0.7067061,0.49251792,30,5.0,Sequential LSTM
92,-0.65961593,-1.8879956,-1.2276409,-0.96388465,0.48919463,30,5.0,Sequential LSTM
93,-0.019364782,-1.7617047,-1.2094774,-0.9889096,0.40909237,30,5.0,Sequential LSTM
94,-0.016538916,-0.9277144,-0.48651326,-0.3102903,0.3268445,30,5.0,Sequential LSTM
95,-0.5905194,-1.9372532,-1.2423425,-0.96478415,0.5147939,30,5.0,Sequential LSTM
96,-0.600011,-1.530873,-0.9392055,-0.7028844,0.43831035,30,5.0,Sequential LSTM
97,-0.07532421,-1.7361332,-1.1685697,-0.94187564,0.42045462,30,5.0,Sequential LSTM
98,0.4514486,-1.2876359,-0.79997283,-0.60519254,0.36126357,30,5.0,Sequential LSTM
99,0.046156973,-0.8931434,-0.5423313,-0.40221116,0.25988376,30,5.0,Sequential LSTM
100,-0.03929413,-0.7216685,-0.3373004,-0.18377754,0.28474206,30,5.0,Sequential LSTM
101,-0.3780197,-1.6718225,-0.990191,-0.7179367,0.5049564,30,5.0,Sequential LSTM
102,0.092193514,-1.9160969,-1.2472671,-0.9801255,0.49547303,30,5.0,Sequential LSTM
