Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.3859514,-1.2300482,-0.64957994,-0.41773137,0.43001425,30,5.0,Sequential RNN
2,0.41727102,-1.0520619,-0.61741346,-0.443808,0.32199,30,5.0,Sequential RNN
3,-0.11647494,-1.3388622,-0.802535,-0.58831763,0.39731407,30,5.0,Sequential RNN
4,0.12912276,-1.2711025,-0.6462155,-0.39662567,0.4629201,30,5.0,Sequential RNN
5,0.15358303,-1.4939402,-0.8387569,-0.5770665,0.48536336,30,5.0,Sequential RNN
6,0.14757887,-1.4236748,-0.81102806,-0.5663271,0.45385224,30,5.0,Sequential RNN
7,-0.35062504,-1.6324582,-0.9798191,-0.71914464,0.48347893,30,5.0,Sequential RNN
8,0.39890915,-2.382246,-1.271174,-0.827394,0.823089,30,5.0,Sequential RNN
9,0.48271614,-2.0018065,-1.2620881,-0.96663237,0.5479876,30,5.0,Sequential RNN
10,-0.18400683,-1.3405252,-0.71902674,-0.47079042,0.4604097,30,5.0,Sequential RNN
11,0.5986936,-2.1357963,-1.249268,-0.89517397,0.65674555,30,5.0,Sequential RNN
12,-0.83574015,-1.1102576,-0.586987,-0.37798414,0.387642,30,5.0,Sequential RNN
13,-1.1071353,-2.3732955,-1.346854,-0.93687624,0.76039404,30,5.0,Sequential RNN
14,0.5725172,-1.9783803,-1.2554879,-0.9667528,0.5355229,30,5.0,Sequential RNN
15,0.14091535,-1.8142228,-1.1536629,-0.8898248,0.4893464,30,5.0,Sequential RNN
16,-0.5174847,-1.8874047,-1.1549575,-0.8624067,0.54260063,30,5.0,Sequential RNN
17,-0.47250226,-1.8102646,-1.0825442,-0.79188126,0.5390993,30,5.0,Sequential RNN
18,0.28189927,-2.068097,-1.2049704,-0.8602241,0.639409,30,5.0,Sequential RNN
19,0.028395088,-2.191029,-1.4403666,-1.1405398,0.5560951,30,5.0,Sequential RNN
20,0.11659128,-2.0279417,-1.2819083,-0.98393023,0.5526657,30,5.0,Sequential RNN
21,-0.24168043,-1.9954915,-1.3145529,-1.0425752,0.50444317,30,5.0,Sequential RNN
22,0.601651,-1.1968839,-0.65720916,-0.44165432,0.39979416,30,5.0,Sequential RNN
23,-0.38331237,-2.3260772,-1.4702826,-1.1284645,0.6339774,30,5.0,Sequential RNN
24,0.31349257,-1.5448078,-0.9287215,-0.68264717,0.45639983,30,5.0,Sequential RNN
25,0.16182417,-1.8230358,-1.079973,-0.7831818,0.55046517,30,5.0,Sequential RNN
26,-0.0928577,-1.4956791,-0.7657008,-0.47413582,0.54077214,30,5.0,Sequential RNN
27,-0.19883494,-2.350937,-1.4997003,-1.1597028,0.63060117,30,5.0,Sequential RNN
