Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day,Model
-0.05400859,-0.03561054,-0.37948674,-0.015592985,-0.076911785,0.024191175,0.0066177873,0.16172595,-0.7869951,0.26039758,-0.0752467,-0.10414882,0.8707524,-0.035980348,-0.07062277,0.004751822,0.19759846,-0.673988,0.055069003,-0.32267493,0.5540864,-0.17219523,0.11963248,0.06503411,-0.079188354,0.9129783,-0.06170014,-0.14145647,0.8529718,1,Sequential RNN
-0.064494856,-0.046558842,-0.16408439,0.22853117,0.031919125,-0.26626295,0.020128466,0.013359684,-1.1363086,0.24453709,-0.32097894,0.4469844,0.4831088,-0.7010079,0.20213252,0.11188044,-0.15018593,1.1745647,0.040001083,-0.37374532,0.29911733,0.78094125,-0.25466636,0.024243006,-0.00222343,1.008687,-0.03520899,-0.25634897,-0.33806047,2,Sequential RNN
-0.04595401,-0.039027773,-0.34091732,-0.0059096706,-0.15611446,0.0042619975,-0.049589463,0.16166075,0.3698082,-0.4972849,-0.5228222,-0.49619988,1.3410022,0.0050951918,-0.072745964,0.052603584,-0.24181587,-0.2613673,0.08443874,0.5122544,0.3406643,-0.09647272,0.68065155,0.25867802,-0.1603516,0.09459164,-0.04505142,-0.04122772,0.16714115,3,Sequential RNN
-0.13105382,-0.040828604,-0.72726893,0.013267273,-0.257838,0.04739104,-0.016456135,0.13019904,-0.62928367,-0.11278108,-0.34739795,-0.373564,2.1282477,0.022020064,-0.112703174,0.018472737,0.19786488,-0.8706242,-0.0076563363,-0.09541145,0.46804044,-0.26057103,0.4888882,0.19749306,-0.05400176,0.6756673,-0.042901885,-0.14128302,0.8340737,4,Sequential RNN
-0.035006486,-0.025882551,-0.30033764,-0.0528567,-0.14352512,0.51315737,-0.047925755,0.24539547,0.16702163,-0.7918099,-0.7583474,-0.3716522,1.5118637,0.3507315,-0.34149364,0.0092525575,-0.22473419,-0.4319326,-0.01893138,0.9901722,0.16750206,-0.18105043,0.38866788,0.34995803,0.052722607,0.3316536,-0.13183473,-0.0820611,-0.13871685,5,Sequential RNN
-0.078861386,-0.046031218,-0.1492822,-0.008183541,0.039923307,0.27509105,-0.026285052,0.2218414,-0.92556167,-0.7306614,0.28736132,0.09167609,0.47545445,-1.0868798,0.65573806,0.056209195,-0.7677753,1.2071971,0.06354257,0.77938753,0.0067728865,0.17469822,-0.041262783,-0.27054006,-0.15548241,2.0572467,-0.061213408,-0.29683578,-0.7472843,6,Sequential RNN
-0.11811181,-0.041193534,-0.5575061,-0.078596145,-0.19786373,0.36731708,-0.01530889,0.26582158,-0.008087029,-0.3982767,-0.3470099,-0.27160674,1.3752503,0.2793362,-0.33418995,0.022479897,-0.90952265,-0.8540562,0.13203673,0.49535313,0.5396097,-0.102636844,0.2577378,0.06321422,-0.2178338,1.1274629,-0.22611435,-0.104030274,0.85632455,7,Sequential RNN
-0.062215816,-0.018128546,-0.18569165,-0.11853453,0.12745102,0.074261405,-0.0431252,0.026866646,0.3808092,-0.8831877,1.4476881,-0.75418556,-0.081443876,-0.42068136,0.01738457,0.10699062,-0.22987795,-1.3862691,0.50265646,0.9994278,0.34383643,0.10099144,0.96256846,-0.42565402,-0.11572211,0.20430768,0.23359577,-0.017864842,0.21374626,8,Sequential RNN
-0.11197553,-0.027231758,-0.65479314,-0.004619226,-0.17857836,0.3241866,0.016184606,0.07124552,-0.64028054,-0.20422737,-0.2668017,-0.323769,1.8444289,0.40430135,-0.34745356,-0.041856214,0.09143509,-0.8096064,0.117419966,0.08854341,0.09217753,-0.08694091,0.30790237,0.083384275,-0.25882947,0.75501883,-0.1633049,-0.010135045,0.934175,9,Sequential RNN
-0.06437679,-0.010371003,-0.36317784,-0.047233637,-0.18974803,-0.29103562,-0.019204326,0.016479487,0.82707196,-0.041078005,0.062077604,-0.3711956,0.6462332,0.21819223,-0.02052848,-0.029398927,-0.038191833,-0.9088184,0.1507129,0.04735621,1.165687,-0.12318821,0.5205154,0.19208412,-0.087441795,-0.4711309,-0.04643783,0.10553557,0.17061165,10,Sequential RNN
