Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,1887.7904,0.03356488,5.0,1,29,9.2103405,Sequential RNN,1887.7568,Red,89.558235
0.1,608.3855,0.3548647,5.0,1,29,4.6051702,Sequential RNN,608.03064,Red,75.90361
0.05,1002.54535,2.0301044,5.0,1,29,5.9914646,Sequential RNN,1000.51526,Red,82.329315
0.01,2071.8274,NaN,5.0,1,29,9.2103405,Sequential LSTM,2071.8274,Red,94.77911
0.1,790.9564,0.25420666,5.0,1,29,4.6051702,Sequential LSTM,790.7022,Red,85.94378
0.05,1161.949,0.0015589958,5.0,1,29,5.9914646,Sequential LSTM,1161.9474,Red,89.15663
