Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Day,Model
-0.10702489,-0.10874236,-0.9726855,-0.10931623,-0.30239218,0.5554769,-0.122854605,0.5816868,0.6581181,-0.1043007,-0.664733,-0.11449847,2.084408,0.094761446,-0.36790332,1,Sequential RNN
-0.19724107,-0.050533775,-1.068005,0.15951756,-0.37157595,0.22121312,0.2204053,-0.72087044,1.3741293,-0.10842039,0.123553246,0.35160175,1.7921351,-0.26417667,-0.461732,2,Sequential RNN
-0.1449289,-0.116261914,-0.92126393,-0.14258587,-0.3180818,0.7100075,-0.047828835,0.67926663,0.40212092,0.07250447,-0.4784941,-0.087221615,1.9602867,-0.81637084,0.24885157,3,Sequential RNN
0.09866017,-0.17480345,-0.33842826,-0.27489084,0.090532675,1.1502252,-0.2569684,1.4931008,-0.017824195,0.1997336,-0.8734652,-0.151815,0.5388606,-0.1195111,-0.36340654,4,Sequential RNN
-0.06792204,-0.08202736,-0.7207218,-0.08568188,-0.25106314,1.3991892,-0.01013824,0.36262184,0.23380607,-0.15499827,-0.86318237,-0.04940672,1.8660189,-0.6977576,0.12126343,5,Sequential RNN
0.027382633,-0.121581495,-0.35154817,-0.08888756,-0.12059823,1.3280607,-0.0045238296,0.3811028,0.6567873,0.00064539607,-1.0636709,-0.063072525,0.95783734,0.09729061,-0.6352241,6,Sequential RNN
0.06422268,-0.10789769,-0.1951521,-0.15185413,0.0077145505,1.013379,-0.1092004,0.74777603,0.5349035,0.47309795,-0.45239082,0.023746544,0.1277581,-0.99622995,0.020126855,7,Sequential RNN
0.2099195,-0.28145388,0.37407845,-0.2782964,0.3051762,0.95332825,-0.23100051,1.4234723,0.48232293,0.51157695,-1.0063782,-0.028422652,-0.7263919,-0.94245625,0.23452526,8,Sequential RNN
-0.050083876,-0.14954875,-0.65070254,-0.1998082,-0.10123007,0.4564603,-0.15104827,1.2463694,0.13118602,0.5217029,-0.42666802,-0.13452794,0.83455735,0.21092199,-0.5375802,9,Sequential RNN
0.15684226,-0.31415763,-0.513793,-0.21769904,-0.0065394477,0.20192762,-0.26398274,1.8363515,-0.14337401,0.28917968,-0.36589614,-0.07017538,0.44049188,-0.015908042,-0.013267537,10,Sequential RNN
