Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,2058.99,16.828438,5.0,1,10,9.2103405,Sequential RNN,2042.1615,Red,93.9759
0.1,734.77686,13.694008,5.0,1,10,4.6051702,Sequential RNN,721.0828,Red,82.329315
0.05,1161.9689,20.063923,5.0,1,10,5.9914646,Sequential RNN,1141.9049,Red,88.35342
0.01,2181.671,NaN,5.0,1,10,9.2103405,Sequential LSTM,2181.671,Red,97.59036
0.1,803.3696,4.6181545,5.0,1,10,4.6051702,Sequential LSTM,798.75146,Red,86.34538
0.05,1224.2002,0.03194975,5.0,1,10,5.9914646,Sequential LSTM,1224.1682,Red,91.56626
