Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,1941.8663,13.244068,5.0,1,15,9.2103405,Sequential RNN,1928.6223,Red,90.763054
0.1,711.4289,5.181094,5.0,1,15,4.6051702,Sequential RNN,706.2478,Red,81.52611
0.05,1081.9236,7.8161364,5.0,1,15,5.9914646,Sequential RNN,1074.1074,Red,85.54217
0.01,2143.0671,9.839238,5.0,1,15,9.2103405,Sequential LSTM,2133.2278,Red,96.385544
0.1,861.05206,20.995989,5.0,1,15,4.6051702,Sequential LSTM,840.0561,Red,88.35342
0.05,1252.9854,18.105719,5.0,1,15,5.9914646,Sequential LSTM,1234.8796,Red,91.967865
