Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day,Model
-0.17229852,-0.01472773,-0.8103081,-0.0503027,-0.32795787,0.09886374,-0.0498874,0.14309207,-0.0819312,0.3180136,0.5027002,-0.16116342,1.604785,-0.83424836,0.5102136,0.023626508,-0.7042154,-0.48066744,0.10149428,-0.30049366,0.33053774,0.048860535,0.1970839,-0.29862878,-0.12537293,0.9696013,-0.059802327,-0.08049359,0.70362693,33,Sequential RNN
-0.08410663,-0.0052674464,-0.2678035,-0.08541514,-0.06808877,-0.056154553,-0.037517514,0.09884082,0.29846433,-0.8456618,0.47691873,-0.28964972,0.50511533,-0.09577106,0.019214591,0.10025684,-0.43003583,-0.3759473,0.06273358,1.4595975,0.12961033,0.035459585,0.47046667,-0.10310685,0.13248406,0.69291526,0.0386867,0.042504348,-0.8187425,34,Sequential RNN
-0.045635812,-0.03550525,0.25987822,-0.05498922,0.2132796,0.23282413,-0.010850415,0.15841684,-0.49013433,-1.3073555,-0.13268335,-0.32469225,0.17561078,1.2264956,-0.77212405,0.18226343,0.13994978,0.49253187,-0.20898686,1.6650795,-0.047567017,-0.2395712,0.36155072,-0.05430082,0.103612885,0.6662668,-0.12534289,0.12469781,-1.152719,35,Sequential RNN
0.13583647,-0.08537978,0.787929,-0.052200656,0.3049306,0.5481478,-0.007804948,0.37996385,0.00912884,2.0329535,-0.1882383,-0.27698544,-1.6022167,1.2736789,-0.8049715,0.054693576,-0.01809081,1.407064,-0.17150919,-1.5350755,0.38541117,-0.10944186,0.23757385,-0.29068965,-0.6338358,-0.18183507,-0.32390967,-0.12708735,-0.14803918,36,Sequential RNN
0.072798796,-0.032867115,0.19803613,-0.039644767,0.20907421,-0.17774886,-0.006787536,0.39044568,-1.0527848,0.9348204,-0.39516214,-0.5015322,-0.37339666,0.6664882,-0.18718174,-0.026201356,0.2041783,-1.1079566,-0.040025935,-0.717247,0.6475804,-0.16048065,0.5762357,0.36958987,-0.0225032,1.0856047,-0.034933373,-0.22498797,0.7465895,37,Sequential RNN
-0.0691343,0.0056769163,-0.55448014,0.0042518415,-0.13746905,0.18806721,0.014338571,-0.0147748785,-0.4605803,0.7148397,-0.03123413,-0.16175416,1.0981375,0.08110605,-0.15481949,0.02629975,-0.041850347,-0.821506,0.008784849,-0.4885209,0.1603013,-0.072737016,0.21636547,-0.01965836,-0.009803872,0.73053056,-0.056750912,-0.13005638,0.97643054,38,Sequential RNN
-0.072950855,0.0016237354,-0.43490878,-0.07684518,-0.20613909,-0.024380093,-0.038668416,-0.011515965,0.8712011,-0.5934472,0.12056149,-0.6381044,1.0403391,0.12523949,0.0020012902,0.11452846,-0.34080672,-0.20926909,0.12870848,0.94022703,0.3662652,-0.07196734,0.9705642,0.058231402,-0.010767048,-0.042020734,-0.02143133,0.060724407,-1.0069932,39,Sequential RNN
-0.088869005,0.0017112362,-0.5262863,0.008085425,-0.17285207,-0.0020885095,0.015597035,-0.050444085,-0.22943237,0.5372431,-0.34133855,-0.4121559,1.3296219,0.4840723,-0.32093635,0.0071764616,0.3010392,-0.9115588,0.08415395,-0.5037502,0.31455398,-0.09329706,0.4654677,0.26521137,-0.08594887,0.02608478,0.0042156363,-0.076307744,0.9710317,40,Sequential RNN
-0.05821522,-0.008135851,-0.21310224,0.011602096,-0.08038892,0.5680895,-0.011180847,0.009845556,-0.7918062,-0.82552904,-0.2314379,-0.0066018025,1.1092689,0.5008364,-0.23290671,0.042157248,-0.07093773,-0.4164442,-0.066937305,1.0868537,0.051637918,-0.13252263,0.032200918,0.05929378,-0.042315472,1.2844529,-0.124426685,-0.14307894,-0.30027118,41,Sequential RNN
0.0292879,0.066961065,-0.07405149,-0.02130163,0.027557373,1.0570284,0.04117284,0.09679515,-0.5805621,0.06249189,-0.3319959,-0.50530005,0.2957971,0.21090914,-0.284192,0.13346909,-0.895664,1.2863152,-0.045208234,-0.31154317,-0.08264567,-0.11502368,0.3610783,-0.42514297,-0.32487988,1.2312378,-0.3671259,-0.33874246,0.8032778,42,Sequential RNN
-0.16253573,-0.008541914,-0.74042183,0.056672122,-0.29857022,0.33298934,-0.0105192065,-0.13629735,-1.0616266,-0.9273047,0.033000346,-0.024202973,2.3288352,0.15314217,-0.12999229,0.07501125,0.7527489,-0.30233562,-0.083126724,0.89415306,0.31452635,-0.2918111,0.104524314,-0.023845237,0.012921778,0.71041316,-0.17083782,-0.089470275,-0.30749846,43,Sequential RNN
-0.067389734,-0.08412216,-0.25207835,-0.064020686,-0.051682424,0.21513732,-0.102573246,0.37234235,-0.53447586,-1.4386244,0.14247839,0.105001844,0.9625317,0.35770532,-0.08119329,0.06038744,-0.110407256,0.30237448,-0.090270706,2.0045848,0.34986657,-0.16948564,-0.03045898,-0.048078027,-0.0044637583,0.7738467,-0.20731412,-0.080300815,-1.2293173,44,Sequential RNN
-0.17339082,-0.014336946,-1.0746796,0.06800215,-0.36478713,0.14945363,-0.04321411,-0.012469358,-0.69371486,0.030603847,0.16174603,0.043171015,2.379995,-0.055540882,-0.06294533,0.041691165,0.13639408,0.6902904,0.03643272,-0.39451188,0.4076882,-0.19596756,-0.114585906,-0.20759049,-0.15462463,0.3814741,-0.12311769,-0.14020124,0.29873595,45,Sequential RNN
