Day,Actual_Returns,N_Assets,VaR_1_percent,Violation_1_percent,VaR_5_percent,Violation_5_percent,VaR_10_percent,Violation_10_percent
1,0.005259335749235068,10,-0.012893403302016652,false,-0.008989314878434504,false,-0.006908059786025639,false
2,0.0012646692901600318,10,-0.012937656644309509,false,-0.009020172451616822,false,-0.006931776124263167,false
3,0.00041442302068266855,10,-0.012794166383641541,false,-0.008918059073085415,false,-0.006851720608492898,false
4,0.0007315035876842081,10,-0.012699258976830979,false,-0.008854369445623013,false,-0.006804673063686615,false
5,-0.00017565924579008012,10,-0.01257340181843351,false,-0.008766696448866046,false,-0.00673735590220828,false
6,0.007319388723542953,10,-0.012451291848971082,false,-0.008685446053742522,false,-0.006677887594973145,false
7,0.003017183048934339,10,-0.012706985301467235,false,-0.008862472523834302,false,-0.0068129769878346605,false
8,0.002671445960600658,10,-0.012619998707927906,false,-0.008801342397159484,false,-0.006765630847969262,false
9,0.0029412800585381102,10,-0.012487929922547953,false,-0.008707606306178874,false,-0.0066923297745314116,false
10,0.0024092972409025947,10,-0.012436446063537877,false,-0.008670394453713795,false,-0.006662726275945118,false
11,2.7034488304653005e-5,10,-0.0123763447785508,false,-0.00862741531932364,false,-0.006628874896681505,false
12,0.0011074070237758605,10,-0.012316934157346717,false,-0.00858467642266451,false,-0.006595023634687318,false
13,-0.00010202005899877676,10,-0.012215714333903038,false,-0.008514281321364113,false,-0.006541061078701538,false
14,0.0009485630124790555,10,-0.012262525438392655,false,-0.00854860101715226,false,-0.006568721650732583,false
15,-0.001205813777181332,10,-0.012296376433101771,false,-0.008573067786665809,false,-0.006588185724518594,false
16,-0.0008875217435476983,10,-0.01221153798084966,false,-0.008513086327525314,false,-0.006541455436428179,false
17,-0.002607132820984937,10,-0.012172930329716643,false,-0.008485993620985607,false,-0.006520501304242701,false
18,-0.0018009367805650977,10,-0.012194857570896415,false,-0.008500777233924266,false,-0.006531476675399413,false
19,0.00402909468572949,10,-0.012197432795489125,false,-0.00850367176251063,false,-0.006534541423763281,false
20,0.001458234226536593,10,-0.012578024287448038,false,-0.00877937113558826,false,-0.006754323196395039,false
21,0.0007829443379019373,10,-0.012549193541727736,false,-0.008760366064393834,false,-0.006740556155932652,false
22,0.005581290923914253,10,-0.012412385761774315,false,-0.008664724340329945,false,-0.006666859903937727,false
23,0.0012943316388597792,10,-0.012452892083483325,false,-0.008690126845121654,false,-0.006684210619819105,false
24,0.00013947561813677377,10,-0.012311119002589056,false,-0.0085888483965403,false,-0.00660451970988247,false
25,-0.0003412248005406767,10,-0.012206252963216684,false,-0.008512015714372193,false,-0.00654263150670881,false
26,0.0034267773194245317,10,-0.012080402703183295,false,-0.008424428313619536,false,-0.006475441894655591,false
27,0.0024118322596738567,10,-0.012093022333012656,false,-0.008431799511001379,false,-0.006480015172120308,false
28,-0.0016044123296070584,10,-0.011968014679494541,false,-0.008342294011607387,false,-0.006409435739722137,false
29,-0.0025702957221005692,10,-0.01198946320700769,false,-0.008360391543437973,false,-0.006425746868153954,false
30,-0.003009299643171372,10,-0.011958942162786439,false,-0.008339446054423473,false,-0.00640990607218798,false
31,-0.0017481070107362837,10,-0.012000066893669656,false,-0.008365476671228741,false,-0.006427890072630677,false
32,-0.007143479602876519,10,-0.011931355926105055,false,-0.008316211700924893,false,-0.006388991691510987,true
33,0.009048169383019713,10,-0.012453571745110241,false,-0.008688081568016915,false,-0.0066807126879595445,false
34,0.0002686641387368929,10,-0.013009528215072608,false,-0.009078775849655274,false,-0.006983306308518005,false
35,-0.0007842621214733082,10,-0.012859230745910187,false,-0.00896970250317346,false,-0.006896209389296611,false
36,0.007142981838116073,10,-0.012650804522061757,false,-0.008822421907893865,false,-0.006781525302351387,false
37,0.0035578052901795373,10,-0.012908611904274659,false,-0.009006684839181583,false,-0.0069265819589856194,false
