Day,Actual_Returns,N_Assets,VaR_1_percent,Violation_1_percent,VaR_5_percent,Violation_5_percent,VaR_10_percent,Violation_10_percent
42,0.005344596250900479,30,-0.009464361841775877,false,-0.00660146229769271,false,-0.005075261144259041,false
43,-0.0033703246126790634,30,-0.009729436461833088,false,-0.006786232925351759,false,-0.005217222010717527,false
44,-0.0007099006864686545,30,-0.009779951479536638,false,-0.006821404732468358,false,-0.005244214409044329,false
45,-0.00038236442121538825,30,-0.009614272835542097,false,-0.006702247884291817,false,-0.005149858158074901,false
46,0.0014124930927462884,30,-0.009496170707728905,false,-0.006617089265380055,false,-0.005082261601858432,false
47,-0.00029552588346215975,30,-0.009326458706586506,false,-0.00649459532174928,false,-0.004984939429967284,false
48,0.0026459924506683544,30,-0.009052345140823996,false,-0.006299502563402388,false,-0.004831972371654898,false
49,0.004064448701957931,30,-0.009025140180455747,false,-0.006281408049178635,false,-0.004818734602559615,false
50,0.00417201831125102,30,-0.009175872550317599,false,-0.006389962780944295,false,-0.004904804591525078,false
51,0.004498879859724598,30,-0.009503929520403773,false,-0.0066199554391516416,false,-0.005082519527934792,false
52,0.002267526149165807,30,-0.009576985850291084,false,-0.006672525187318262,false,-0.005124167955192108,false
53,6.42764659297375e-5,30,-0.009445593560008776,false,-0.006576157346621062,false,-0.0050464715189686175,false
54,-0.0015307163943300787,30,-0.009380251494750382,false,-0.006528636705915506,false,-0.005008451413747997,false
55,0.0028546798670477836,30,-0.009471573881758857,false,-0.006600149066549664,false,-0.005069403122624563,false
56,0.004454796079840554,30,-0.00933783898645827,false,-0.006503431347266519,false,-0.004992419122902567,false
57,-0.0041541855087676265,30,-0.009584606548515116,false,-0.006687615849610207,false,-0.005143240827687734,false
58,-0.007618137672554351,30,-0.009817006865970557,false,-0.006852654408558996,true,-0.005272369082433692,true
59,-0.0020635390507009643,30,-0.010283711955989146,false,-0.0071830226457636525,false,-0.005530056647887157,false
60,-0.011534611492494363,30,-0.01023283566916602,true,-0.00714583047722584,true,-0.00550015943217224,true
61,-0.016076425916105707,30,-0.011507957218172072,true,-0.008062811141226704,true,-0.006226216515596782,true
62,-0.021664227451050642,30,-0.012834497655841525,true,-0.009023090563134993,true,-0.00699124354526946,true
63,-0.0025660726190192646,30,-0.014766216651368852,false,-0.010392843928631412,false,-0.008061415112824061,false
64,-0.008216334128240603,30,-0.01466365561626584,false,-0.010319190480647097,false,-0.008003172192566686,true
65,-0.0018213148352632278,30,-0.014804047000374966,false,-0.010424226106759287,false,-0.008089359794916757,false
66,0.004305423799556903,30,-0.014657648217428845,false,-0.010318910887113565,false,-0.008005946070845975,false
67,0.002965831756088039,30,-0.014567065220813849,false,-0.010251756070435984,false,-0.007951280730202308,false
68,0.00226981294732827,30,-0.014320161312400348,false,-0.010072822582373537,false,-0.007808582021719725,false
69,0.009706065295937318,30,-0.013981070522074986,false,-0.009830798789005895,false,-0.007618304285255612,false
70,0.003298881538208201,30,-0.014486126596330601,false,-0.010191029189063486,false,-0.007901328654293134,false
71,-0.004589937778000434,30,-0.014054838125918482,false,-0.00987959431700524,false,-0.007653787292026002,false
72,-0.0034607996343677294,30,-0.013852922331081596,false,-0.009729308485007658,false,-0.007531025202172966,false
73,-0.0015087990016433403,30,-0.013428907441816632,false,-0.009419333029096193,false,-0.0072818437462049265,false
74,0.00930114494741227,30,-0.012956640561899066,false,-0.009078929524942705,false,-0.0070117361197404495,false
75,0.004436303829342787,30,-0.013452766281999104,false,-0.009439658066638767,false,-0.007300284926636216,false
76,-0.005321106858340086,30,-0.013233620835363967,false,-0.009286259260066793,false,-0.0071819354106012305,false
77,-0.006757712136191343,30,-0.013427735835074138,false,-0.009426824416222203,false,-0.007293953343306774,false
78,-0.0071511619989500525,30,-0.013632822759213892,false,-0.009569005975210132,false,-0.007402600284899446,false
79,-0.0006047956014581548,30,-0.013725985113039324,false,-0.009645623383883382,false,-0.007470397644532924,false
80,0.002580065772536637,30,-0.013463799835560793,false,-0.009456216715235798,false,-0.007319788982952214,false
81,0.00585090717159298,30,-0.013266760306843787,false,-0.00931337554018833,false,-0.007205840749697135,false
82,-0.0021717945161138143,30,-0.013042365544117224,false,-0.009147148655997429,false,-0.00707062294631642,false
83,0.003818079771179945,30,-0.012659309929306086,false,-0.00886939651632136,false,-0.006849007699582986,false
84,0.006411155244953296,30,-0.012260187425697188,false,-0.008581363174443935,false,-0.006620195578764106,false
85,0.004210888313708879,30,-0.012487264827253253,false,-0.008758456221726161,false,-0.00677064215173883,false
86,-0.0025337457300160394,30,-0.01188969032289586,false,-0.008330305828891799,false,-0.006432811125841506,false
87,-0.0010442549443888355,30,-0.011760163203043458,false,-0.008233787120836623,false,-0.006353889079975214,false
88,0.001477450612380077,30,-0.011390613490868368,false,-0.007966116292492768,false,-0.006140529507621849,false
89,-0.007536576971184004,30,-0.011083031071855065,false,-0.007743711684867043,false,-0.005963532876065474,true
90,-0.001043189589012733,30,-0.011819789891527968,false,-0.008283336545125303,false,-0.00639806635200975,false
91,-0.00201609760476627,30,-0.011462198997849796,false,-0.008025853960727468,false,-0.006193951136860938,false
92,-0.007827534955369623,30,-0.011243976906837977,false,-0.007870825730764319,false,-0.0060726113203881365,true
93,-0.012307677406079964,30,-0.011841754714729345,true,-0.00831106149795936,true,-0.006428862008636921,true
94,0.002144294260696131,30,-0.013085758771008668,false,-0.009209859918738107,false,-0.00714363258248627,false
95,0.006235327532439916,30,-0.012731343382020182,false,-0.008961787700662801,false,-0.0069522515153257495,false
96,0.000509132551945124,30,-0.012631714900269658,false,-0.008887932993243806,false,-0.006892136711632825,false
97,0.0020904121072436517,30,-0.012787581812332655,false,-0.008997794672168272,false,-0.006977473171003177,false
98,-0.004815635183655727,30,-0.0125493898365338,false,-0.008828393256279713,false,-0.006844743748058776,false
99,0.00059742875849541,30,-0.012733250360386706,false,-0.008959755787873286,false,-0.006948119794235931,false
100,0.0004422645137838328,30,-0.012668728861498597,false,-0.00891213621375176,false,-0.006909510573665693,false
101,-0.003939949736333825,30,-0.012741009250415181,false,-0.0089520336998941,false,-0.006932144854164747,false
102,0.0018885149373067747,30,-0.012613654764906293,false,-0.008866823441029207,false,-0.0068694015265785184,false
103,0.005266099737762424,30,-0.01237951132495779,false,-0.008698366013735585,false,-0.006735961069574868,false
104,-0.0003119142548873259,30,-0.012316620944678836,false,-0.008649028539151686,false,-0.0066938485988675194,false
105,-0.003456166532583914,30,-0.012008784869214365,false,-0.008427906039905817,false,-0.006518952786239664,false
106,0.0012515255397552087,30,-0.011902048280653258,false,-0.008351884076073712,false,-0.006459304675198016,false
107,0.003448819683960848,30,-0.011594660124536867,false,-0.008126454489372811,false,-0.006277566898583223,false
108,0.0017521430834282973,30,-0.011416656669852894,false,-0.0080044745071212,false,-0.006185452822183025,false
109,-0.0019671480837139587,30,-0.011227867014650545,false,-0.007865946274775054,false,-0.006073718768380407,false
110,-0.005395026535321485,30,-0.011376284177454649,false,-0.007968400585939821,false,-0.006151670453411457,false
111,-0.0009046691555384162,30,-0.011463693636502646,false,-0.008035865296964016,false,-0.006208502693065225,false
112,0.00017422772932959896,30,-0.011160080896534297,false,-0.00781905729587798,false,-0.006037969977075899,false
113,-0.002532387524305168,30,-0.010909600992609318,false,-0.007643938121952089,false,-0.005903025329457062,false
114,0.0021421237368417835,30,-0.010822531680657489,false,-0.007576864781622394,false,-0.005846611767608523,false
115,0.00465192142182311,30,-0.01064352426390624,false,-0.0074496413216937575,false,-0.005746994143447114,false
116,-0.002884208374466847,30,-0.01060955077604476,false,-0.007423007699922801,false,-0.005724273377129488,false
117,-0.002642390230573917,30,-0.010754349774343547,false,-0.007526602710866204,false,-0.005805902694879841,false
118,-0.0029213731320857296,30,-0.01066935155308853,false,-0.007463646656008449,false,-0.005754697237366378,false
119,-0.0007811241085922978,30,-0.010719736388953774,false,-0.007498107473702174,false,-0.005780669019896122,false
120,0.004013747180402948,30,-0.010565914472560726,false,-0.007384426538661501,false,-0.005688387093481709,false
121,0.0015963677696656689,30,-0.010767389789607477,false,-0.007533262346806199,false,-0.005809160974211408,false
122,-0.00243983532214484,30,-0.010516710490498526,false,-0.007354368805924598,false,-0.005668536155413723,false
123,0.0021923847076520697,30,-0.010398928123228035,false,-0.007271142305722345,false,-0.005603731260079321,false
124,0.004621026989682442,30,-0.010477199397816508,false,-0.007330031202760355,false,-0.005652287483365316,false
125,0.0018643350767819072,30,-0.010403389282111035,false,-0.007274631031745951,false,-0.005606701585743852,false
126,-0.005586881552891191,30,-0.010140524629729798,false,-0.007085750992444084,false,-0.0054572624699111465,true
127,0.0016919288437580815,30,-0.010386601999971184,false,-0.007263452804955477,false,-0.005598513525605082,false
128,-0.0002388783917174357,30,-0.010140771933857618,false,-0.0070875789798672435,false,-0.005459933113750087,false
129,-0.00022791427535539993,30,-0.01000442834063748,false,-0.006990720209266065,false,-0.005384123555982355,false
130,-0.0007569598334206655,30,-0.010027979589748192,false,-0.007006716023384553,false,-0.005396091595663677,false
131,-0.005080974557707613,30,-0.009661276297213143,false,-0.006741426400534728,false,-0.0051848652248645275,false
132,0.002866613037411096,30,-0.009850058057535138,false,-0.006879093482496082,false,-0.005295283260930217,false
133,-2.871574313958621e-5,30,-0.01037930675319211,false,-0.007253045164662915,false,-0.0055864466798471926,false
134,0.002859642452420959,30,-0.010403373558187956,false,-0.00726687399093502,false,-0.005594817677545012,false
135,0.005951011328486812,30,-0.010485572440673115,false,-0.007335813465974653,false,-0.005656688611538897,false
136,0.0002515660857715756,30,-0.010672476846504351,false,-0.0074671732227769416,false,-0.0057584377214743585,false
137,0.0025313299771193474,30,-0.010394212837066746,false,-0.007267790600009903,false,-0.005601106474058535,false
138,0.004675109589530665,30,-0.010265940423180693,false,-0.007175705934965447,false,-0.005528313364016894,false
139,-0.000893893346197618,30,-0.010179689520677455,false,-0.007110281349865084,false,-0.005473991211660891,false
140,0.0007107989167862129,30,-0.010087974834775977,false,-0.00704284717658277,false,-0.005419500889811268,false
141,0.002327928009105627,30,-0.009855414066891973,false,-0.006875162159923848,false,-0.005286400896072283,false
142,-0.0033165777678653735,30,-0.00965934793979741,false,-0.006735016580358055,false,-0.0051760663534726435,false
143,-0.00347704822443058,30,-0.009642856554745624,false,-0.006722709311644009,false,-0.005165989621695864,false
144,-0.0048385841893087535,30,-0.009713869858741427,false,-0.006770029359828318,false,-0.00520067888287864,false
145,-0.002197219107860046,30,-0.009757073450183411,false,-0.006803336154072044,false,-0.005228709731156852,false
146,0.00263647362369641,30,-0.009874988006854678,false,-0.006890675898406773,false,-0.0052997501561702015,false
147,-0.0009477031984198147,30,-0.010505405411142667,false,-0.007348581257032893,false,-0.005665689981596077,false
148,-0.00351024779269714,30,-0.010288523195726812,false,-0.00719374544922129,false,-0.0055439308840894985,false
149,0.0001298889762887304,30,-0.010421012388514388,false,-0.007293367368457126,false,-0.00562603138141287,false
150,0.0019795492760885385,30,-0.010266241746372794,false,-0.00718433971608395,false,-0.00554138914762357,false
151,-0.0034085199287748505,30,-0.010063176122892413,false,-0.007036396276473607,false,-0.0054228311402670796,false
152,0.0007150282411454646,30,-0.010099533394882577,false,-0.007058005713416168,false,-0.0054365785609168165,false
153,0.004758632081706324,30,-0.009963039941824346,false,-0.006961970682719538,false,-0.005362111765473844,false
154,0.0065476253426570525,30,-0.010362790054235606,false,-0.007246109192313836,false,-0.005584618157401204,false
155,0.0026456437476419007,30,-0.010817098487059223,false,-0.0075668747162106085,false,-0.005834192450694631,false
156,0.002267375380297333,30,-0.010856531697667848,false,-0.007588825706354515,false,-0.005846823733797828,false
157,0.0018182759596160967,30,-0.010642622845666408,false,-0.007438894074560377,false,-0.005730998121362862,false
158,-0.0009774615243099312,30,-0.010430138973129104,false,-0.007286420005498489,false,-0.005610515056480912,false
159,0.00022825282474321916,30,-0.01038253048908379,false,-0.0072518543927280734,false,-0.005582902550124927,false
160,0.00033309899968619086,30,-0.010194149443514862,false,-0.007119555127085873,false,-0.0054805002738436285,false
161,-0.0003333026011832035,30,-0.009965869243055278,false,-0.006955731957432284,false,-0.0053510389088039425,false
162,-0.0010168860480877038,30,-0.009871854058824191,false,-0.006889395471456935,false,-0.0052994578344499185,false
163,0.002906661808433655,30,-0.00982635518663168,false,-0.006860000372995283,false,-0.005278647598175787,false
164,-0.0014239492595205208,30,-0.009768459222133865,false,-0.006824844494945738,false,-0.005255614376067231,false
165,-0.0020235147429471744,30,-0.009750474993128096,false,-0.006815480409901686,false,-0.005250845657872262,false
166,0.0032112188222755637,30,-0.009903041946498216,false,-0.006920980440049211,false,-0.005331254485410405,false
167,0.0014033095737022061,30,-0.009860202019292885,false,-0.006887506716031001,false,-0.005302773849653717,false
168,1.69047297816635e-5,30,-0.00960561249690725,false,-0.0067037291029929036,false,-0.005156745803465219,false
169,-0.006762935617997083,30,-0.009240849329460447,false,-0.006442819044165348,true,-0.004951199452557469,true
170,-0.006166384253107087,30,-0.009872288566196818,false,-0.006894216168097411,false,-0.005306616792358977,true
171,0.00445611726964904,30,-0.010171429087651902,false,-0.007103788800762091,false,-0.005468441114935357,false
172,-0.003190574828368656,30,-0.010308673196080864,false,-0.0072013775502669086,false,-0.005544889739333468,false
173,0.004682296088039212,30,-0.010807086141501223,false,-0.007551711692174156,false,-0.005816283619020243,false
174,0.0015438203913681143,30,-0.010688093293521857,false,-0.007463609241471373,false,-0.005744648724802627,false
175,0.0010156574520031672,30,-0.01039859000922144,false,-0.007256852698351916,false,-0.005582004163221,false
176,-1.0249005208698037e-5,30,-0.01019697769591484,false,-0.007113849786617639,false,-0.005470245706593995,false
177,-0.002323657100741782,30,-0.010013081085937585,false,-0.0069836028446782095,false,-0.005368599204166978,false
178,0.004229316884390099,30,-0.009915686441979557,false,-0.006914374977633371,false,-0.0053143869416697265,false
179,0.004142120893413284,30,-0.00997789178027866,false,-0.006961182849392685,false,-0.0053529864809915475,false
180,0.001892562011459444,30,-0.010074867175508566,false,-0.007032220024001293,false,-0.0054101960861655035,false
181,0.0026710012604584097,30,-0.009908755241221812,false,-0.006913012339978886,false,-0.005315992884400371,false
182,-0.0010650548552276105,30,-0.009843344091125866,false,-0.006871314709693257,false,-0.005286936843779066,false
183,-0.0020026761725352297,30,-0.00977472016741598,false,-0.0068218692428508865,false,-0.005247715341327194,false
184,-0.002699726190787869,30,-0.00963187477825475,false,-0.006717714669691859,false,-0.0051641866990122616,false
185,-0.0014719687562456077,30,-0.009696222529758854,false,-0.006761605463975906,false,-0.005197171965098673,false
186,-0.002139089729091169,30,-0.009863152105105159,false,-0.0068881348024322,false,-0.005302164086760911,false
187,-0.004268523627936442,30,-0.009793495727959366,false,-0.006838206467283579,false,-0.005262752697801792,false
188,0.0011538850906657131,30,-0.009881446091017565,false,-0.006901765690216025,false,-0.005313309094187136,false
189,0.00119672273252426,30,-0.009705400638773952,false,-0.0067751697327535386,false,-0.0052130744794157136,false
190,0.001264128600237172,30,-0.009543366517009088,false,-0.006659813758784555,false,-0.005122602453314706,false
