Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.052208837,107,0.004726517,22.40393,5.2131667,27.617098,Yellow,5,Sequential RNN
0.05,0.07630522,92,4.294178,3.1463776,1.541755,4.6881323,Yellow,5,Sequential RNN
0.1,0.13253012,55,5.9877357,2.6846008,7.768348,10.45295,Yellow,5,Sequential RNN
