Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.052208837,112,0.013470583,22.40393,1.9703202,24.37425,Yellow,15,Sequential LSTM
0.05,0.08032128,54,1.4692214,4.1040344,1.173176,5.27721,Red,15,Sequential LSTM
0.1,0.124497995,16,0.28465337,1.5529785,0.27429244,1.827271,Yellow,15,Sequential LSTM
