Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
234,-0.21438001,6.9818683,5.210748,4.266671,2.6007655,5,Sequential RNN
235,-1.533742,9.220408,7.177812,6.0890303,2.9994051,5,Sequential RNN
236,1.8004708,6.943859,4.8181148,3.6850085,3.1215024,5,Sequential RNN
237,1.8565435,7.761304,6.155319,5.2992644,2.3582757,5,Sequential RNN
238,2.2143817,4.10418,2.9098423,2.2732117,1.7538,5,Sequential RNN
239,-1.4730082,6.910431,5.331181,4.489376,2.3190188,5,Sequential RNN
240,1.930651,5.9716344,4.015081,2.97216,2.873058,5,Sequential RNN
241,1.4131738,9.188412,6.875694,5.6429243,3.3960595,5,Sequential RNN
242,-1.0324099,8.201413,5.980753,4.7970552,3.2608802,5,Sequential RNN
243,3.6696744,8.716093,6.869539,5.885252,2.7115362,5,Sequential RNN
244,1.0066873,5.692064,4.3883877,3.6934772,1.914354,5,Sequential RNN
245,0.77946043,2.6713533,1.4168657,0.74817365,1.8421264,5,Sequential RNN
246,-1.3362856,6.4395623,4.704504,3.779649,2.547811,5,Sequential RNN
247,2.6546392,5.361221,3.6180167,2.688819,2.559774,5,Sequential RNN
248,3.4286005,4.862386,3.3016174,2.4696653,2.2918782,5,Sequential RNN
249,-3.1631172,8.086206,6.0505505,4.965465,2.9892168,5,Sequential RNN
