Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.35408336,0.7358558,0.4731473,0.33311343,0.38576865,29,Sequential RNN
2,0.11003112,0.839852,0.6634468,0.5694157,0.25903866,29,Sequential RNN
3,0.057096742,0.73448545,0.57879525,0.49580616,0.2286202,29,Sequential RNN
4,-0.407592,1.5275799,1.259184,1.1161184,0.39412045,29,Sequential RNN
5,0.22374758,1.1396022,0.9356983,0.82700944,0.29941842,29,Sequential RNN
6,0.19672231,1.4838322,1.2114788,1.0663043,0.39993086,29,Sequential RNN
7,-0.3648605,0.9860107,0.7519265,0.6271506,0.34373555,29,Sequential RNN
8,-0.17114392,1.9070091,1.536497,1.338999,0.5440714,29,Sequential RNN
9,-0.111678794,0.53937185,0.30663738,0.18258065,0.3417541,29,Sequential RNN
10,-0.38114393,1.2671753,1.0493952,0.9333101,0.31979465,29,Sequential RNN
11,0.2390069,1.5972519,1.3508605,1.2195239,0.36180878,29,Sequential RNN
12,-1.0844419,0.30200243,0.071969695,-0.050646868,0.33778664,29,Sequential RNN
13,-1.906243,1.6749737,1.2209798,0.9789832,0.6666575,29,Sequential RNN
14,0.25177947,2.2299888,1.9320436,1.7732263,0.43751264,29,Sequential RNN
15,0.7193992,0.92022634,0.520861,0.30798352,0.5864395,29,Sequential RNN
16,-0.4001221,1.2397811,0.8310315,0.6131514,0.6002198,29,Sequential RNN
17,-1.182877,1.9104295,1.6179078,1.4619824,0.42954674,29,Sequential RNN
18,-0.07109852,2.2771256,1.9160829,1.7236329,0.53016573,29,Sequential RNN
19,0.9535879,1.248769,0.7751176,0.5226427,0.69552314,29,Sequential RNN
20,1.0401108,1.3422203,0.8294351,0.5561001,0.75298864,29,Sequential RNN
21,-0.40198076,0.5405715,0.19887163,0.016732069,0.5017618,29,Sequential RNN
22,0.12826008,1.2673185,0.98360324,0.8323724,0.41661492,29,Sequential RNN
23,-1.1934149,1.6549319,1.2380455,1.0158279,0.6121689,29,Sequential RNN
24,0.033137597,0.91831505,0.64974535,0.506587,0.39437553,29,Sequential RNN
25,0.31423044,0.9673666,0.6195558,0.43415883,0.5107354,29,Sequential RNN
26,0.5301173,1.8783761,1.7050017,1.6125859,0.25458774,29,Sequential RNN
