Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.9925523,1.7783716,1.2590052,0.9821621,0.7626528,15,Sequential LSTM
2,0.66585547,1.4531132,0.85097957,0.5300183,0.88419074,15,Sequential LSTM
3,0.32013038,2.1190221,1.53636,1.2257782,0.85559726,15,Sequential LSTM
4,0.17745073,2.520989,1.8173075,1.4422174,1.0333066,15,Sequential LSTM
5,0.59825087,1.932033,1.345168,1.032346,0.861769,15,Sequential LSTM
6,0.8581154,1.8012516,1.2056115,0.8881116,0.8746553,15,Sequential LSTM
7,0.9160279,1.7399368,1.1156901,0.782942,0.9166617,15,Sequential LSTM
8,0.7424273,2.3925521,1.6629667,1.2740688,1.0713443,15,Sequential LSTM
9,1.0564113,2.577819,1.8485668,1.4598454,1.0708562,15,Sequential LSTM
10,-0.16769725,2.212826,1.5393032,1.1802884,0.9890206,15,Sequential LSTM
11,1.4712583,1.9738926,1.308659,0.95406336,0.97684884,15,Sequential LSTM
12,-0.33299458,2.1026683,1.4860309,1.157339,0.90548795,15,Sequential LSTM
13,-1.2246976,2.2191935,1.6044141,1.2767128,0.9027595,15,Sequential LSTM
14,0.56187606,1.381414,0.96636045,0.74512064,0.6094762,15,Sequential LSTM
15,1.1832952,1.2994996,0.8058109,0.54265517,0.7249467,15,Sequential LSTM
16,-0.16697401,1.0221823,0.5810248,0.34587002,0.64780885,15,Sequential LSTM
17,-1.703423,2.0187936,1.4369835,1.1268561,0.85434586,15,Sequential LSTM
18,0.07991819,1.9060795,1.373382,1.0894327,0.7822288,15,Sequential LSTM
19,0.24923113,1.3847271,0.8646731,0.58746356,0.76366293,15,Sequential LSTM
20,-0.736721,2.0296469,1.4141736,1.0861027,0.9037777,15,Sequential LSTM
21,-0.47790676,1.2329799,0.7269766,0.45725673,0.7430298,15,Sequential LSTM
22,-0.20434727,1.8387722,1.215311,0.88298124,0.91550845,15,Sequential LSTM
23,-0.37267935,1.1048007,0.65052634,0.40838033,0.667069,15,Sequential LSTM
24,0.57719195,1.7223036,1.0973117,0.7641657,0.91775703,15,Sequential LSTM
