Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.04016064,114,0.018115044,13.017197,0.70033544,13.717532,Yellow,10,Sequential LSTM
0.05,0.084337346,37,0.49002075,5.170517,2.6001825,7.7706995,Red,10,Sequential LSTM
0.1,0.14859438,2,2.0433025,5.7731323,0.51889557,6.292028,Red,10,Sequential LSTM
