Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Day,N_Assets,Model
-0.41312644,-0.032966897,0.27395648,-0.26423988,1.4363768,38,5,Sequential RNN
-0.53041667,-0.035732925,0.30306736,-0.17478092,1.4378635,39,5,Sequential RNN
-0.5906978,-0.062339526,0.49311143,-0.14122702,1.3011528,40,5,Sequential RNN
-0.49716216,-0.03436591,0.28160495,-0.21459885,1.4645218,41,5,Sequential RNN
-0.52844775,-0.021816047,0.45971,-0.13694806,1.2275021,42,5,Sequential RNN
-0.45608628,-0.038209613,0.3014,-0.21576601,1.4086623,43,5,Sequential RNN
-0.6350575,-0.08126061,0.5882911,-0.11347976,1.2415068,44,5,Sequential RNN
-0.7180132,-0.081553996,0.50179,0.46292263,0.8348546,45,5,Sequential RNN
-0.49973992,-0.021849615,0.2813291,-0.24782662,1.4880866,46,5,Sequential RNN
-0.43615025,-0.04482027,0.33363307,-0.23720375,1.3845412,47,5,Sequential RNN
-0.51906264,-0.056662526,0.40302476,-0.12406416,1.2967644,48,5,Sequential RNN
-0.65812814,-0.08159412,0.6758001,-0.09529362,1.159216,49,5,Sequential RNN
-0.86118454,-0.09501073,0.698524,0.07305694,1.1846147,50,5,Sequential RNN
-0.68732554,-0.10184934,0.77351457,-0.16094421,1.1766047,51,5,Sequential RNN
-0.43217018,-0.034887504,0.26848862,-0.26556426,1.4641335,52,5,Sequential RNN
-0.46900028,-0.04382157,0.32500786,-0.21520436,1.4030184,53,5,Sequential RNN
-0.5965617,-0.06778617,0.5719769,-0.1634213,1.2557924,54,5,Sequential RNN
-0.71726775,-0.099077195,0.7492634,0.09137995,0.9757014,55,5,Sequential RNN
-0.58590305,-0.083955705,0.592345,-0.17809588,1.2556095,56,5,Sequential RNN
-0.65594995,-0.058661688,0.7075076,-0.17291394,1.1800178,57,5,Sequential RNN
-0.9144871,-0.0062359,0.69691736,0.10651687,1.1172892,58,5,Sequential RNN
-0.534161,-0.052736,0.3835102,-0.19429259,1.3976794,59,5,Sequential RNN
-0.58632976,0.011163957,0.6306133,-0.19454929,1.1391016,60,5,Sequential RNN
-0.5698727,-0.062010214,0.45789313,-0.17537983,1.3493696,61,5,Sequential RNN
-0.711343,-0.083727665,0.5791669,-0.0675232,1.2834265,62,5,Sequential RNN
-0.5722954,-0.0023942904,0.5352641,-0.18073449,1.2201598,63,5,Sequential RNN
-0.8416975,0.050386038,0.43028396,0.15930511,1.2017224,64,5,Sequential RNN
-0.26683763,-0.017409636,0.12271795,-0.33656392,1.498093,65,5,Sequential RNN
-0.6136005,-0.04287604,0.50900227,-0.17711216,1.3245865,66,5,Sequential RNN
-0.5565198,-0.06578024,0.47660327,-0.2362217,1.3819181,67,5,Sequential RNN
-0.81371915,-0.10508855,0.7515943,0.14298125,1.0242324,68,5,Sequential RNN
-0.6252662,-0.072802626,0.5273538,-0.14234507,1.3130602,69,5,Sequential RNN
-0.76264304,-0.07953287,0.5557791,0.019467939,1.2669287,70,5,Sequential RNN
-0.80894244,-0.08260149,0.709764,0.032268774,1.1495112,71,5,Sequential RNN
-0.5947406,-0.06614488,0.4784721,-0.13568403,1.3180974,72,5,Sequential RNN
-0.7420551,-0.05228661,0.7006778,-0.074557476,1.1682215,73,5,Sequential RNN
-0.6674707,-0.061427172,0.43861142,-0.15065102,1.4409378,74,5,Sequential RNN
-0.6254682,-0.06492209,0.44690785,0.0047367886,1.2387453,75,5,Sequential RNN
-0.58986396,-0.10434499,0.7315958,-0.20535871,1.167972,76,5,Sequential RNN
-0.82388794,-0.06500077,0.98327476,-0.12253023,1.0281441,77,5,Sequential RNN
-0.51218814,-0.05175245,0.39741763,-0.17133047,1.3378531,78,5,Sequential RNN
-0.8336944,-0.09047246,0.88232577,0.2218895,0.8199513,79,5,Sequential RNN
-0.32226655,-0.012947022,0.19426379,-0.3324453,1.4733949,80,5,Sequential RNN
-0.68673277,-0.1419294,0.96276957,0.13477616,0.73111635,81,5,Sequential RNN
-0.39522225,-0.02127616,0.18243104,-0.29377732,1.5278449,82,5,Sequential RNN
-0.6531967,-0.05334614,0.3867636,-0.095354006,1.4151337,83,5,Sequential RNN
-0.62485033,-0.06429183,0.46177158,-0.12125658,1.3486274,84,5,Sequential RNN
-0.5653961,-0.047235638,0.3563223,-0.16820116,1.4245106,85,5,Sequential RNN
-0.51493156,-0.049713545,0.371241,-0.1706496,1.3640535,86,5,Sequential RNN
-0.6800061,-0.07047897,0.49492276,0.00824727,1.2473153,87,5,Sequential RNN
-0.69134116,-0.014714,0.6662287,-0.17525047,1.2150772,88,5,Sequential RNN
-0.47935897,-0.045900807,0.34069973,-0.20066711,1.3852273,89,5,Sequential RNN
-0.6683503,-0.07355497,0.5599913,-0.094631866,1.2765458,90,5,Sequential RNN
-0.75115496,-0.056142144,0.5361158,0.25522202,1.0159594,91,5,Sequential RNN
-0.57751465,-0.04799078,0.36847568,-0.19613206,1.4531616,92,5,Sequential RNN
-0.46026146,-0.03348161,0.25385317,-0.24574356,1.4856335,93,5,Sequential RNN
-0.91510576,-0.09072696,0.75182563,0.16212614,1.0918809,94,5,Sequential RNN
-0.42076805,-0.027013507,0.2283723,-0.27377698,1.493186,95,5,Sequential RNN
-0.7512303,-0.0647787,0.58410835,-0.016313137,1.2482136,96,5,Sequential RNN
-0.47857243,-0.07713949,0.5845721,-0.1774027,1.1485425,97,5,Sequential RNN
-0.83629555,0.012462752,0.51478297,0.2836189,1.0254307,98,5,Sequential RNN
-0.4542894,-0.012030215,0.34552,-0.3017239,1.4225241,99,5,Sequential RNN
-0.36356583,-0.04440781,0.34740096,-0.25734589,1.3179185,100,5,Sequential RNN
-0.078958474,0.006377286,0.03281407,-0.35905808,1.3988249,101,5,Sequential RNN
-0.6796954,-0.056665026,0.4019623,-0.043888003,1.3782867,102,5,Sequential RNN
-0.6575299,-0.057606377,0.39062646,0.056566224,1.2679437,103,5,Sequential RNN
-0.5208024,0.15984248,0.49265796,-0.19696602,1.065268,104,5,Sequential RNN
-0.6023773,-0.06414586,0.5395509,-0.18803744,1.3150097,105,5,Sequential RNN
-0.5753912,-0.05741906,0.4022626,-0.067516536,1.298064,106,5,Sequential RNN
-0.60275245,-0.06177119,0.4254218,-0.015890025,1.2549922,107,5,Sequential RNN
-0.7774107,-0.022317875,0.98129106,0.15546243,0.66297525,108,5,Sequential RNN
-0.7477414,0.013100468,0.59800905,0.1552416,0.98138994,109,5,Sequential RNN
-0.60815763,-0.051241003,0.36456165,-0.07820488,1.3730415,110,5,Sequential RNN
-0.6086078,-0.07408604,0.5879172,-0.15604666,1.2508234,111,5,Sequential RNN
-0.69328165,-0.08009661,0.7641064,-0.069908835,1.0791805,112,5,Sequential RNN
-0.77731425,-0.094139636,0.5683174,0.56934214,0.7337943,113,5,Sequential RNN
-0.5718848,-0.012910085,0.259546,-0.14235957,1.4676083,114,5,Sequential RNN
-0.49364987,-0.03609273,0.26897025,-0.20850351,1.4692755,115,5,Sequential RNN
-0.862412,-0.16617388,1.1190705,0.11470856,0.7948066,116,5,Sequential RNN
-0.46166614,0.4176693,0.35501128,-0.16112247,0.8501081,117,5,Sequential RNN
-0.64901,-0.06175094,0.47590402,-0.13104862,1.3659053,118,5,Sequential RNN
-0.16447176,0.023382988,0.170984,-0.4445222,1.4146272,119,5,Sequential RNN
-0.4700227,-0.009254316,0.25463226,-0.25892732,1.4835719,120,5,Sequential RNN
-1.072519,-0.07345266,0.42481765,0.840296,0.8808578,121,5,Sequential RNN
-0.9166707,-0.07085351,0.45766243,0.28432298,1.2455388,122,5,Sequential RNN
-0.6580783,-0.1282499,0.8904035,-0.271559,1.167484,123,5,Sequential RNN
-0.60379964,-0.017323615,0.2868546,-0.14324616,1.4775146,124,5,Sequential RNN
-0.94806665,-0.08383852,0.49030355,0.41879234,1.1228094,125,5,Sequential RNN
-1.0105172,-0.0705893,0.80935335,0.19826742,1.0734859,126,5,Sequential RNN
-0.8844236,-0.06379039,0.4096304,0.24540758,1.2931759,127,5,Sequential RNN
-0.44756794,0.24483581,0.37668332,-0.26515013,1.0911992,128,5,Sequential RNN
-0.88922584,-0.0758116,0.46462458,0.23730625,1.263107,129,5,Sequential RNN
-0.91851103,-0.091446504,0.63381064,0.258441,1.1177057,130,5,Sequential RNN
-0.24021265,-0.042313334,0.37793362,-0.44172814,1.3463206,131,5,Sequential RNN
-0.8884158,-0.11886878,0.8227844,0.04814059,1.1363592,132,5,Sequential RNN
-0.4092012,0.028242523,0.47462425,-0.15962678,1.0659614,133,5,Sequential RNN
-0.41711178,-0.0616703,0.44616985,-0.1773148,1.2099272,134,5,Sequential RNN
-0.6308212,0.28983885,0.4887161,-0.08594507,0.93821126,135,5,Sequential RNN
0.47722518,-0.07023347,0.41531926,-0.6188056,0.79649484,136,5,Sequential RNN
-0.4376936,-0.011354484,0.17534876,-0.11987142,1.3935707,137,5,Sequential RNN
-0.70072615,-0.05853866,0.6109697,-0.13277033,1.2810655,138,5,Sequential RNN
-0.6846327,-0.0829582,0.7583,-0.021792045,1.0310829,139,5,Sequential RNN
-0.7250461,0.3729132,0.13211763,0.38025016,0.83976495,140,5,Sequential RNN
-0.745719,-0.050644938,0.34551486,0.034902755,1.4159464,141,5,Sequential RNN
-0.38204515,0.21476845,0.45976707,-0.16611753,0.87362707,142,5,Sequential RNN
-0.5478282,-0.039390072,0.8926659,-0.21711107,0.91166323,143,5,Sequential RNN
-0.3335088,-0.01751636,0.3763589,-0.337215,1.3118815,144,5,Sequential RNN
-0.46710792,-0.037309933,0.349097,-0.31540927,1.4707305,145,5,Sequential RNN
-0.485443,-0.05363875,0.38675216,-0.14196117,1.2942903,146,5,Sequential RNN
-0.35568702,-0.033952728,0.26697516,-0.2235078,1.3461727,147,5,Sequential RNN
-0.47311634,-0.06740678,0.44821876,-0.332987,1.4252915,148,5,Sequential RNN
-0.720198,-0.082773775,0.5662066,0.07519588,1.1615692,149,5,Sequential RNN
-0.32540864,0.02443711,0.20838636,-0.3170869,1.4096721,150,5,Sequential RNN
-0.7162211,-0.10640311,0.74064535,-0.071676575,1.1536553,151,5,Sequential RNN
-1.0291554,-0.05588726,0.26428533,1.1179492,0.70280814,152,5,Sequential RNN
-0.780761,0.2643997,0.64056444,0.10112814,0.77466834,153,5,Sequential RNN
-0.3014933,-0.014393463,0.18992142,-0.31255493,1.4385202,154,5,Sequential RNN
-0.41279632,-0.021933176,0.21289864,-0.2540648,1.4758956,155,5,Sequential RNN
-0.45292443,0.08449064,0.6611035,-0.18619946,0.89352965,156,5,Sequential RNN
-0.7469378,0.3027664,0.71518636,0.061506797,0.66747856,157,5,Sequential RNN
-0.4323746,0.29693717,0.5230711,-0.22288828,0.8352547,158,5,Sequential RNN
-0.4547602,-0.040550202,0.30416295,-0.19131777,1.382465,159,5,Sequential RNN
-1.2202106,-0.16584344,0.98979545,0.80637056,0.5898878,160,5,Sequential RNN
-0.49738842,-0.04144064,0.30214274,-0.1483992,1.3850856,161,5,Sequential RNN
-0.40920198,0.11177655,0.47481614,-0.21905005,1.0416592,162,5,Sequential RNN
-0.43968967,-0.030251455,0.29285505,-0.2535072,1.4305934,163,5,Sequential RNN
-0.5434424,0.0034567115,0.28633818,-0.14015327,1.3938009,164,5,Sequential RNN
-0.5048898,-0.015406995,0.8738986,-0.21862656,0.8650245,165,5,Sequential RNN
-0.42957535,-0.038845118,0.3019954,-0.21622925,1.3826545,166,5,Sequential RNN
-0.6384394,-0.07773943,0.54838973,-0.15628886,1.324078,167,5,Sequential RNN
-0.46786475,-0.035955064,0.26861286,-0.24123254,1.4764395,168,5,Sequential RNN
-0.6651693,-0.011628534,0.56238794,0.13297805,0.9814318,169,5,Sequential RNN
-0.58440745,-0.05944172,0.44481343,-0.17599878,1.3750342,170,5,Sequential RNN
-0.4785906,0.5493502,0.32652894,-0.08493897,0.68765044,171,5,Sequential RNN
-0.72078425,-0.017969651,0.35113087,-0.045470823,1.433094,172,5,Sequential RNN
-0.6028078,-0.0047797677,0.900223,-0.21581036,0.92317504,173,5,Sequential RNN
-0.8678914,-0.051504847,0.32412818,1.2064741,0.38879383,174,5,Sequential RNN
-0.65636617,-0.10928453,0.74558884,-0.09434371,1.1144052,175,5,Sequential RNN
-0.3986274,0.17188495,0.48357165,-0.16680522,0.9099761,176,5,Sequential RNN
-0.8355262,0.14434054,0.5751463,0.15042925,0.96561027,177,5,Sequential RNN
-0.010194084,0.010674665,0.089891605,-0.45811695,1.3677449,178,5,Sequential RNN
-0.9044244,-0.10405907,0.7004771,0.1787114,1.1292949,179,5,Sequential RNN
-0.4607515,-0.089537404,0.62261975,-0.15937756,1.0870467,180,5,Sequential RNN
-0.53560156,0.2226407,0.73646307,-0.21647449,0.79297227,181,5,Sequential RNN
-0.18633425,0.7983045,-0.046960093,-0.1376122,0.5726021,182,5,Sequential RNN
-0.5947165,-0.052677736,0.4622041,-0.21604556,1.4012358,183,5,Sequential RNN
-0.35570556,0.86475366,-0.023160057,0.108645074,0.40546712,184,5,Sequential RNN
-0.22390188,-0.011050442,0.23321243,-0.41126764,1.4130073,185,5,Sequential RNN
-0.5914452,-0.046348985,0.33817744,-0.07380937,1.3734262,186,5,Sequential RNN
-0.4616502,-0.02674509,0.22934507,-0.19696836,1.4560183,187,5,Sequential RNN
-0.80193824,-0.048801117,0.3342908,0.14086829,1.3755804,188,5,Sequential RNN
-0.9364506,-0.062437784,0.5529879,0.29488388,1.1510166,189,5,Sequential RNN
-0.69034743,0.0353181,0.4528751,-0.14517036,1.347325,190,5,Sequential RNN
-0.51919866,0.004817573,0.16861029,-0.1554565,1.5012276,191,5,Sequential RNN
-0.47512066,0.13723618,0.3824873,-0.20727527,1.1626723,192,5,Sequential RNN
-0.6374552,-0.0675208,0.48092654,-0.0961906,1.3202401,193,5,Sequential RNN
-0.7155157,-0.07922395,0.5459069,0.028031623,1.2208011,194,5,Sequential RNN
-0.65301794,-0.036516313,0.6148572,-0.11022377,1.184901,195,5,Sequential RNN
-0.5198054,-0.087357156,0.90599096,-0.16416872,0.86534035,196,5,Sequential RNN
-0.42879704,-0.030779952,0.24224226,-0.27662075,1.4939553,197,5,Sequential RNN
-0.73297423,-0.10091735,0.749931,-0.094914004,1.1788741,198,5,Sequential RNN
-0.47949195,-0.017692572,0.24332726,-0.220678,1.4745352,199,5,Sequential RNN
-0.85676384,0.052564178,0.43472236,0.5445532,0.8249242,200,5,Sequential RNN
-0.64110124,-0.066002704,0.46793512,-0.14179245,1.3809612,201,5,Sequential RNN
-0.8654982,-0.073181674,0.83884996,-0.051405005,1.1512346,202,5,Sequential RNN
-0.34926248,0.0045729293,0.2475677,-0.2955012,1.3926232,203,5,Sequential RNN
-0.41422066,0.16629219,0.403235,-0.287773,1.1324661,204,5,Sequential RNN
-0.5937792,-0.052965656,0.39401424,-0.10980385,1.3625346,205,5,Sequential RNN
-0.7459779,-2.8397786e-5,0.5292415,0.13990082,1.0768638,206,5,Sequential RNN
-0.4990224,-0.05067573,0.36951542,-0.14763218,1.3278149,207,5,Sequential RNN
-0.7678964,-0.14791371,1.0033491,-0.007896405,0.9203576,208,5,Sequential RNN
-0.045236934,0.021612696,0.009167639,-0.40546086,1.419918,209,5,Sequential RNN
-0.7683992,-0.080716275,0.54082084,0.21015166,1.0981432,210,5,Sequential RNN
-0.46515188,0.056593932,0.62143826,-0.19738674,0.98450637,211,5,Sequential RNN
-0.69135344,-0.071210355,0.4883799,0.00084048224,1.2733433,212,5,Sequential RNN
-0.85237986,-0.06408798,0.7275559,0.0697386,1.1191734,213,5,Sequential RNN
-0.7860405,0.110867426,0.76480186,-0.025942275,0.93631303,214,5,Sequential RNN
-0.41856632,0.04839671,0.3227084,-0.2210421,1.2685033,215,5,Sequential RNN
-0.89112043,0.074461505,0.47366932,0.43116066,0.91182894,216,5,Sequential RNN
-0.43637088,-0.02065359,0.23588909,-0.22233519,1.44347,217,5,Sequential RNN
-0.49147603,-0.049824785,0.5893817,-0.22156198,1.1734812,218,5,Sequential RNN
-0.51001155,0.053383917,0.7401707,-0.23149417,0.9479509,219,5,Sequential RNN
-0.47154427,-0.04645871,0.34733415,-0.17714009,1.347809,220,5,Sequential RNN
-0.6962089,0.22074161,0.243041,0.46101695,0.7714095,221,5,Sequential RNN
-0.50060725,-0.041239113,0.29983497,-0.13968812,1.3817,222,5,Sequential RNN
-0.70366967,-0.14093296,0.9378624,0.013341633,0.89339846,223,5,Sequential RNN
-0.36962956,-0.032737058,0.27998626,-0.27674222,1.3991234,224,5,Sequential RNN
-0.4282186,-0.022614745,0.18783174,-0.28545618,1.548458,225,5,Sequential RNN
-0.49967736,0.4913929,0.34671363,-0.07923169,0.7408026,226,5,Sequential RNN
-0.48138404,-0.040635828,0.3006796,-0.055412,1.276752,227,5,Sequential RNN
-0.56022584,-0.039898243,0.30138013,-0.11218746,1.4109316,228,5,Sequential RNN
-0.55660754,-0.03511257,0.4683844,-0.21743391,1.3407696,229,5,Sequential RNN
-0.16244818,3.183119e-5,0.05099135,-0.32167205,1.4330968,230,5,Sequential RNN
-0.37855312,-0.026342347,0.21486425,-0.3032269,1.4932582,231,5,Sequential RNN
-0.39037824,-0.04486825,0.3433745,-0.20098571,1.2928581,232,5,Sequential RNN
-0.52702284,-0.07752902,0.53723603,-0.12962458,1.1969404,233,5,Sequential RNN
-0.51698476,-0.017137194,0.25844282,-0.14544937,1.4211283,234,5,Sequential RNN
-0.5575384,0.004128381,0.42762616,-0.24126306,1.3670471,235,5,Sequential RNN
-0.5926027,-0.050626766,0.3867038,-0.15711318,1.413639,236,5,Sequential RNN
-0.74033433,-0.0853184,0.7484198,-0.16152942,1.2387621,237,5,Sequential RNN
-0.5556595,-0.054844376,0.39793605,-0.17874065,1.3913083,238,5,Sequential RNN
-0.5658844,-0.05355202,0.7491939,-0.22725764,1.0975003,239,5,Sequential RNN
-0.64141273,-0.035267107,0.2972336,-0.074133016,1.4535793,240,5,Sequential RNN
-0.5200549,-0.048112847,0.35481167,-0.2618662,1.4752223,241,5,Sequential RNN
-0.5625604,-0.057585835,0.39000335,0.00842167,1.2217208,242,5,Sequential RNN
-0.65766805,-0.03786174,1.0235033,-0.23293774,0.90496445,243,5,Sequential RNN
-0.40223736,-0.037748862,0.28549463,-0.21214928,1.3666409,244,5,Sequential RNN
-0.86837035,0.26086375,0.22739995,0.7249006,0.65520597,245,5,Sequential RNN
-0.56222844,-0.04542232,0.3713333,-0.21917397,1.4554911,246,5,Sequential RNN
-0.49558198,-0.036481537,0.2715637,-0.16562413,1.4261242,247,5,Sequential RNN
-0.6761166,-0.064137444,0.79920584,-0.102961004,1.0440093,248,5,Sequential RNN
-0.55723906,-0.030045401,0.34884465,-0.20202614,1.4404658,249,5,Sequential RNN
