Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,0.09444648,3.6931734,2.6042068,2.0237432,1.5990711,5,Sequential LSTM
2,-0.020674841,5.1174054,3.8354852,3.1521697,1.8824092,5,Sequential LSTM
3,-0.3144354,3.881664,2.6372967,1.9739985,1.8272661,5,Sequential LSTM
4,0.83471644,4.198243,3.0002725,2.3617067,1.7591335,5,Sequential LSTM
5,0.055671673,3.5022542,2.4936402,1.9560083,1.4810795,5,Sequential LSTM
6,0.6900735,4.006683,2.89659,2.3048675,1.6300899,5,Sequential LSTM
7,0.037376195,4.577592,3.3544874,2.7025223,1.7960424,5,Sequential LSTM
8,0.30581605,3.919606,2.8267908,2.2442758,1.6047225,5,Sequential LSTM
9,0.65327424,5.1074476,3.6916142,2.9369178,2.0790522,5,Sequential LSTM
10,-0.6204325,3.3727233,2.1689436,1.5272818,1.7676638,5,Sequential LSTM
11,-1.9748008,3.5253587,2.3995779,1.7994915,1.65313,5,Sequential LSTM
12,0.88386434,3.7854407,2.7822132,2.2474518,1.47317,5,Sequential LSTM
13,0.38874534,4.3031783,3.2245054,2.6495292,1.5839549,5,Sequential LSTM
14,0.53526926,5.818459,4.3273664,3.5325587,2.1895597,5,Sequential LSTM
15,0.5079328,3.422893,2.27338,1.6606438,1.6879791,5,Sequential LSTM
16,-0.7185165,3.1219103,1.992213,1.390039,1.658881,5,Sequential LSTM
17,-0.7381158,3.659872,2.631802,2.0838006,1.5096467,5,Sequential LSTM
18,-0.3718406,4.659743,3.5492997,2.957389,1.6306053,5,Sequential LSTM
19,-0.08451611,3.1744885,2.1466227,1.5987293,1.5093477,5,Sequential LSTM
20,0.5262674,3.4293418,2.314459,1.7201828,1.6371249,5,Sequential LSTM
21,-0.53575003,3.0721712,2.0004659,1.4292047,1.5737239,5,Sequential LSTM
22,1.6274964,3.9454966,2.8375866,2.247027,1.6268886,5,Sequential LSTM
23,0.8187079,3.0154297,2.0165331,1.4840819,1.4668088,5,Sequential LSTM
24,-0.44011402,3.5514078,2.4376135,1.8439164,1.6355278,5,Sequential LSTM
25,0.119136,3.5539825,2.3873823,1.7655373,1.7130711,5,Sequential LSTM
26,0.20317881,4.2105436,2.9949698,2.3470204,1.7849841,5,Sequential LSTM
27,-0.23632187,3.4349363,2.208577,1.5548788,1.8008215,5,Sequential LSTM
28,0.99101806,3.1289797,1.9756769,1.360921,1.6935432,5,Sequential LSTM
29,0.78068846,3.806744,2.650828,2.0346785,1.6973808,5,Sequential LSTM
30,0.16584818,3.4554064,2.2734096,1.643359,1.7356763,5,Sequential LSTM
31,-0.41030982,3.6288607,2.5223284,1.9325033,1.624863,5,Sequential LSTM
32,0.6678675,3.3002515,2.1230745,1.495594,1.7285985,5,Sequential LSTM
33,0.62672925,3.5613654,2.5917704,2.0749378,1.4237814,5,Sequential LSTM
34,0.54098517,3.5906892,2.5014913,1.9209055,1.5994087,5,Sequential LSTM
35,-0.013092499,3.6340241,2.6510117,2.1270263,1.4434841,5,Sequential LSTM
36,-1.4974099,3.1720252,1.9354086,1.2762437,1.8158826,5,Sequential LSTM
37,1.4619927,3.5045996,2.4315763,1.859613,1.5756581,5,Sequential LSTM
38,0.36107144,4.0089006,2.9409156,2.3716378,1.5682588,5,Sequential LSTM
39,-0.51426715,3.8626688,2.7645123,2.1791508,1.6125655,5,Sequential LSTM
40,0.24320307,3.456867,2.360897,1.7767015,1.6093547,5,Sequential LSTM
41,0.21017534,4.3028207,3.1410131,2.5217228,1.7060329,5,Sequential LSTM
42,-0.042777218,3.8229418,2.6078768,1.960198,1.7842368,5,Sequential LSTM
43,0.0637021,3.7633321,2.7541678,2.216243,1.4818861,5,Sequential LSTM
44,-0.73658025,4.8308206,3.5071335,2.8015559,1.9437405,5,Sequential LSTM
