Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.2620183,1.5651457,1.2333223,1.0564475,0.4872592,15,Sequential RNN
2,0.116885655,0.9883064,0.5971993,0.38872376,0.5743131,15,Sequential RNN
3,0.2433971,1.4784966,1.0115229,0.7626078,0.6857172,15,Sequential RNN
4,0.37256598,2.015925,1.6234859,1.4143006,0.57626855,15,Sequential RNN
5,-0.037444424,1.5832384,1.2138597,1.0169663,0.5424067,15,Sequential RNN
6,0.050540652,1.6736462,1.3143785,1.1228751,0.52755886,15,Sequential RNN
7,0.52344733,1.0333304,0.66882753,0.47453296,0.5352468,15,Sequential RNN
8,-0.7731555,2.4295142,1.9804899,1.741143,0.65936005,15,Sequential RNN
9,0.8159142,1.0745062,0.7037222,0.5060796,0.5444699,15,Sequential RNN
10,-0.6548271,1.650991,1.3372084,1.1699499,0.46076745,15,Sequential RNN
11,0.57764167,2.871047,2.220164,1.8732187,0.9557746,15,Sequential RNN
12,-0.35338077,1.4283742,1.1138968,0.9462677,0.461788,15,Sequential RNN
13,-0.7326785,1.9488028,1.5749317,1.3756443,0.54900247,15,Sequential RNN
14,-0.33371902,2.8539639,2.3879037,2.1394746,0.6843768,15,Sequential RNN
15,0.38924718,0.8305411,0.537423,0.3811792,0.43042338,15,Sequential RNN
16,-0.18024296,0.46539566,0.2264184,0.0990341,0.35092106,15,Sequential RNN
17,-0.87022173,2.5835836,2.1589317,1.9325758,0.6235704,15,Sequential RNN
18,-0.57647264,2.3501852,1.9319339,1.7089902,0.6141715,15,Sequential RNN
19,0.14762959,1.0605199,0.73306596,0.5585199,0.48084298,15,Sequential RNN
20,0.523466,1.3501112,0.9854677,0.7910978,0.53545356,15,Sequential RNN
21,0.15593567,1.3162985,1.0173483,0.8579959,0.43898705,15,Sequential RNN
22,0.6397716,1.4564736,1.1182555,0.93797183,0.4966491,15,Sequential RNN
23,-0.34402734,1.2163918,0.920491,0.762764,0.4345093,15,Sequential RNN
24,0.5192019,1.1049294,0.8465309,0.7087942,0.3794399,15,Sequential RNN
25,-0.29423547,0.86851144,0.6315585,0.5052533,0.34794846,15,Sequential RNN
26,-0.40199637,1.6598947,1.3102962,1.1239465,0.51336074,15,Sequential RNN
27,-0.68876785,1.553886,1.126113,0.898093,0.62815464,15,Sequential RNN
28,0.6486904,1.0119361,0.6923409,0.5219845,0.46930248,15,Sequential RNN
29,0.9980371,1.147836,0.81592405,0.63900197,0.48738915,15,Sequential RNN
30,0.26457334,1.3095759,0.97719634,0.8000248,0.48807594,15,Sequential RNN
31,0.39095196,0.66286284,0.31200293,0.12498064,0.5152129,15,Sequential RNN
