Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day,N_Assets,Model
-0.16155602,-0.029407166,-1.0085375,-0.13811752,-0.46196637,1.3212891,0.07496082,-0.07719762,1.9555565,0.044154957,-1.0933121,-0.1282875,2.2912035,1.5854791,-1.2427803,-0.114547364,0.55321383,-1.6680801,-0.041235816,0.053065967,0.242305,0.0393406,0.22440884,0.4866938,-0.022709943,-1.6928275,-0.26038113,0.25880182,0.01046984,79,29,Sequential LSTM
0.1706558,0.12066212,0.90852064,0.11811863,0.43907875,0.33851838,0.29605904,-0.4983244,0.58668435,1.8537122,-0.7222491,-0.11993956,-1.4470766,0.4006528,-0.6973198,0.004217336,0.2984459,-3.425249,0.14948833,-1.282202,0.48406833,0.13415205,0.30235055,0.56395704,0.12468376,-0.20028122,-0.14193372,0.19840875,2.0421417,80,29,Sequential LSTM
-0.1535527,0.04948374,-0.9331899,-0.04950814,-0.5151373,-0.15183479,0.07155324,-0.4074683,1.8897984,-0.6903775,-0.99035215,-0.011039717,2.6030576,-1.0513713,0.70345014,0.072560556,-0.88054484,2.311605,-0.009600204,0.31273055,0.13677163,0.015297569,-0.18456906,0.20940977,-0.20689803,-1.1433764,-0.044148877,0.039173927,0.008077384,81,29,Sequential LSTM
0.080355346,0.18584661,1.1222941,0.12689133,0.40264788,0.6801385,0.16135618,-0.773032,1.5158008,-0.201186,0.0571098,0.18025582,-1.5483787,0.9211459,-0.16140324,0.105813324,-0.43497476,-0.696069,0.06155117,1.2254606,0.19932978,0.15037367,0.10983236,0.010608242,0.15607272,0.017295133,-0.19543909,0.32062724,-2.7803233,82,29,Sequential LSTM
0.32953462,0.02946864,-0.14197102,0.043699503,-0.026621656,-0.80651045,0.14191139,-0.4361435,0.23199877,1.6514415,-1.1263734,-1.4507489,0.4541608,-0.51328427,0.39082864,0.053346887,0.6883342,2.5010712,0.68082184,-1.8405896,0.18746428,-0.1191486,1.0590516,0.381046,-0.44202435,-1.5853665,0.15207444,0.29346102,0.21906711,83,29,Sequential LSTM
0.12470326,0.09680832,0.7879935,0.04379121,0.1455539,0.9264208,0.16179489,-0.5415729,1.3597875,0.34950793,-0.5291598,0.4197581,-0.83782357,-0.6852272,0.8712853,0.07675324,-1.3813126,2.7127929,0.22060244,-0.1526985,0.107478656,0.3157263,-0.41422164,-0.18172851,-0.18085758,0.2697264,-0.2720944,-0.07984652,-2.733942,84,29,Sequential LSTM
-0.04972243,0.14860836,-1.1894767,0.17603365,-0.44551918,0.31003338,0.55138534,-1.2796856,-0.047981095,0.72989947,-1.362514,-0.64106965,2.8454971,1.0885371,-1.0861423,0.00048675682,0.57402503,0.08279876,0.47249892,-0.7250014,-0.030019607,0.26403984,0.3368097,0.34012172,-0.91483206,-1.0091046,-0.104862615,0.03957869,1.9255786,85,29,Sequential LSTM
-0.052607775,-0.048881963,-0.8718802,-0.11616277,-0.31134987,-0.15977709,-0.03768636,0.17807417,1.7216243,1.974512,-0.0012202879,-1.1070439,0.68234825,0.9391499,-0.48772132,-0.057796784,0.49690637,-1.1690763,0.35194588,-1.39206,0.56962305,0.20498618,1.196269,0.2605072,-0.047348436,-1.678528,0.26908886,0.24627589,-0.5521683,86,29,Sequential LSTM
0.008523417,-0.018465836,-0.021105954,-0.07022805,-0.0953616,0.0327539,-0.012258382,0.006917577,1.5646615,0.45833218,-0.3372066,-0.28009477,0.01777465,0.4400361,0.31547529,0.061913785,-0.7657018,4.471389,-0.043767434,-0.47927076,0.54791856,-0.14761807,0.21800716,-0.17812908,-0.06553863,-0.96275353,-0.17301205,-0.1288442,-3.3643465,87,29,Sequential LSTM
0.31664318,0.043389224,1.8524715,-0.082716644,0.6106715,1.5446024,0.19254364,-0.08518444,2.013866,1.5534037,-0.5313678,-0.5859173,-2.8725958,-0.26848,-0.111943744,0.100947656,-0.5520153,-0.600771,0.092261374,-1.1528691,0.30588278,0.26607418,0.80801904,-0.16763802,-0.23106697,-1.0076052,-0.45322052,0.2842263,-0.2816099,88,29,Sequential LSTM
-0.11390434,0.08143499,-0.8898546,0.0739574,-0.3139449,-0.46705163,0.8076485,-0.92357004,0.37513104,1.4475332,-0.2186352,0.43007317,1.2879866,-0.12046437,0.11254865,0.015139528,-0.55716586,0.057838712,-0.17557356,-1.3462924,0.584828,-0.14459382,-0.36767158,0.06616945,0.051069092,-0.08431168,0.013742182,-0.03778469,1.3557179,89,29,Sequential LSTM
0.16824898,0.07495602,0.9380299,0.054528326,0.2409228,0.43854412,0.5590708,-0.49115264,0.75912094,0.73362523,-0.78079695,-0.13707817,-0.95298177,-0.14345998,-0.24445398,0.107522726,0.12570105,0.14236379,-0.016666245,-0.64827275,-0.13936979,0.07418212,0.17378594,0.1336256,-0.07929389,-0.79703003,-0.10698493,0.20012577,0.61318713,90,29,Sequential LSTM
-0.1347782,0.17591104,-0.69231313,0.06832581,-0.42245018,0.1749707,0.4745704,-0.9360597,1.656909,-0.12680718,-0.93106264,0.5914203,1.9119275,-0.5988589,0.3537563,0.11157793,-0.4354281,-1.2988194,-0.053332176,0.4816687,0.18753324,0.4275633,-0.22493058,0.6869538,0.593446,-0.4577206,0.08688947,0.14070854,-0.81157094,91,29,Sequential LSTM
-0.0323572,0.049965482,-0.6144473,-0.027318873,-0.23893656,1.0755748,0.26596984,-0.394997,2.171777,3.2501442,-0.4224039,0.6619394,0.18976751,0.6662142,-0.6113387,-0.088481605,-0.4604972,-2.3649447,-0.008597895,-1.7341266,0.25875786,0.631556,-0.253543,0.33957636,0.37486637,-0.83768195,-0.13366355,0.35074738,-1.0635209,92,29,Sequential LSTM
-0.1129756,0.017041093,-1.2495152,-0.029888436,-0.3846282,0.31698382,0.08563883,-0.32212794,1.9230647,0.88266826,0.042168606,0.43799323,1.6932268,-0.55105424,-0.01866045,-0.035629276,-0.7616369,-0.26181227,-0.039696995,-0.50855184,-0.109305866,0.27173096,-0.36665934,-0.095120884,0.11189439,-0.8669545,0.0026791135,0.18478055,0.74434876,93,29,Sequential LSTM
-0.00033903756,-0.007468566,-0.65313095,0.10294128,-0.23523292,1.1099681,0.015142963,-0.2543889,0.8306148,-0.027245646,-0.4042662,0.45972976,1.1008693,-0.17864734,-0.120042294,0.03224944,-1.4876163,2.5420618,-0.2518429,-0.080917835,-0.1609498,0.080645874,-0.52909553,-0.42429534,-0.24878189,0.5408728,-0.36271384,-0.3238284,-0.06429252,94,29,Sequential LSTM
-0.07364299,0.18221591,-0.6859321,0.17180756,-0.31370792,-0.08162184,0.62368155,-1.0296066,0.478843,0.33527303,-0.83224124,0.743855,1.6910813,-1.277285,0.41365322,0.047578912,-0.6431704,-2.0711036,0.0052148844,-0.27708432,0.12749442,0.30616832,-0.5485997,0.46462765,0.18677996,0.46448576,0.05682942,0.13537772,2.3990283,95,29,Sequential LSTM
-0.19951056,0.08217801,-1.2368062,0.036790863,-0.4574584,0.12140696,0.1958803,-0.53748626,1.3107246,0.3502493,-0.86887705,0.21319963,2.7202947,0.1492741,-0.08679646,-0.06954389,-0.7146678,-1.2746888,0.23199393,-0.124647856,0.48332524,0.4658033,-0.18367867,0.57896346,0.036437184,0.020258697,0.0032548183,0.05774244,-0.30361587,96,29,Sequential LSTM
-0.037856415,0.018309217,-0.46417832,-0.09557553,-0.18251936,0.250592,0.014266336,-0.050310835,2.3222365,1.0716803,-0.15327626,0.64049524,0.44191343,0.19871098,-0.24896665,-0.027121758,-0.75938696,-1.3330722,-0.05605881,-0.41327447,0.31539115,0.36476222,-0.5207685,0.19616902,0.27210367,-0.33356917,0.015383443,0.1421603,-0.5882392,97,29,Sequential LSTM
0.017352695,0.011721153,-0.17611283,-0.13814467,-0.14561187,0.08306227,-0.0058597154,-0.08634936,3.2003744,0.43075535,-0.33283558,-0.13745156,0.13208026,0.055875264,-0.03364038,0.007934048,-0.4863344,0.37931317,-0.076571494,-0.33692494,0.22230706,0.26164994,0.32642972,0.22123922,0.010342571,-1.631988,0.034395494,0.18316147,-0.9901687,98,29,Sequential LSTM
0.0040436084,0.07015154,-0.051374294,-0.1970027,-0.025203435,-0.11859435,-0.0408722,-0.13802606,2.7519407,-0.22501133,0.1467554,0.28084794,-0.17740683,0.19920385,0.040153492,0.011820861,-0.884376,-0.27964842,-0.13667352,1.0986933,0.0027732165,0.40688786,-0.10878314,0.11241062,0.14077437,-0.90375483,0.23934965,0.2997843,-1.5188642,99,29,Sequential LSTM
-0.1762346,0.021054769,-1.0962491,-0.064511426,-0.34516352,0.37074333,-0.021752102,-0.14386478,0.94445,-0.2947017,0.119336106,0.13847831,1.9321231,0.9892464,-0.6866226,-0.022159455,0.33778188,0.015305797,-0.118248746,0.99305505,-0.040873777,0.05569177,-0.18313435,-0.074654296,-0.18505599,-1.0295265,0.016248995,0.0198224,-0.47058532,100,29,Sequential LSTM
0.09104804,-0.0034431217,0.75519735,0.06898859,0.3028713,0.33514866,0.09967893,-0.07174445,1.2120652,1.0449108,-0.32249126,-0.38664833,-1.1544619,1.3439896,-0.8542396,0.026990881,0.5625114,-0.7149284,-0.14655608,-0.9209465,0.30053952,-0.0679904,0.6182805,0.16193451,-0.027139205,-1.2254976,-0.10748638,0.35614663,-0.27672866,101,29,Sequential LSTM
-0.17846306,0.041260853,-1.1626172,-0.06799999,-0.48609447,0.4413205,0.12710673,-0.45472798,2.6471558,0.99322075,-0.13741174,0.4406252,1.7380563,0.1845482,-0.4628164,-0.022437362,-0.43825123,-1.4709691,-0.11882475,-0.51591676,0.21477605,0.27729827,-0.19289146,0.22137392,0.22680193,-1.0518416,0.036551062,0.27972737,-0.108560495,102,29,Sequential LSTM
