Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.0027283144,0.09774958,0.065315194,0.04802638,0.04762759,2,BNN-DCC-GARCH
2,0.0039817216,0.10451088,0.07049185,0.052358363,0.049954522,2,BNN-DCC-GARCH
3,-0.0045427578,0.102644034,0.0690402,0.051128022,0.049344838,2,BNN-DCC-GARCH
4,-0.000844285,0.107730106,0.072976895,0.054452054,0.05103262,2,BNN-DCC-GARCH
5,-0.0019961572,0.106583275,0.07210782,0.05373103,0.05062475,2,BNN-DCC-GARCH
6,0.0020948092,0.1070877,0.07248724,0.054043826,0.050808307,2,BNN-DCC-GARCH
7,0.0026116816,0.10442239,0.070418276,0.052292734,0.04993262,2,BNN-DCC-GARCH
8,-0.00977418,0.10247466,0.06893258,0.051053323,0.049254157,2,BNN-DCC-GARCH
9,-0.0035785062,0.108550265,0.07360005,0.054970197,0.051321905,2,BNN-DCC-GARCH
10,0.007344829,0.10520926,0.07099444,0.052756574,0.05024204,2,BNN-DCC-GARCH
11,-0.008629687,0.09976856,0.066846475,0.0492977,0.048343726,2,BNN-DCC-GARCH
12,-0.00048521644,0.1102048,0.074905984,0.05609031,0.051833805,2,BNN-DCC-GARCH
13,-0.014945405,0.10728398,0.07264616,0.054182835,0.050863165,2,BNN-DCC-GARCH
14,-0.022361714,0.12140849,0.08368041,0.06356986,0.05540099,2,BNN-DCC-GARCH
15,0.006538151,0.1050937,0.07089417,0.05266446,0.050219584,2,BNN-DCC-GARCH
16,0.0021173626,0.102074586,0.06857088,0.05071207,0.04919781,2,BNN-DCC-GARCH
17,0.0011510993,0.09928123,0.0665095,0.04904087,0.04812295,2,BNN-DCC-GARCH
18,-0.007288476,0.10078624,0.06764082,0.049972992,0.048671696,2,BNN-DCC-GARCH
19,0.0046975007,0.10559182,0.071303956,0.053027168,0.050349284,2,BNN-DCC-GARCH
20,0.015945205,0.10282368,0.06917467,0.051238414,0.049411174,2,BNN-DCC-GARCH
21,0.0012214563,0.0987285,0.06601044,0.048570417,0.04804414,2,BNN-DCC-GARCH
22,0.0012996431,0.10261379,0.06902358,0.05111867,0.049324833,2,BNN-DCC-GARCH
23,0.009245779,0.10341762,0.06964895,0.051648907,0.049586892,2,BNN-DCC-GARCH
24,0.003734081,0.09874163,0.06605023,0.048624426,0.04800498,2,BNN-DCC-GARCH
25,-0.00054228527,0.10105565,0.06781857,0.050101876,0.048806302,2,BNN-DCC-GARCH
26,0.0028953492,0.104444794,0.070437014,0.05230952,0.049938004,2,BNN-DCC-GARCH
27,0.005413323,0.10316636,0.06942942,0.051446296,0.04954029,2,BNN-DCC-GARCH
28,-0.0007412826,0.10008182,0.067029454,0.049411237,0.048535038,2,BNN-DCC-GARCH
29,0.0016123919,0.10432466,0.0703302,0.05220981,0.049918447,2,BNN-DCC-GARCH
30,0.0073051276,0.10377875,0.069902144,0.051844575,0.04974538,2,BNN-DCC-GARCH
31,0.0037555322,0.099771716,0.066842824,0.049290426,0.048353728,2,BNN-DCC-GARCH
32,0.0024851956,0.10068915,0.06751075,0.049825344,0.048720118,2,BNN-DCC-GARCH
