Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.5603924,2.4313307,1.6434042,1.2234085,1.1570132,5,Sequential RNN
2,0.07729462,3.4097779,2.659752,2.2599576,1.1013602,5,Sequential RNN
3,-0.21954265,2.436617,1.6256244,1.1933327,1.1908853,5,Sequential RNN
4,1.2195334,2.6551397,1.7583055,1.2802582,1.3169374,5,Sequential RNN
5,0.046089817,2.703004,1.8953363,1.4648174,1.1860024,5,Sequential RNN
6,0.32333335,2.9577477,2.1399632,1.7040523,1.2008576,5,Sequential RNN
7,0.2028895,3.748378,2.820411,2.3257673,1.362654,5,Sequential RNN
8,-0.10891905,2.9490888,2.0844088,1.6235015,1.2697197,5,Sequential RNN
9,0.6343552,3.4639904,2.3946095,1.8245867,1.5703101,5,Sequential RNN
10,-1.1741483,2.8215008,2.1042528,1.7219307,1.0532287,5,Sequential RNN
11,-0.23389156,1.8238015,1.0285919,0.6047134,1.1677086,5,Sequential RNN
12,0.8525623,3.2501907,2.2234566,1.6761669,1.5076855,5,Sequential RNN
13,0.35847545,3.6052334,2.7539978,2.3002553,1.2499797,5,Sequential RNN
14,0.016589021,2.9253309,1.9953483,1.499631,1.3656131,5,Sequential RNN
15,0.2817853,1.6447192,1.0451151,0.7255023,0.8804762,5,Sequential RNN
16,-0.08898851,2.6551566,1.9191262,1.526793,1.0808078,5,Sequential RNN
17,0.0044880854,2.6138985,1.7236325,1.2490855,1.3072912,5,Sequential RNN
18,-0.21127781,3.5322323,2.7478762,2.3297825,1.1517717,5,Sequential RNN
19,-0.04400665,1.8695296,1.1445906,0.7581695,1.0645212,5,Sequential RNN
20,0.9885169,2.1542633,1.3074677,0.8560925,1.2434587,5,Sequential RNN
21,-0.4081369,1.9406335,1.2464328,0.87639654,1.0193834,5,Sequential RNN
22,2.01903,3.156784,2.3311477,1.8910517,1.2123872,5,Sequential RNN
23,0.58576703,1.408122,0.8774033,0.5945095,0.77932215,5,Sequential RNN
24,-0.3526907,2.3186734,1.6226773,1.2516838,1.0220207,5,Sequential RNN
25,-0.042138956,2.186358,1.340718,0.889959,1.2417617,5,Sequential RNN
26,0.42184213,2.963973,2.062696,1.5822799,1.3234617,5,Sequential RNN
27,-0.74804246,2.1876628,1.4832519,1.1077725,1.0343772,5,Sequential RNN
28,0.4846413,1.8530495,1.1320225,0.7476867,1.0587766,5,Sequential RNN
29,0.65740037,3.8613622,2.8763115,2.3512402,1.4464761,5,Sequential RNN
30,-0.23655067,2.7940924,2.04086,1.6393571,1.1060685,5,Sequential RNN
31,-0.62554896,2.260336,1.4856571,1.0727224,1.1375613,5,Sequential RNN
32,0.87784934,2.4123576,1.5832143,1.1412475,1.2175386,5,Sequential RNN
33,0.66555524,3.2079706,2.399235,1.9681457,1.1875718,5,Sequential RNN
34,1.139744,3.140639,2.2054648,1.7069796,1.3732373,5,Sequential RNN
35,-0.24517813,3.2098615,2.3983934,1.9658493,1.1915822,5,Sequential RNN
36,0.12770323,2.4437597,1.7957244,1.4502954,0.95159423,5,Sequential RNN
37,1.087459,2.1308894,1.3131135,0.8772063,1.2008461,5,Sequential RNN
38,0.55830115,3.1823015,2.4659688,2.0841336,1.0518849,5,Sequential RNN
39,-0.47283173,2.8457775,1.9846928,1.5257,1.2644418,5,Sequential RNN
40,0.73727345,1.9690235,1.1909494,0.7762053,1.1425463,5,Sequential RNN
41,0.00026568183,2.8202567,2.0317526,1.6114479,1.1578631,5,Sequential RNN
42,0.41113228,2.147173,1.4077289,1.0135761,1.0858201,5,Sequential RNN
43,0.42713547,2.9526508,2.1620436,1.7406181,1.1609498,5,Sequential RNN
44,-1.0967977,3.4017382,2.408915,1.8797003,1.4578913,5,Sequential RNN
45,0.53562444,2.4017222,1.5822382,1.14542,1.2033542,5,Sequential RNN
46,0.8552612,1.5094632,0.84646153,0.493055,0.97357064,5,Sequential RNN
47,-0.5517357,2.9580488,2.142255,1.707406,1.1979333,5,Sequential RNN
48,0.3589247,2.5108721,1.6615049,1.2087586,1.247235,5,Sequential RNN
49,0.50654376,3.174454,2.2011294,1.6823099,1.4292572,5,Sequential RNN
50,-0.5308083,2.7376075,1.9058771,1.4625317,1.2213366,5,Sequential RNN
51,0.60570425,2.562534,1.6713121,1.1962552,1.3086957,5,Sequential RNN
52,-0.119940475,3.0070276,2.155555,1.7016865,1.2503259,5,Sequential RNN
53,-0.47948092,3.0081208,2.0666232,1.5647675,1.3825231,5,Sequential RNN
54,-0.49862143,2.3587005,1.5018702,1.0451462,1.2581929,5,Sequential RNN
55,-0.5900441,1.5941893,0.81077874,0.3931897,1.1503826,5,Sequential RNN
56,1.1044668,3.8291183,2.8444443,2.3195739,1.4459223,5,Sequential RNN
57,1.2437836,4.0628443,2.9986181,2.4313438,1.5627394,5,Sequential RNN
58,-0.27293244,2.1144414,1.420216,1.0501661,1.0194209,5,Sequential RNN
59,-0.0054062484,2.72639,1.9091084,1.4734645,1.2001206,5,Sequential RNN
60,0.097876586,2.2057161,1.5012404,1.1257263,1.0344731,5,Sequential RNN
61,0.0696528,2.890973,2.1151786,1.7016493,1.1391996,5,Sequential RNN
62,-1.3287371,3.148695,2.1949754,1.6866047,1.4004687,5,Sequential RNN
63,-0.74405146,2.1867237,1.3394458,0.8878122,1.2441685,5,Sequential RNN
64,2.8433068,1.9298538,1.1900265,0.79566926,1.0863832,5,Sequential RNN
65,-1.144061,2.0883925,1.4792503,1.1545528,0.8944822,5,Sequential RNN
66,0.73096,1.5229536,0.8028218,0.4189629,1.0574625,5,Sequential RNN
67,-1.1033866,3.274424,2.4324331,1.9836187,1.2364032,5,Sequential RNN
68,0.25701904,1.7115386,0.8524849,0.39457536,1.261459,5,Sequential RNN
69,-0.4049661,2.881099,2.0471957,1.6026928,1.2245275,5,Sequential RNN
70,0.051570687,1.9540237,1.1518013,0.7241848,1.1780069,5,Sequential RNN
71,-0.2769145,2.8013144,1.9541278,1.5025443,1.2440318,5,Sequential RNN
72,-0.29524976,2.5894134,1.7318817,1.2747837,1.2592238,5,Sequential RNN
73,-0.081160545,2.5339463,1.7198492,1.2859025,1.1954442,5,Sequential RNN
74,-0.39243022,1.9529287,1.1666867,0.74758893,1.1545396,5,Sequential RNN
75,1.156482,2.920611,2.0763905,1.626387,1.2396778,5,Sequential RNN
76,1.3905369,3.9233484,2.896177,2.3486547,1.5083274,5,Sequential RNN
77,-0.3463076,3.093927,2.2907908,1.8626872,1.1793483,5,Sequential RNN
78,-1.8646002,3.3013806,2.4162824,1.9444907,1.2997023,5,Sequential RNN
79,1.0403666,2.8978045,1.8308328,1.2620941,1.5667723,5,Sequential RNN
80,-1.3934119,3.265599,2.493184,2.081456,1.1342379,5,Sequential RNN
81,0.8750009,2.1963205,1.2522513,0.749025,1.3862984,5,Sequential RNN
82,-0.22484404,2.4938254,1.75949,1.3680601,1.0783197,5,Sequential RNN
83,-0.34921315,2.2885582,1.4586064,1.0162089,1.2187259,5,Sequential RNN
84,-0.009311275,2.9949276,2.0612974,1.5636352,1.370969,5,Sequential RNN
85,-0.82551354,2.470064,1.7224606,1.3239582,1.0978018,5,Sequential RNN
86,-0.64446527,2.655639,1.7435074,1.2573057,1.3393992,5,Sequential RNN
87,0.57170594,1.8670622,1.1046805,0.69830096,1.1195029,5,Sequential RNN
88,0.14546546,2.837178,2.088897,1.6900337,1.0987976,5,Sequential RNN
89,-0.14966199,3.4208078,2.4541352,1.9388604,1.4194897,5,Sequential RNN
90,-0.55546427,2.4794881,1.7552263,1.3691664,1.0635254,5,Sequential RNN
91,0.706017,2.4167771,1.5818394,1.1367848,1.2260466,5,Sequential RNN
92,-1.7551111,2.6168084,1.71555,1.2351431,1.3234346,5,Sequential RNN
93,0.56379014,3.034863,2.282287,1.8811339,1.1051043,5,Sequential RNN
94,0.6699831,1.6184577,0.86118484,0.45752847,1.112001,5,Sequential RNN
95,-0.64643234,2.7693262,1.9227313,1.471463,1.2431638,5,Sequential RNN
96,0.7912786,3.6965106,2.6055593,2.0240395,1.6019838,5,Sequential RNN
97,-0.3241757,3.4776385,2.5411408,2.0419502,1.3751808,5,Sequential RNN
98,0.85233283,1.4966816,0.87240237,0.5396367,0.9167092,5,Sequential RNN
99,0.97471994,1.6834179,0.9526451,0.56311446,1.073087,5,Sequential RNN
100,1.3690212,1.7387978,1.1268011,0.80058306,0.89867294,5,Sequential RNN
101,0.44308108,2.3157527,1.7776363,1.4907988,0.7901857,5,Sequential RNN
102,-0.8077924,3.1009,2.2133203,1.7402043,1.3033491,5,Sequential RNN
103,-0.7338519,3.158178,2.2048965,1.6967603,1.3998256,5,Sequential RNN
104,-0.29723874,2.2115417,1.521964,1.1543913,1.0125966,5,Sequential RNN
105,-0.5007248,2.0137877,1.2427015,0.83168113,1.1322865,5,Sequential RNN
106,-0.8809912,3.1503053,2.2535887,1.7756027,1.3167654,5,Sequential RNN
107,-2.4256697,2.2633822,1.422446,0.9741935,1.2348549,5,Sequential RNN
108,0.014805667,2.882177,1.7795826,1.1918558,1.6190813,5,Sequential RNN
109,-1.0843619,1.755077,0.98856384,0.57998157,1.1255705,5,Sequential RNN
110,0.69951284,3.2930546,2.3442686,1.8385276,1.3932246,5,Sequential RNN
111,1.0300578,3.3279464,2.3832526,1.8796943,1.3872143,5,Sequential RNN
112,-3.268266,3.2766082,2.2246647,1.6639372,1.5447035,5,Sequential RNN
113,1.137095,3.9124708,2.6965804,2.0484626,1.785449,5,Sequential RNN
114,-2.7036428,2.6938038,1.9072913,1.4880496,1.1549376,5,Sequential RNN
115,-0.27380088,3.0358496,2.2620866,1.8496395,1.1362162,5,Sequential RNN
116,1.6851904,3.8620617,2.6248586,1.9653794,1.8167446,5,Sequential RNN
117,-1.3100443,2.1634476,1.6062511,1.3092433,0.81820387,5,Sequential RNN
118,1.3882068,1.3277835,0.61588866,0.23642072,1.0453664,5,Sequential RNN
119,0.9403934,3.0828576,2.1759133,1.6924765,1.3317828,5,Sequential RNN
120,-1.0229115,2.909876,2.089914,1.6528414,1.2040565,5,Sequential RNN
121,-1.5744994,2.9422052,2.1899226,1.7889256,1.1046739,5,Sequential RNN
122,-1.5569127,2.3673787,1.6564549,1.2775043,1.0439408,5,Sequential RNN
123,-0.29289064,1.3131121,0.6458293,0.29014108,0.97985756,5,Sequential RNN
124,-3.7919755,3.1312237,2.2900133,1.841615,1.2352576,5,Sequential RNN
125,-12.116796,2.3923848,1.7251065,1.3694214,0.9798499,5,Sequential RNN
126,5.671553,1.9214358,1.0831945,0.6363787,1.2308978,5,Sequential RNN
127,-3.2307923,2.5613842,1.7989094,1.3924795,1.1196407,5,Sequential RNN
128,-0.5880678,2.606766,1.8843235,1.4992334,1.0608546,5,Sequential RNN
129,-0.69129205,2.5427969,1.825294,1.4428358,1.0536026,5,Sequential RNN
130,3.3116171,1.6260294,0.95355904,0.59510595,0.98747396,5,Sequential RNN
131,5.0978003,1.2800155,0.6465037,0.30881703,0.9302662,5,Sequential RNN
132,4.295622,2.6313999,1.93786,1.5681758,1.0184138,5,Sequential RNN
133,5.666439,1.6730318,1.0347474,0.694516,0.93727565,5,Sequential RNN
134,-0.41923583,1.2178118,0.6417724,0.33472046,0.8458732,5,Sequential RNN
135,3.560988,3.551701,2.5996268,2.0921333,1.3980526,5,Sequential RNN
136,4.4518905,3.428118,2.8210495,2.497458,0.8914361,5,Sequential RNN
137,-1.9053621,0.9802752,0.4598751,0.1824811,0.7641706,5,Sequential RNN
138,-7.766386,3.6134727,2.6203642,2.0909972,1.4583098,5,Sequential RNN
139,-0.20924018,2.4506905,1.471194,0.9490835,1.4383216,5,Sequential RNN
140,-0.98755175,2.253038,1.563696,1.1962494,1.0122494,5,Sequential RNN
141,1.6426147,2.7356145,1.9526166,1.5352482,1.1497766,5,Sequential RNN
142,3.3134046,2.4925585,1.7522769,1.3576775,1.0870504,5,Sequential RNN
143,1.8961148,1.6459038,1.0681504,0.76018506,0.8483895,5,Sequential RNN
144,-1.9579043,2.6720438,2.0000918,1.6419134,0.9867142,5,Sequential RNN
145,-0.7447205,1.6791625,0.9210016,0.5168714,1.1133059,5,Sequential RNN
146,2.446805,2.769269,1.8686066,1.3885173,1.3225592,5,Sequential RNN
147,0.2901454,1.8149294,1.2462159,0.9430687,0.8351157,5,Sequential RNN
148,-2.0045245,3.2891378,2.4775093,2.0448782,1.191821,5,Sequential RNN
149,2.457033,3.310925,2.249856,1.6842633,1.5581044,5,Sequential RNN
150,-0.1482244,1.3732295,0.71362174,0.3620247,0.9685871,5,Sequential RNN
151,-0.94168967,2.961724,2.0234616,1.523331,1.377771,5,Sequential RNN
152,-0.046344206,3.1221793,2.4847445,2.1449668,0.93602717,5,Sequential RNN
153,0.25865996,2.6068766,1.9236165,1.5594124,1.0033183,5,Sequential RNN
154,0.030401802,3.5534072,2.6459036,2.162168,1.3326049,5,Sequential RNN
155,1.8966995,2.7138262,1.998726,1.61755,1.0500728,5,Sequential RNN
156,1.4086682,2.349928,1.6215342,1.2332718,1.0695931,5,Sequential RNN
157,2.0354087,2.738788,2.097647,1.7558925,0.94147027,5,Sequential RNN
158,-2.041923,2.751693,2.0670333,1.7020836,1.0053735,5,Sequential RNN
159,0.44225165,3.539368,2.6033728,2.1044497,1.3744423,5,Sequential RNN
160,-3.2120013,3.2156153,2.3896348,1.9493561,1.2128918,5,Sequential RNN
161,-0.3194284,3.8249788,2.9335647,2.4584072,1.308977,5,Sequential RNN
162,-0.53991145,2.357647,1.5749731,1.1577775,1.1493007,5,Sequential RNN
163,-0.4168032,2.9051983,2.223953,1.8608222,1.0003605,5,Sequential RNN
164,2.793519,2.7713034,1.8641583,1.3806136,1.3320786,5,Sequential RNN
165,-0.7366726,2.1618638,1.4804051,1.1171604,1.000674,5,Sequential RNN
166,0.667178,3.3106828,2.4431891,1.9807808,1.2738514,5,Sequential RNN
167,-1.2902673,2.6287506,1.7564821,1.2915286,1.2808646,5,Sequential RNN
168,-1.772118,2.9697428,2.2305388,1.836515,1.085467,5,Sequential RNN
169,-0.40121552,2.6209042,1.773273,1.321451,1.2446866,5,Sequential RNN
170,0.82271117,2.0693562,1.2764785,0.85384345,1.1642845,5,Sequential RNN
171,-1.0788937,3.199244,2.4809449,2.0980616,1.0547727,5,Sequential RNN
172,1.6170349,2.6539426,1.7995244,1.3440862,1.2546523,5,Sequential RNN
173,-1.4943794,2.531766,1.8276551,1.452337,1.033935,5,Sequential RNN
174,-1.0336928,0.98186195,0.4398796,0.15098177,0.79586244,5,Sequential RNN
175,1.4984592,3.1396134,2.1739142,1.6591583,1.41806,5,Sequential RNN
176,2.2275987,2.512985,1.7494447,1.3424482,1.1212035,5,Sequential RNN
177,0.80584717,2.7075765,2.081475,1.7477379,0.91938573,5,Sequential RNN
178,-1.4977124,1.9688423,1.2310396,0.8377618,1.0834101,5,Sequential RNN
179,-0.896305,3.3293478,2.3487191,1.8260041,1.4399846,5,Sequential RNN
180,-0.07159891,1.7268375,0.9884613,0.5948781,1.0842521,5,Sequential RNN
181,2.0803878,2.7941027,2.123919,1.7666844,0.9841173,5,Sequential RNN
182,-0.674432,2.341383,1.7891355,1.4947661,0.81093544,5,Sequential RNN
183,0.22219901,1.9872638,1.189651,0.76449144,1.1712377,5,Sequential RNN
184,3.9299488,2.206253,1.6697353,1.38375,0.7878388,5,Sequential RNN
185,-0.053113732,2.757623,2.1054118,1.7577579,0.9577249,5,Sequential RNN
186,-0.07711672,2.5089862,1.6759452,1.2319019,1.2232605,5,Sequential RNN
187,-0.7842925,2.8561606,2.0971673,1.692594,1.1145269,5,Sequential RNN
188,-1.0085893,2.8307955,2.029465,1.6023234,1.1766964,5,Sequential RNN
189,-2.8229809,1.4583975,0.84010386,0.51052916,0.9079197,5,Sequential RNN
190,3.4710803,3.6326466,2.574071,2.0098095,1.55444,5,Sequential RNN
191,-1.1693311,1.6374271,1.0563658,0.7466368,0.8532472,5,Sequential RNN
192,0.51416874,2.3236964,1.5534532,1.1428834,1.1310469,5,Sequential RNN
193,-0.2449127,3.1046455,2.235616,1.7723885,1.276109,5,Sequential RNN
194,-0.7953415,2.3777347,1.5657587,1.1329427,1.1923298,5,Sequential RNN
195,1.9063014,2.4398043,1.5694653,1.1055399,1.2780308,5,Sequential RNN
196,-3.679422,2.0371017,1.3366263,0.9632448,1.0285989,5,Sequential RNN
197,-0.053366378,3.0785356,2.3314612,1.9332405,1.0970265,5,Sequential RNN
198,-0.08716499,2.468316,1.6264827,1.1777524,1.2361724,5,Sequential RNN
199,-1.925343,2.9663208,2.1368055,1.6946406,1.218084,5,Sequential RNN
200,-0.9613907,0.741241,0.1536178,-0.15960866,0.8628828,5,Sequential RNN
201,-1.8950102,3.2200434,2.1605103,1.5957378,1.5558484,5,Sequential RNN
202,0.8102793,2.5166595,1.6055583,1.1199049,1.3378873,5,Sequential RNN
203,2.672926,1.220954,0.5835115,0.24372926,0.9360392,5,Sequential RNN
204,-0.62726825,2.308059,1.7188905,1.4048398,0.86515236,5,Sequential RNN
205,-0.40049216,3.193338,2.2699356,1.7777252,1.3559515,5,Sequential RNN
206,-0.51851195,2.3439968,1.6117063,1.2213664,1.0753164,5,Sequential RNN
207,-0.1022605,3.8022068,2.9002588,2.4194846,1.3244461,5,Sequential RNN
208,2.4301102,1.6197307,0.8183654,0.39120564,1.1767482,5,Sequential RNN
209,-0.47309616,1.4180697,0.8299118,0.5164003,0.8636679,5,Sequential RNN
210,0.9156371,3.383336,2.3697515,1.8294699,1.4883778,5,Sequential RNN
211,-0.39451683,2.3632166,1.608989,1.2069559,1.1075295,5,Sequential RNN
212,-0.79646224,3.2041168,2.246323,1.7357806,1.4064534,5,Sequential RNN
213,0.9320147,1.9519489,1.1811471,0.7702791,1.1318675,5,Sequential RNN
214,-1.5949496,2.6279538,1.9412086,1.5751461,1.0084366,5,Sequential RNN
215,-0.40142566,2.3986857,1.6192169,1.2037293,1.1445935,5,Sequential RNN
216,-0.38335383,1.7296035,1.1140454,0.78592867,0.90390307,5,Sequential RNN
217,2.104051,3.0678344,2.2150555,1.7604916,1.2522445,5,Sequential RNN
218,0.70052093,3.871378,2.9221795,2.4162202,1.3938289,5,Sequential RNN
219,-0.92770296,2.3648005,1.66434,1.2909662,1.0285771,5,Sequential RNN
220,-1.8455596,3.0170662,2.1689122,1.7168117,1.2454543,5,Sequential RNN
221,-1.3734096,1.3703103,0.76206213,0.43784183,0.89316916,5,Sequential RNN
222,-3.9400399,3.5742805,2.7373557,2.2912407,1.2289648,5,Sequential RNN
223,3.5816498,3.197402,2.1142175,1.536837,1.5905799,5,Sequential RNN
224,1.9129997,3.0589335,2.2599878,1.8341179,1.1731945,5,Sequential RNN
225,0.06680937,3.1388505,2.3159733,1.8773468,1.2083362,5,Sequential RNN
226,-1.2328776,2.1533835,1.5891727,1.2884264,0.82850313,5,Sequential RNN
227,0.08013834,3.314383,2.4518683,1.9921155,1.2665386,5,Sequential RNN
228,-0.93585116,2.816687,1.9755398,1.5271748,1.2351648,5,Sequential RNN
229,2.6135774,2.5000339,1.6368241,1.1766992,1.2675623,5,Sequential RNN
230,0.9294651,1.2066535,0.6937194,0.42030516,0.75320715,5,Sequential RNN
231,1.8661977,2.0604343,1.3189243,0.92366934,1.0888555,5,Sequential RNN
232,0.20273228,3.2615337,2.496233,2.0882986,1.123789,5,Sequential RNN
233,0.22989523,2.876455,2.0103726,1.548716,1.2717807,5,Sequential RNN
234,0.61337656,2.7542315,1.912474,1.4637828,1.236062,5,Sequential RNN
235,-0.5691028,2.834575,2.0328338,1.6054744,1.1772988,5,Sequential RNN
236,-0.32614368,2.279233,1.3842802,0.90723455,1.314175,5,Sequential RNN
237,-0.26657206,3.6527162,2.608232,2.0514808,1.5337512,5,Sequential RNN
238,0.9060364,3.8461752,2.9475904,2.4686098,1.3195065,5,Sequential RNN
239,-0.33170962,1.9497751,1.2434232,0.86690956,1.0372277,5,Sequential RNN
240,0.7745652,2.5508006,1.7899442,1.3843766,1.117264,5,Sequential RNN
241,-1.4556992,2.2876568,1.4874089,1.0608453,1.175107,5,Sequential RNN
242,0.05619724,3.3394048,2.38881,1.8821046,1.3958807,5,Sequential RNN
243,-0.08736273,2.769759,1.9604781,1.5290978,1.1883729,5,Sequential RNN
244,0.16050476,3.2984972,2.4089816,1.9348341,1.3061906,5,Sequential RNN
245,-0.48357737,2.117551,1.6027585,1.3283532,0.75593656,5,Sequential RNN
246,-0.29567435,2.1500714,1.3558583,0.9325114,1.1662441,5,Sequential RNN
247,0.21557795,3.815544,2.9688463,2.5175228,1.2433147,5,Sequential RNN
248,-0.46111226,3.1487331,2.173144,1.6531163,1.4325836,5,Sequential RNN
249,-0.0074348175,3.0413828,2.0830731,1.5722557,1.4072092,5,Sequential RNN
