Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.02811245,121,0.039124638,5.533787,1.7623398e-14,5.533787,Yellow,2,Sequential LSTM
0.05,0.044176705,115,6.205195,0.18473053,4.660889e-20,0.18473053,Green,2,Sequential LSTM
0.1,0.052208837,111,16.374464,7.5231476,1.4814134e-22,7.5231476,Green,2,Sequential LSTM
