Model,Avg_Portfolio_Return,Portfolio_Volatility,Avg_VaR_1,Avg_VaR_5,Avg_VaR_10,N_Assets
Sequential RNN,0.04122239723801613,0.5561234951019287,1.5694591999053955,1.190739393234253,0.9888662695884705,15
Sequential LSTM,0.02414236217737198,1.0678107738494873,2.459245443344116,1.7320663928985596,1.3444509506225586,15
