Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.30677763,5.920987,4.25499,3.3669477,2.4463968,2,Sequential RNN
2,0.39682877,4.2149067,3.0944607,2.4972193,1.6452935,2,Sequential RNN
3,-0.4277395,3.9521637,2.6484215,1.9534758,1.9144526,2,Sequential RNN
4,0.026687028,3.9914312,2.8537993,2.247397,1.6705322,2,Sequential RNN
5,-0.29651174,5.8852153,4.547717,3.834778,1.9640197,2,Sequential RNN
6,0.11693458,4.644992,3.4885159,2.8720682,1.6982045,2,Sequential RNN
7,-0.57697916,4.254589,2.9210656,2.2102456,1.9581817,2,Sequential RNN
8,0.5243419,5.681115,4.055743,3.189357,2.3867414,2,Sequential RNN
9,-0.4643831,2.9822898,1.8314172,1.217956,1.689975,2,Sequential RNN
10,0.19882055,1.995072,1.1469628,0.6948875,1.2453868,2,Sequential RNN
11,-0.6674025,4.1319404,2.7502868,2.0138106,2.0288591,2,Sequential RNN
12,-0.014850263,5.167033,3.8992617,3.2234867,1.8616347,2,Sequential RNN
13,-1.9339697,5.4724684,4.1755767,3.4842813,1.9043945,2,Sequential RNN
14,-1.446563,6.225418,4.9639454,4.2915316,1.8523827,2,Sequential RNN
15,1.3048593,2.9590304,1.9010544,1.337111,1.5535625,2,Sequential RNN
16,-0.13715054,2.2959964,1.1814369,0.58733284,1.636651,2,Sequential RNN
17,0.33630475,7.783343,6.0905757,5.1882634,2.4857082,2,Sequential RNN
18,0.60861135,6.225407,4.5596175,3.6716866,2.446093,2,Sequential RNN
19,0.47174495,2.6609168,1.5721112,0.9917349,1.5988332,2,Sequential RNN
20,1.5758574,3.8419116,2.52843,1.8282925,1.9287553,2,Sequential RNN
21,0.14703004,2.3935914,1.2910805,0.70339894,1.6189586,2,Sequential RNN
22,-0.08009204,3.8852441,2.6761625,2.031673,1.775451,2,Sequential RNN
23,0.2699033,4.656019,3.257867,2.5125957,2.0530884,2,Sequential RNN
24,0.37742123,4.0533915,2.8017654,2.1345985,1.8379248,2,Sequential RNN
25,-0.054728646,3.8642013,2.562824,1.8691396,1.910978,2,Sequential RNN
26,0.51447666,3.8350325,2.7303772,2.1415527,1.622107,2,Sequential RNN
27,0.856533,2.8454773,1.6854875,1.0671678,1.7033621,2,Sequential RNN
28,0.15434626,2.2233806,1.1428359,0.5668633,1.5867025,2,Sequential RNN
29,0.07409839,2.5648017,1.5553677,1.0172998,1.4822812,2,Sequential RNN
30,0.61073637,2.6284297,1.5468411,0.97031206,1.588235,2,Sequential RNN
31,1.4298935,3.8766828,2.577189,1.8845063,1.9082167,2,Sequential RNN
32,-0.4060569,2.3325677,1.2917523,0.73695666,1.5283633,2,Sequential RNN
33,0.15478566,6.1729846,4.4933167,3.597988,2.4664712,2,Sequential RNN
34,-0.16634879,3.080638,1.9809817,1.394821,1.6147673,2,Sequential RNN
35,0.6820156,5.724212,4.4443245,3.7620916,1.8794268,2,Sequential RNN
36,0.0426529,2.3764248,1.2744377,0.6870348,1.6181892,2,Sequential RNN
37,0.09929889,3.4998035,2.3911633,1.800215,1.6279596,2,Sequential RNN
38,-1.4403659,4.420704,3.0990708,2.3945873,1.9407244,2,Sequential RNN
39,0.7837933,6.220917,4.9075685,4.2075024,1.9285591,2,Sequential RNN
40,-2.209633,3.8183854,2.5285332,1.8409915,1.8940545,2,Sequential RNN
41,0.84869283,6.124778,4.9636116,4.3446655,1.7050861,2,Sequential RNN
42,-0.41086456,4.142314,2.8441029,2.152105,1.9063302,2,Sequential RNN
43,-1.0668359,6.3978744,5.118402,4.436392,1.8788123,2,Sequential RNN
44,-0.24712898,5.3501153,4.059451,3.3714752,1.895249,2,Sequential RNN
45,1.6312419,3.1691756,2.1110923,1.5470926,1.5537195,2,Sequential RNN
46,-0.2778374,3.3807359,2.2176366,1.5976583,1.7079281,2,Sequential RNN
47,0.77980226,4.1639915,3.0316947,2.4281344,1.6626985,2,Sequential RNN
48,0.10041186,5.404491,3.9075935,3.109686,2.1980894,2,Sequential RNN
49,-0.43488008,3.11861,1.9743801,1.36446,1.6802204,2,Sequential RNN
50,0.7288129,2.4154997,1.4116178,0.8765088,1.4741281,2,Sequential RNN
51,-0.33790004,2.4090688,1.3017676,0.7115329,1.625992,2,Sequential RNN
52,-1.4217666,6.1237526,4.5900283,3.7724924,2.2521644,2,Sequential RNN
53,0.79522645,6.989244,5.5500917,4.782966,2.113294,2,Sequential RNN
54,-0.6359048,3.567825,2.3229315,1.659354,1.8280374,2,Sequential RNN
55,0.9292545,2.0343723,1.15726,0.6897248,1.2879767,2,Sequential RNN
56,-2.163598,3.2365038,2.0482433,1.4148529,1.7448759,2,Sequential RNN
57,-0.39475882,3.1185274,2.008705,1.4171256,1.6296952,2,Sequential RNN
58,0.34471312,2.9265888,1.8662874,1.301105,1.5569768,2,Sequential RNN
59,1.3242017,4.055911,2.6832907,1.9516302,2.0155952,2,Sequential RNN
60,0.42715573,2.6949234,1.5280893,0.90612024,1.7134129,2,Sequential RNN
61,-0.618635,3.8356657,2.527139,1.829642,1.9214771,2,Sequential RNN
62,1.4307424,3.6824355,2.554272,1.9529157,1.6566277,2,Sequential RNN
63,-0.23452805,3.3068147,2.1767073,1.5743151,1.6594826,2,Sequential RNN
64,0.15212978,2.1598635,1.201884,0.69124275,1.406725,2,Sequential RNN
65,1.7198129,3.5303226,2.381785,1.7695701,1.6865426,2,Sequential RNN
66,0.14652173,3.3783627,2.2984927,1.7228782,1.5857126,2,Sequential RNN
67,0.2195959,2.340377,1.3310596,0.79305285,1.4821119,2,Sequential RNN
68,0.16316132,2.3379345,1.296555,0.7414582,1.5291921,2,Sequential RNN
69,0.09233082,3.094294,2.0204363,1.448028,1.576883,2,Sequential RNN
70,0.91529626,4.280382,3.0190594,2.346725,1.8521624,2,Sequential RNN
71,-0.0061046835,1.9605346,1.092446,0.62972045,1.2747262,2,Sequential RNN
72,1.8337624,5.0364456,3.5305076,2.7277842,2.211362,2,Sequential RNN
73,0.1463366,2.3662956,1.321769,0.76499474,1.533813,2,Sequential RNN
74,0.12873608,4.226602,2.849274,2.1151035,2.0225081,2,Sequential RNN
75,-0.9283283,3.65464,2.5120442,1.9029961,1.6778203,2,Sequential RNN
76,-0.6414914,3.4180486,2.2499073,1.6272423,1.7153316,2,Sequential RNN
77,-0.5641991,1.5697299,0.780028,0.35908562,1.159621,2,Sequential RNN
78,-0.51630735,5.589748,4.281216,3.5837183,1.9214847,2,Sequential RNN
79,0.022477336,5.426302,4.1809993,3.517204,1.8286369,2,Sequential RNN
80,-0.0070266807,6.300263,4.6246157,3.7314315,2.460566,2,Sequential RNN
81,0.69382906,3.5825155,2.4936705,1.913274,1.5988921,2,Sequential RNN
82,-0.40417662,4.4174733,2.9924242,2.2328157,2.092583,2,Sequential RNN
83,-0.20048384,3.3323717,2.1779685,1.5626253,1.69516,2,Sequential RNN
84,0.77538973,3.9622595,2.8322666,2.2299354,1.6593143,2,Sequential RNN
85,-0.80847186,3.8812275,2.6143725,1.9390897,1.8602849,2,Sequential RNN
86,0.58238703,7.5002637,5.8254676,4.9327354,2.459317,2,Sequential RNN
87,0.67937505,3.9294136,2.651293,1.9700029,1.8768314,2,Sequential RNN
88,-0.8732373,2.1950254,1.2297635,0.7152403,1.4174191,2,Sequential RNN
89,0.6392401,6.507586,5.1651106,4.4495173,1.9713293,2,Sequential RNN
90,-0.23053937,2.4705424,1.3206961,0.7077827,1.6884673,2,Sequential RNN
91,-0.69810164,2.0207086,1.1558995,0.69492257,1.2699099,2,Sequential RNN
92,-1.5024604,6.069872,4.7528887,4.0508842,1.9338977,2,Sequential RNN
93,-1.9477044,5.7215967,4.688162,4.1373005,1.5175265,2,Sequential RNN
94,-0.22805506,2.732068,1.7023659,1.1534935,1.5120437,2,Sequential RNN
95,-1.2581987,5.8898816,4.2458587,3.3695316,2.4141288,2,Sequential RNN
96,-0.3604561,5.9949236,4.6716566,3.9663045,1.9431213,2,Sequential RNN
97,-1.4019665,6.5741463,5.217737,4.494717,1.9917902,2,Sequential RNN
98,0.75192267,2.8578265,1.8068271,1.2466029,1.5433173,2,Sequential RNN
99,0.64225286,3.6160963,2.359828,1.6901878,1.8447396,2,Sequential RNN
100,-0.72943425,4.1509724,2.7742171,2.0403526,2.0216656,2,Sequential RNN
101,-1.9352679,5.067647,3.6724715,2.9287882,2.0487158,2,Sequential RNN
102,-0.39503312,6.220467,4.935632,4.250765,1.8866903,2,Sequential RNN
103,1.4205644,5.783413,4.497582,3.8121831,1.8881494,2,Sequential RNN
104,0.8848289,2.1248865,1.0181354,0.42819318,1.6251845,2,Sequential RNN
105,0.24333061,3.9483929,2.6731021,1.9933217,1.8726737,2,Sequential RNN
106,-0.70411354,5.1232386,3.6539652,2.8707807,2.1575274,2,Sequential RNN
107,-0.58620214,5.5152574,3.9418893,3.10322,2.310381,2,Sequential RNN
108,0.23669864,4.8493004,3.6634338,3.0313194,1.7413614,2,Sequential RNN
109,-0.7328439,2.9358459,1.7903459,1.1797487,1.6820858,2,Sequential RNN
110,-0.21143812,6.3403387,5.0700226,4.392893,1.8653703,2,Sequential RNN
111,-1.5596576,4.593685,3.4465783,2.8351247,1.6844438,2,Sequential RNN
112,-1.9555349,3.547907,2.3101172,1.6503267,1.8176055,2,Sequential RNN
113,-2.6668463,3.3854752,2.1769328,1.5327306,1.7746598,2,Sequential RNN
114,0.22395352,5.447009,4.493334,3.9849868,1.400406,2,Sequential RNN
115,-5.9524536,5.470502,4.514534,4.0049653,1.403771,2,Sequential RNN
116,1.6678548,3.5783246,2.4041433,1.7782592,1.7242001,2,Sequential RNN
117,1.2736729,2.180031,1.0969992,0.5196994,1.5903561,2,Sequential RNN
118,-0.61311704,3.1014466,2.0559542,1.4986663,1.5352298,2,Sequential RNN
119,2.4070978,3.643757,2.4608977,1.8303871,1.736945,2,Sequential RNN
120,-2.3080747,6.560155,5.2961335,4.6223593,1.8561275,2,Sequential RNN
121,-6.587326,6.082749,4.910149,4.2851048,1.7218807,2,Sequential RNN
122,-0.68000185,5.350662,4.4247417,3.9311893,1.3596476,2,Sequential RNN
123,-3.5419302,2.0328388,0.93256646,0.34607792,1.6156715,2,Sequential RNN
124,-9.557865,5.4149847,4.4714327,3.9684787,1.3855426,2,Sequential RNN
125,0.6323011,5.302044,4.3885427,3.9016094,1.341412,2,Sequential RNN
126,-9.490398,1.8214805,0.7567191,0.18915878,1.5635262,2,Sequential RNN
127,3.166672,5.3167415,4.3998194,3.9110634,1.346434,2,Sequential RNN
128,-9.07405,2.0069237,0.90926284,0.32416606,1.6118364,2,Sequential RNN
129,-3.583787,5.2562075,4.3530645,3.8716536,1.3262019,2,Sequential RNN
130,0.9341467,3.6675615,2.5270293,1.9190812,1.6747901,2,Sequential RNN
131,-7.022612,2.8610146,1.6695274,1.0344173,1.7496144,2,Sequential RNN
132,6.4685574,5.4061675,4.457361,3.9516091,1.3932565,2,Sequential RNN
133,6.445299,2.0400355,0.92551905,0.33143765,1.6365879,2,Sequential RNN
134,3.6572785,2.049401,0.9349245,0.34086478,1.636529,2,Sequential RNN
135,-4.361453,2.0173626,0.9177018,0.33153886,1.6147745,2,Sequential RNN
136,8.966835,5.403953,4.4612556,3.958759,1.384285,2,Sequential RNN
137,-2.709356,3.4513955,2.6214905,2.1791184,1.2186567,2,Sequential RNN
138,3.458311,6.0919194,4.8272963,4.1532035,1.8570085,2,Sequential RNN
