Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,0.6588784,2.373511,1.6391172,1.2476563,1.0784044,10,Sequential LSTM
2,0.3644985,2.371058,1.6183047,1.2170568,1.105365,10,Sequential LSTM
3,0.048207015,3.1154118,2.28353,1.8401049,1.2215577,10,Sequential LSTM
4,0.53536826,2.4494867,1.6856061,1.2784278,1.1217039,10,Sequential LSTM
5,2.996969,2.8616889,2.0675964,1.6443139,1.166067,10,Sequential LSTM
6,0.15723996,1.8926996,1.2585407,0.9205091,0.9312164,10,Sequential LSTM
7,-0.26222888,2.3381891,1.6776402,1.3255409,0.9699704,10,Sequential LSTM
8,-0.91882724,2.3779566,1.697578,1.3349092,0.9990874,10,Sequential LSTM
9,-1.1749153,2.9181526,2.1537817,1.7463403,1.122426,10,Sequential LSTM
10,-1.2603675,2.537944,1.7787781,1.3741122,1.114782,10,Sequential LSTM
11,-1.3065039,3.123737,2.2076323,1.7193129,1.3452338,10,Sequential LSTM
12,-0.66000396,2.5453863,1.772425,1.3604068,1.1350371,10,Sequential LSTM
13,-0.13758928,2.2072058,1.5603912,1.2156138,0.9498003,10,Sequential LSTM
14,0.9042215,1.9248372,1.3273884,1.0089244,0.8773114,10,Sequential LSTM
15,0.9470809,2.107552,1.4794395,1.1446311,0.9223383,10,Sequential LSTM
16,0.47091228,2.1498878,1.4576372,1.0886403,1.016521,10,Sequential LSTM
17,-0.64493537,2.525022,1.8010459,1.4151379,1.0631067,10,Sequential LSTM
18,-0.58924454,1.947251,1.3692676,1.0611794,0.84872764,10,Sequential LSTM
19,-0.9882086,2.5610828,1.8259332,1.4340696,1.0795151,10,Sequential LSTM
20,-0.3860663,2.3551416,1.6873604,1.3314071,0.9805889,10,Sequential LSTM
21,0.7929603,1.9059125,1.3172557,1.0034776,0.86440104,10,Sequential LSTM
22,1.5773413,2.249135,1.5209076,1.1327335,1.0693495,10,Sequential LSTM
