Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.02811245,111,0.011388251,5.533787,1.838349,7.3721356,Yellow,5,Sequential LSTM
0.05,0.064257026,90,4.133206,0.9813309,6.2046933,7.186024,Green,5,Sequential LSTM
0.1,0.084337346,27,1.5297478,0.7129822,2.6001825,3.3131647,Green,5,Sequential LSTM
