Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-1.2500062,2.5970728,1.8690352,1.4809625,1.0690709,5,Sequential LSTM
2,-0.018673263,4.435577,3.4967675,2.9963455,1.3785739,5,Sequential LSTM
3,-0.43652335,2.9830904,2.1252267,1.6679523,1.2597102,5,Sequential LSTM
4,1.5132132,2.886451,2.1213186,1.7134727,1.1235421,5,Sequential LSTM
5,-0.2247264,2.9243577,2.1433125,1.7269838,1.1469088,5,Sequential LSTM
6,0.10219407,3.2189124,2.4781632,2.083315,1.0877384,5,Sequential LSTM
7,0.41621998,4.3336525,3.3761687,2.865792,1.405997,5,Sequential LSTM
8,-0.7574111,3.252578,2.4578435,2.034219,1.1670108,5,Sequential LSTM
9,-0.013376975,3.6792448,2.6374552,2.0821397,1.5297948,5,Sequential LSTM
10,1.0436509,2.7752414,1.8879998,1.4150656,1.3028498,5,Sequential LSTM
11,-1.1739376,3.3790357,2.378186,1.8446932,1.4696766,5,Sequential LSTM
12,0.02103766,3.8892834,2.9021516,2.3759713,1.4495332,5,Sequential LSTM
13,0.5503584,4.8414526,3.8350785,3.2986395,1.4777905,5,Sequential LSTM
14,-0.8637782,4.4441786,3.2312098,2.5846481,1.781159,5,Sequential LSTM
15,0.11412707,3.7809587,2.604441,1.9773107,1.7276322,5,Sequential LSTM
16,0.867173,2.7072172,1.729653,1.208572,1.4354842,5,Sequential LSTM
17,-0.5047919,3.4002485,2.5158842,2.044483,1.2986264,5,Sequential LSTM
18,-0.7168267,4.378352,3.5133264,3.0522332,1.2702298,5,Sequential LSTM
19,0.8310312,3.019509,2.0476735,1.529648,1.4270699,5,Sequential LSTM
20,0.40956745,2.9048185,1.9480882,1.4381138,1.4048896,5,Sequential LSTM
21,-0.44734487,2.239442,1.3304672,0.84594744,1.3347652,5,Sequential LSTM
22,0.8700624,3.4043615,2.6190727,2.2004824,1.1531404,5,Sequential LSTM
23,0.68026006,2.2229257,1.5073029,1.1258484,1.0508394,5,Sequential LSTM
24,-0.30780005,3.167771,2.3100564,1.8528606,1.2594934,5,Sequential LSTM
25,0.1272071,2.7032354,1.9025873,1.4758104,1.1756951,5,Sequential LSTM
26,0.14431462,2.8052917,2.0687058,1.6760756,1.081624,5,Sequential LSTM
27,-1.413122,2.6572418,1.8304527,1.3897412,1.2140813,5,Sequential LSTM
28,-0.9433912,3.9823747,2.7388852,2.0760567,1.8259746,5,Sequential LSTM
29,0.23992129,2.9707065,2.1271942,1.6775687,1.238638,5,Sequential LSTM
30,0.48016655,2.588463,1.796068,1.3736899,1.1635759,5,Sequential LSTM
31,-1.0895455,3.2763648,2.3967476,1.9278772,1.2916547,5,Sequential LSTM
32,1.0047548,3.8432233,2.682177,2.0632942,1.7049129,5,Sequential LSTM
33,0.5027376,3.3090854,2.4945035,2.060298,1.1961566,5,Sequential LSTM
34,0.73444724,3.0175867,2.1024628,1.6146646,1.3437954,5,Sequential LSTM
35,-0.32711217,3.5776467,2.7089634,2.2459192,1.2756007,5,Sequential LSTM
36,-0.48794872,2.854982,1.8590223,1.328136,1.462496,5,Sequential LSTM
37,0.43524152,3.0237567,2.218163,1.78875,1.1829568,5,Sequential LSTM
38,0.5855482,3.7717252,2.9445353,2.5036104,1.2146703,5,Sequential LSTM
39,0.11774126,3.6810212,2.7138653,2.198333,1.4201998,5,Sequential LSTM
40,1.3413547,3.2882767,2.3866873,1.9061041,1.3239201,5,Sequential LSTM
41,0.17463893,4.1424828,3.0050814,2.3988004,1.6701941,5,Sequential LSTM
42,1.0452622,3.4862552,2.502719,1.9784551,1.444253,5,Sequential LSTM
43,0.3300281,3.6472406,2.750461,2.2724426,1.3168567,5,Sequential LSTM
44,-1.0277284,3.6106532,2.5883994,2.043498,1.5011067,5,Sequential LSTM
45,1.3589686,3.3672101,2.471828,1.9945544,1.3148046,5,Sequential LSTM
46,0.51971036,2.6207383,1.7966565,1.357389,1.2101041,5,Sequential LSTM
47,0.4371383,2.7844114,2.043452,1.6484923,1.0880446,5,Sequential LSTM
48,-0.1276836,3.6555252,2.6702998,2.1451356,1.446732,5,Sequential LSTM
49,-0.35843915,3.9914496,2.783104,2.139008,1.774369,5,Sequential LSTM
50,-1.3383317,3.3541303,2.3015137,1.7404267,1.5456929,5,Sequential LSTM
51,1.6971066,3.6409707,2.5299668,1.937756,1.6314325,5,Sequential LSTM
52,0.72379786,3.0247216,2.2564454,1.846925,1.1281582,5,Sequential LSTM
53,-0.8082148,3.8496952,2.8335183,2.2918563,1.492182,5,Sequential LSTM
54,-1.6041231,3.3658185,2.4174814,1.9119797,1.3925663,5,Sequential LSTM
55,-1.7814347,3.4861276,2.4317298,1.8696939,1.548309,5,Sequential LSTM
56,0.60099095,3.874212,2.9138203,2.4018939,1.4102663,5,Sequential LSTM
57,1.5911789,3.7567942,2.5893214,1.9670126,1.7143512,5,Sequential LSTM
58,0.7087185,3.294836,2.235437,1.6707364,1.5556504,5,Sequential LSTM
59,-0.026871433,3.2797728,2.416691,1.9566357,1.2673723,5,Sequential LSTM
60,-0.07480921,2.7285416,1.8324922,1.3548628,1.3157845,5,Sequential LSTM
61,0.31376413,2.9972553,2.2300615,1.8211167,1.1265688,5,Sequential LSTM
62,-0.40864655,2.8021545,2.0407662,1.6349161,1.1180451,5,Sequential LSTM
63,-1.0184797,3.6867738,2.6044006,2.027452,1.5893888,5,Sequential LSTM
