Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Asset_30_Weight,Day,N_Assets,Model
-0.019498134,-0.019403234,-0.10920844,-0.021395976,-0.037918177,-0.013311667,-0.034370374,0.19424357,-0.009995642,-0.07868355,-0.1317946,-0.07740383,0.23751652,0.119500406,-0.15420875,-0.015313078,-0.2496517,0.45268902,-0.010702324,-0.035938103,-0.0097074155,-0.116190396,0.0007413285,0.0010462007,-0.06271702,0.020474777,-0.002060876,-0.046426672,0.95666224,0.27302566,47,30,BNN-DCC-GARCH
-0.10355871,-0.03251804,-0.372023,-0.029557066,-0.086370796,0.018138802,-0.09132946,0.29487103,0.0405478,-0.36002544,0.06150365,-0.02167914,0.75086284,0.05623828,-0.25519136,0.016808337,-0.029938709,0.18223557,-0.042227663,0.4009681,0.077573925,-0.11303636,-0.0313769,-0.08057709,-0.06362344,-0.12750211,-0.073495306,0.035072055,0.6655007,0.3137095,48,30,BNN-DCC-GARCH
-0.079684235,-0.024235887,-0.27520764,-0.051859237,-0.091578744,0.21050298,-0.0275767,0.0944844,0.138963,-0.13643466,0.0682789,0.049717233,0.4928038,0.098990366,-0.32096872,0.047583193,-0.21105583,-0.22542782,-0.07864268,0.168052,0.05173516,-0.12949653,-0.06368747,-0.06458512,0.048464876,0.097748786,-0.028276188,-0.020224104,0.69403815,0.5675785,49,30,BNN-DCC-GARCH
-0.015873672,-0.022390665,-0.053378142,-0.030924354,0.006628445,-0.083631344,-0.042468213,0.10913267,0.16911182,-0.011057962,-0.02748463,0.02689291,0.03418288,0.16782059,-0.24178167,0.024568642,-0.33483878,-0.21202298,-0.04665136,0.030437062,0.11075232,-0.043771677,-0.031797186,0.037352983,0.009546365,0.29350618,-0.006351954,0.0065989196,0.6366269,0.54126596,50,30,BNN-DCC-GARCH
0.0422545,-0.012745653,-0.019704647,-0.06581952,0.09540842,-0.20750917,-0.05208231,0.29213312,0.046635292,0.13628028,-0.17976455,-0.32035062,-0.07187638,0.77331525,-0.31155005,-0.07065214,-0.45756137,-0.16244659,-0.12123442,-0.10815272,0.3606844,-0.16892816,0.3099196,0.19579363,-0.059670623,0.22674207,0.016796356,-0.009780827,0.53965795,0.36420926,51,30,BNN-DCC-GARCH
-0.030153122,0.009149752,-0.18073437,-0.05809876,-0.03383462,-0.042212628,-0.014565438,0.095472,0.24721268,0.14406325,0.10145814,-0.13502638,0.15119691,1.6695752,-0.8585644,0.008829245,-0.28527316,0.16661553,-0.17618498,0.087484024,-0.08232596,0.32336375,0.124069735,-0.10934379,-0.2570218,-0.28842816,0.037487093,0.076588355,0.034376882,0.27482486,52,30,BNN-DCC-GARCH
0.001422617,0.010148182,-0.09276244,-0.019251406,0.0020559228,-0.12283134,-0.029885175,0.17162515,-0.074878976,0.19723701,-0.023962926,-0.07883081,0.024130516,0.5278148,-0.24015738,0.0020190512,-0.24577515,0.34644184,-0.10419631,-0.17359808,0.51487094,-0.24494986,0.045584835,0.00081677607,-0.001405492,0.061017025,-0.030604279,-0.015618514,0.37078393,0.22273964,53,30,BNN-DCC-GARCH
0.010149632,-0.029402366,0.013349465,-0.05984076,0.07346938,-0.18412802,-0.04645291,0.3254716,0.21113287,0.2724365,-0.06610604,-0.19903062,-0.1742857,1.0184361,-0.39257652,-0.02207676,-0.44120792,-0.27963513,-0.15224397,-0.13582781,0.3275377,-0.0019542142,0.22689158,0.0791482,-0.029957838,0.10631587,0.025192196,0.026656473,0.16053541,0.33800408,54,30,BNN-DCC-GARCH
-0.056335878,-0.016420174,-0.21277694,-0.123422086,-0.061900236,-0.04097312,-0.03787406,0.1551699,0.19579487,-0.05728969,0.018447794,-0.047980517,0.30519122,-0.07692483,-0.26715124,0.12200293,-0.4032364,0.14146732,-0.032519802,0.16321346,0.06470582,-0.14825125,-0.021139486,-0.036142625,-0.028746435,0.13505027,-0.013291143,-0.022047743,0.7253568,0.67802346,55,30,BNN-DCC-GARCH
0.00040662248,-0.010272792,0.020540921,-0.09389697,0.17346185,-0.109457344,-0.018129684,0.12522262,-0.016214427,0.027526662,0.059564706,0.052091464,-0.14940082,-0.06414481,-0.2555672,0.26685998,-0.5721751,-0.16676208,-0.11381211,0.08153789,0.15731153,-0.2132888,-0.049320746,-0.039777916,0.090037525,0.6248951,-0.023420118,-0.06886252,0.7900887,0.49495754,56,30,BNN-DCC-GARCH
-0.025246525,-0.013630447,-0.14299513,-0.10108495,0.07655928,-0.09635148,-0.054555994,0.19052376,-0.010877958,-0.09998212,0.16525654,-0.20000857,0.09123273,0.011996692,-0.30248138,0.0336894,-0.4349484,0.3486752,-0.07856497,0.11568012,0.038685624,-0.20783335,0.14699683,-0.07848153,-0.043252897,0.23085715,0.00035259814,-0.08208469,0.9736034,0.5482715,57,30,BNN-DCC-GARCH
0.03020915,-0.035141647,0.06938951,-0.09212611,0.12911393,-0.28343198,-0.04174571,0.23794115,0.15946771,0.18316405,-0.31790233,-0.4814287,-0.09475355,0.2635412,-0.31449264,0.024739692,-0.5937862,-0.3321021,0.06773495,-0.062203933,0.12607779,0.15948503,0.5469139,0.3030847,0.13865824,0.4082474,0.05762364,0.03495565,0.23265432,0.47611314,58,30,BNN-DCC-GARCH
0.009635582,-0.033536028,-0.037356194,-0.028544808,0.009958202,-0.17131205,-0.052511454,0.4085103,-0.03929521,0.13967714,-0.1206551,-0.11699962,-0.011492255,0.5142232,-0.25255004,0.011549859,-0.37890357,0.13993225,-0.116168156,-0.097151145,0.17623399,-0.15935232,0.046393946,0.049652833,-0.009998379,0.25090826,0.001943941,-0.035543885,0.55625916,0.34649146,59,30,BNN-DCC-GARCH
-0.0014796188,-0.08013089,-0.25032395,-0.105655365,-0.03464517,-0.1028998,-0.046411578,0.2699057,0.13121223,0.22984241,-0.14027151,-0.79561216,0.27332693,0.6390985,-0.57113624,0.08562606,-0.5818139,0.64626855,0.053969428,-0.11469793,0.07124094,-0.077689216,0.8406271,-0.056966282,-0.1250455,0.19504443,-0.01209657,0.16510838,0.043970034,0.451635,60,30,BNN-DCC-GARCH
-0.030516308,-0.020067878,-0.24624741,-0.02365447,-0.09660207,0.13410863,-0.032689977,0.16451378,0.03726705,0.021867456,-0.06890967,0.023774233,0.45101386,0.07142601,-0.20238715,0.02230314,-0.29114673,0.534237,-0.091227144,-0.038927056,0.2150735,-0.19419466,-0.06599586,-0.0748763,-0.019358283,0.058498368,-0.11288278,-0.06712196,0.6336164,0.30910635,61,30,BNN-DCC-GARCH
-0.024894428,-0.0180172,-0.16818857,-0.0535392,-0.047615547,-0.19236265,-0.027238319,0.12006588,0.31767237,-0.034625173,0.08987733,0.020379748,0.12612452,0.1925931,-0.24377126,0.03902297,-0.39329588,-0.14095438,-0.062000684,0.09728231,0.17076409,-0.12738474,-0.056953926,-0.01582894,0.024166644,0.08780615,0.01103346,-0.055107128,0.88575965,0.4792295,62,30,BNN-DCC-GARCH
0.0545562,-0.04844803,0.14943956,-0.035804514,0.0941952,-0.24478263,-0.049238455,0.32032126,-0.08936697,0.29073167,-0.12241819,-0.09515402,-0.27945605,0.62949526,-0.13177788,0.009663028,-0.20276228,-0.28639048,-0.17401858,-0.20932893,0.95824546,-0.2199201,0.17157434,0.16336517,-0.014198756,0.28032887,-0.034413163,-0.03387025,-0.06586086,0.21529432,63,30,BNN-DCC-GARCH
0.026909258,-0.07526533,-0.10053812,-0.11938276,0.07064509,-0.027830305,-0.02946514,0.22851628,-0.09276084,0.30994138,0.34098807,-0.6990026,-0.1260913,0.30581284,-0.24323401,0.19701758,-0.32015437,-0.16579518,-0.11086263,-0.12069962,0.2874323,-0.13826054,1.1145551,-0.17424661,-0.07757233,0.6327071,-0.024112362,-0.041636303,-0.18230522,0.35469043,64,30,BNN-DCC-GARCH
-0.0003077516,-0.044734765,-0.042465005,-0.09597681,0.013273841,0.029797163,-0.06790921,0.46493053,0.22344622,0.09955983,-0.28217298,-0.1136058,0.14413652,0.4268385,-0.19215482,-0.039190844,-0.2880929,0.58644384,-0.08474235,-0.08323416,-0.060796842,-0.1018855,0.06999173,0.09207673,-0.010677521,-0.09004443,0.12911555,-0.052962698,0.15644202,0.21490197,65,30,BNN-DCC-GARCH
-0.016864138,-0.029395483,0.072130114,-0.05360758,0.15058284,-0.36574623,-0.01088312,0.2562422,0.27642247,0.41732234,-0.12771626,-0.5228248,-0.3169289,0.8453805,-0.25259504,0.025293842,-0.37535167,-0.0054752957,-0.115729645,-0.24775976,0.30652907,-0.10900387,0.6133179,0.097739086,0.10347943,0.009836177,0.1825923,-0.0019319545,-0.097035214,0.2919807,66,30,BNN-DCC-GARCH
