Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,0.06853989,1.4849547,1.0427687,0.807066,0.64931816,10,Sequential LSTM
2,-1.0328189,1.9614028,1.2795545,0.916102,1.0012462,10,Sequential LSTM
3,-0.03919575,1.884589,1.2861077,0.96709275,0.8788276,10,Sequential LSTM
4,-1.2723633,2.1896622,1.5738955,1.2456672,0.9042099,10,Sequential LSTM
5,1.2591442,2.5810003,1.8355032,1.438124,1.0947093,10,Sequential LSTM
6,0.13322507,2.4116116,1.7501427,1.3975542,0.9713198,10,Sequential LSTM
7,-0.012896335,2.570214,1.9623218,1.6382915,0.89264566,10,Sequential LSTM
8,-1.0613056,2.4867258,1.8503919,1.5112004,0.9344114,10,Sequential LSTM
9,-0.34951317,3.004338,2.2191072,1.8005476,1.1530566,10,Sequential LSTM
10,0.6228715,2.9162326,2.1295393,1.7102016,1.155202,10,Sequential LSTM
11,-0.24660519,1.5783873,1.1243361,0.8823086,0.666742,10,Sequential LSTM
12,-1.4530878,2.2380095,1.5876374,1.2409633,0.9550247,10,Sequential LSTM
13,1.6011925,3.0883596,2.3189144,1.9087695,1.1298755,10,Sequential LSTM
14,-0.7566539,3.975637,3.1557944,2.7187862,1.2038802,10,Sequential LSTM
15,0.58806527,2.209086,1.5285676,1.1658244,0.9992929,10,Sequential LSTM
16,-0.15953624,1.8495313,1.2307785,0.9009591,0.90859395,10,Sequential LSTM
17,-0.91267157,1.7867965,1.2421088,0.9517686,0.7998354,10,Sequential LSTM
18,-1.4085907,2.9820611,2.1210368,1.6620767,1.2643528,10,Sequential LSTM
19,0.5063469,2.0162995,1.4172318,1.0979043,0.87968856,10,Sequential LSTM
20,-0.026754834,1.7209096,1.1858468,0.9006372,0.7857016,10,Sequential LSTM
21,0.25667632,2.2545347,1.6603904,1.3436875,0.8724596,10,Sequential LSTM
22,0.27819616,2.4272268,1.7256513,1.3516845,1.0302135,10,Sequential LSTM
23,0.6939048,2.4321346,1.4932814,0.99283487,1.3786403,10,Sequential LSTM
24,1.1907892,1.6925316,1.2233243,0.9732181,0.68899775,10,Sequential LSTM
25,0.80235887,1.5779877,1.0420008,0.7562986,0.7870584,10,Sequential LSTM
26,-0.28674144,1.8298819,1.3360982,1.0728917,0.7250867,10,Sequential LSTM
27,0.047051884,2.259356,1.6235431,1.2846297,0.93364584,10,Sequential LSTM
28,0.7058146,2.6369479,1.8965491,1.5018867,1.0872234,10,Sequential LSTM
