Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.092369474,54,0.31634063,63.003586,6.2802906,69.283875,Yellow,15,Sequential RNN
0.05,0.14457831,54,1.4692214,31.77594,9.881875,41.657814,Red,15,Sequential RNN
0.1,0.16064256,16,0.28465337,8.762054,8.103253,16.865307,Red,15,Sequential RNN
