Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.04819277,115,0.020671552,19.094673,0.28048795,19.37516,Yellow,2,Sequential RNN
0.05,0.07630522,56,1.600989,3.1463776,0.18483932,3.3312168,Yellow,2,Sequential RNN
0.1,0.12851405,40,3.4707448,2.0829163,0.005356353,2.0882726,Yellow,2,Sequential RNN
