Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Day,N_Assets,Model
-0.19574948,-0.027811918,-1.2935416,0.0039613456,-0.36375976,-0.03172736,-0.041300572,0.10691264,-0.087361515,0.97120047,-0.21484663,-0.0615332,2.077762,0.91040045,-0.7526049,28,15,Sequential RNN
-0.01695857,-0.015398459,-1.0002254,-0.048019048,-0.33682826,0.12804063,0.007334392,-0.032942247,0.5364688,0.7820958,-0.39331615,-0.046236146,1.5688293,0.77664465,-0.9094892,29,15,Sequential RNN
-0.2151759,-0.09949563,-1.6364099,-0.08460329,-0.43652165,0.014488974,-0.090855494,0.40110344,0.13947001,0.35347116,-0.4538851,-0.08808157,3.0641062,0.58208954,-0.44970018,30,15,Sequential RNN
-0.19955552,-0.08425552,-1.5079733,-0.07413432,-0.44862965,0.12764129,-0.061358593,0.22741045,0.31430098,0.40946105,-0.49297822,-0.099872634,2.7335763,1.1310288,-0.97466063,31,15,Sequential RNN
-0.12769842,-0.08257286,-1.0788132,-0.067708425,-0.2033103,-0.03800942,-0.07070302,0.39244762,-0.0630872,1.013248,-0.32730824,-0.069851734,1.4878592,1.0872694,-0.8517609,32,15,Sequential RNN
0.24406113,-0.017965019,-0.6144095,-0.09756415,-0.12500557,0.27838215,0.019787973,0.037086118,0.30021057,0.86792487,-0.62511754,-0.028785067,0.9345357,0.35277924,-0.52592057,33,15,Sequential RNN
-0.22968704,-0.10444882,-1.6171579,-0.11142142,-0.34788498,-0.050912503,-0.13711895,0.65317327,-0.2082003,1.0554059,-0.33483556,-0.05437292,2.4523754,0.4247387,-0.38965318,34,15,Sequential RNN
-0.14970458,-0.07996965,-1.5444301,-0.13416055,-0.45388368,0.21051556,-0.089388706,0.328042,0.5481794,0.60839504,-0.64935434,-0.051127974,2.6961956,0.32367843,-0.5629879,35,15,Sequential RNN
-0.27877608,-0.032896455,-1.6598101,-0.040382303,-0.6253613,0.0147234425,-0.028555734,-0.047406446,0.37089416,0.3139272,-0.1705314,-0.07781343,3.163083,1.0555989,-0.9566939,36,15,Sequential RNN
-0.24347313,-0.12052001,-1.2917,-0.06561559,-0.49555913,0.06943349,-0.13299575,0.417733,0.16677412,0.124015205,-0.19895731,-0.012083058,2.8217297,0.35273936,-0.39152116,37,15,Sequential RNN
-0.114315845,-0.113964684,-0.88024735,-0.12360098,-0.3802265,0.84611183,-0.09796072,0.46452668,0.6318771,0.061808225,-0.5512013,-0.02916459,1.885979,-0.28554627,-0.31407455,38,15,Sequential RNN
-0.23832503,-0.114874125,-1.5957193,-0.15625219,-0.4886327,0.42436504,-0.138833,0.5577222,0.20301867,0.25061038,-0.56327134,-0.06489061,3.1514676,0.15519594,-0.38158214,39,15,Sequential RNN
-0.23044927,-0.10604178,-1.6802247,-0.09277478,-0.46391106,0.06940224,-0.08746927,0.29248488,0.31568754,0.55441076,-0.16754775,-0.046229113,2.6987774,1.004453,-1.0605686,40,15,Sequential RNN
-0.17439538,-0.105115,-1.414722,-0.2633399,-0.3441782,0.2961388,-0.20044076,0.6789475,0.1886692,-0.042903814,-0.751589,-0.14000991,2.9988656,1.0613484,-0.7872753,41,15,Sequential RNN
-0.06510479,-0.019486632,-0.82588875,-0.0238755,-0.13404258,0.20073257,0.0066184294,0.08959686,0.26070178,1.6781307,-0.55662555,0.046213083,0.93476427,-0.3006895,-0.2910448,42,15,Sequential RNN
-0.30153584,-0.03189307,-2.0677474,-0.023504138,-0.7181627,0.17708145,-0.075716406,-0.051169667,0.40902,0.06516076,-0.57132524,-0.114159524,4.073888,1.1798536,-0.94978905,43,15,Sequential RNN
-0.28723088,-0.045511164,-1.9906464,-0.0564153,-0.6062548,0.15420756,-0.060994115,0.12169896,0.13752504,0.21065079,-0.40866426,-0.09294176,3.8019755,0.6928273,-0.57022554,44,15,Sequential RNN
-0.3230877,-0.04716415,-1.7739979,0.01569367,-0.64713836,0.19395848,-0.08533131,0.16341753,-0.09393109,0.041541286,-0.46469992,-0.12294383,3.8269346,0.7371981,-0.42044935,45,15,Sequential RNN
-0.14528769,-0.014427005,-1.0088583,0.04067777,-0.21329752,-0.1938467,-0.027751938,0.06753838,-0.10648946,1.3056679,-0.058215074,0.0018590647,1.313116,0.4183153,-0.3790005,46,15,Sequential RNN
-0.057148896,-0.1289299,-1.038336,-0.14913782,-0.22613424,0.19864076,-0.14368546,0.6548964,0.38261795,0.8315547,-0.24709122,-0.022861615,1.3211985,0.2758652,-0.65144837,47,15,Sequential RNN
-0.21461813,-0.119738065,-1.638284,-0.08136779,-0.4095065,0.11515761,-0.085813105,0.47144595,0.059130684,0.60883534,-0.3797339,-0.09372598,2.7200358,0.78015566,-0.73197335,48,15,Sequential RNN
-0.27142504,-0.028484311,-1.741702,-0.027084501,-0.57381475,0.095338315,-0.042551585,0.0015925777,0.16554302,-0.011288298,-0.26334664,-0.10810659,3.6051328,0.7552618,-0.55506456,49,15,Sequential RNN
-0.33008185,0.019871013,-2.3826146,-0.0012563192,-0.77008116,0.57329226,0.022503532,-0.2929658,0.51295424,0.24369067,-0.15673718,-0.07546436,4.089955,0.52386594,-0.97693163,50,15,Sequential RNN
-0.024735115,-0.08263564,-0.42898095,-0.07298423,-0.03946978,-0.0035586443,-0.07386614,0.45518956,-0.072345786,1.3093021,-0.114879735,-0.011490651,0.2742046,0.42482623,-0.53857565,51,15,Sequential RNN
-0.12214021,-0.11771157,-1.0282675,-0.15804657,-0.24954897,0.3532039,-0.15494108,0.73094505,0.18707964,0.53961945,-0.29230526,-0.05409387,1.5777693,0.5753902,-0.78695214,52,15,Sequential RNN
-0.07166993,-0.085982665,-0.85090005,-0.109883174,-0.13955475,0.28888872,-0.09069458,0.49390927,0.10304264,0.99512935,-0.48456264,-0.03372306,1.2131597,0.40015396,-0.627313,53,15,Sequential RNN
-0.08817615,-0.09490985,-0.8144679,-0.07920023,-0.19991021,0.21462445,-0.07267597,0.4125161,0.06786187,0.96983665,-0.26603198,-0.021243779,1.171534,0.44265157,-0.64240867,54,15,Sequential RNN
-0.2848621,0.023266727,-2.9439514,-0.016412154,-0.71350205,0.33796692,0.05113152,-0.44665647,1.2644669,0.38805592,-0.56290895,-0.119600035,4.294813,1.9824034,-2.2542112,55,15,Sequential RNN
-0.21330604,-0.053585336,-1.5662181,-0.06534238,-0.5036496,0.1607206,-0.0901297,0.20969135,0.23960882,0.50981784,0.017986642,-0.02190659,2.713012,-0.032080565,-0.3046194,56,15,Sequential RNN
-0.23721023,-0.08350075,-1.7285266,-0.07800333,-0.38119876,-0.058690358,-0.10343041,0.45050508,0.00012785343,0.46337786,-0.30999717,-0.0774301,2.980513,0.58474475,-0.42128128,57,15,Sequential RNN
-0.17018068,-0.109313175,-1.1888448,-0.07320908,-0.35819283,0.46511963,-0.06678782,0.3355744,0.32392633,0.386872,-0.51400113,-0.10373859,2.224472,0.6662161,-0.8179117,58,15,Sequential RNN
