Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day,Model
-0.23419707,-0.71104664,-0.46152887,-0.48900747,0.50748074,-0.81089795,-0.16687013,1.6597923,2.7357755,11.629174,5.9546585,1.873378,-8.317751,1.2465578,0.1846677,-0.09764254,0.61945575,-11.768179,0.9068469,-7.512581,3.2728128,0.6382621,0.8666199,0.8273305,2.518554,0.9570356,0.6334165,0.40919465,-5.871312,1,Sequential RNN
-0.0010329266,-0.1969909,0.42526522,-0.24258271,0.4097264,-0.19473107,-0.052651938,0.6331413,1.2262168,5.472576,2.5637922,0.23280686,-4.281808,0.5707198,-0.11202882,-0.16414721,0.23279044,-4.685971,0.821943,-3.4068623,1.3644391,0.42373267,0.5065413,0.21297233,0.8328867,0.13481407,0.26024282,0.22054134,-2.206342,2,Sequential RNN
0.09683646,-0.21369456,0.76624346,-0.3115495,0.65023255,-0.21532182,-0.09367101,0.7796711,2.236528,8.509486,4.012257,0.10081768,-7.0119376,0.66207975,-0.12640765,-0.18083903,0.40863237,-7.150801,1.3451269,-5.5598044,1.7296596,0.7851411,1.0373659,0.21478368,1.172267,-0.17758758,0.3987015,0.36973444,-3.2339501,3,Sequential RNN
0.114246204,-1.0690608,-0.28997228,-2.2533414,-0.03217563,-2.228291,-0.50595653,0.9762528,19.525112,17.544012,14.328576,6.926111,-17.775599,1.8463057,1.3007052,-0.6901471,5.286835,-45.784584,4.986054,-8.78261,10.985108,3.5988135,0.2608462,5.842424,5.8049917,-8.803451,2.0477622,3.6477458,-15.806715,4,Sequential RNN
0.1616818,-0.31554002,1.1022115,-0.26669973,0.8472616,-0.3253089,-0.12543686,0.72628504,1.8334429,8.64943,4.3389716,0.9684471,-7.6114507,0.96128243,-0.07559934,-0.101503335,0.3748717,-6.613722,1.0856231,-5.685533,1.7389314,0.69016546,0.22946373,-0.19840449,0.86912143,0.03615815,0.29378003,0.31608027,-2.9040117,5,Sequential RNN
0.12141981,-0.108419105,0.54905057,-0.22955488,0.4129564,-0.22078308,-0.010425134,0.12126597,1.8149359,5.5728855,2.4339437,0.7672863,-4.3626556,0.74360675,-0.39143506,-0.104155235,0.19914654,-5.758294,0.5360249,-3.547121,1.406529,0.7496376,0.22321476,0.35040852,0.7895442,0.06582439,0.22530064,0.30159515,-1.651733,6,Sequential RNN
12.562562,-4.7717695,70.503944,-9.729489,20.84958,13.736389,-5.997304,15.944463,32.517143,53.629402,45.08342,29.486286,-154.7626,20.24007,-13.924801,-2.7157955,3.893909,-191.2776,13.496815,-11.604897,23.607359,24.65012,7.3838196,25.462135,26.42205,35.767418,2.8230634,6.130003,-88.40569,7,Sequential RNN
0.04749505,-0.08670311,0.42075783,-0.22512072,0.28736368,-0.19182119,-0.025174754,0.22898218,2.0617228,5.407184,2.4798598,-0.0041865767,-4.088841,0.13502157,0.033593114,-0.037204333,0.5492919,-5.9079843,0.6632238,-3.2130325,1.2341279,0.61864823,1.0182873,0.3827068,0.97923595,-0.4808288,0.3004962,0.40367353,-1.9907745,8,Sequential RNN
-1.8606802,-2.0008712,-8.8494005,-2.1161475,-4.0217104,-2.1899853,-2.1092494,2.6448755,13.51556,8.523176,14.48753,4.319295,-0.47380617,8.468196,-0.11724231,0.5534018,11.270331,-75.65049,4.792484,4.957836,16.385405,2.0816934,9.168687,14.838014,12.853641,3.8908312,3.17901,2.335166,-37.875546,9,Sequential RNN
0.06498075,-0.25611153,1.2387373,-0.25065106,0.6921387,-0.16086677,-0.15552686,1.1070372,3.0634944,10.2956505,4.700807,1.3055803,-8.842672,-1.0923109,0.4802551,0.20610876,0.81592464,-11.086184,0.8953944,-6.290112,2.2076797,1.146489,1.0419155,0.44654375,1.865424,-0.3735945,0.31879488,0.31068236,-2.6956098,10,Sequential RNN
