Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,2198.4446,NaN,5.0,1,15,9.2103405,Sequential RNN,2198.4446,Red,97.99197
0.1,883.54663,0.22581391,5.0,1,15,4.6051702,Sequential RNN,883.3208,Red,90.36144
0.05,1303.1674,1.5297492,5.0,1,15,5.9914646,Sequential RNN,1301.6376,Red,94.37751
0.01,2167.0784,1.838349,5.0,1,15,9.2103405,Sequential LSTM,2165.24,Red,97.18875
0.1,912.9641,2.6001825,5.0,1,15,4.6051702,Sequential LSTM,910.36395,Red,91.56626
0.05,1315.2153,1.9703202,5.0,1,15,5.9914646,Sequential LSTM,1313.245,Red,94.77911
