Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.18072289,111,0.011388251,183.2669,18.225882,201.49278,0,10,BNN-DCC-GARCH
0.05,0.2128514,10,0.4130849,79.83496,17.357542,97.192505,-1,10,BNN-DCC-GARCH
0.1,0.2248996,10,4.0231873e-7,33.10495,15.4418335,48.546783,-1,10,BNN-DCC-GARCH
