Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,19.37516,0.28048795,5.0,115,29,0.020671552,Sequential RNN,19.094673,Yellow,4.819277
0.1,6.4761643,6.422835,5.0,12,29,0.039038308,Sequential RNN,0.053329468,Green,10.441768
0.05,6.9514194,3.8050418,5.0,12,29,0.2358538,Sequential RNN,3.1463776,Yellow,7.630522
0.01,16.423672,0.46296397,5.0,115,29,0.020671552,Sequential LSTM,15.960709,Yellow,4.4176707
0.1,6.292028,0.51889557,5.0,12,29,0.039038308,Sequential LSTM,5.7731323,Red,14.859438
0.05,4.041379,2.4625218,5.0,111,29,5.8659673,Sequential LSTM,1.5788574,Yellow,6.827309
