N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
10,0.01,7.3721356,1.838349,Yellow,0.08068373,Sequential RNN,5.533787,2.811245,131
10,0.1,2.4908864,2.490444,Green,1.3959688,Sequential RNN,0.00044250488,10.040161,26
10,0.05,4.006488,3.025157,Green,4.2135696,Sequential RNN,0.9813309,6.4257026,91
10,0.01,19.37516,0.28048795,Yellow,0.018115044,Sequential LSTM,19.094673,4.819277,114
10,0.1,8.01355,3.9177094,Red,0.039038308,Sequential LSTM,4.0958405,14.056225,12
10,0.05,17.356813,8.379457,Red,0.2358538,Sequential LSTM,8.977356,9.638554,12
