Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,12.254676,6.720889,5.0,124,5,0.05024429,Sequential RNN,5.533787,Yellow,2.811245
0.1,2.7934637,0.108862765,5.0,54,5,5.8140535,Sequential RNN,2.6846008,Yellow,13.253013
0.05,7.7706995,2.6001825,5.0,92,5,4.294178,Sequential RNN,5.170517,Red,8.433735
0.01,5.9999156,2.415977,5.0,124,5,0.05024429,Sequential LSTM,3.5839386,Yellow,2.4096384
0.1,3.10919,1.5562114,5.0,1,5,4.6051702,Sequential LSTM,1.5529785,Yellow,12.4498
0.05,1.8236763,0.84234554,5.0,92,5,4.294178,Sequential LSTM,0.9813309,Green,6.4257026
