Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.02008032,118,0.029245991,1.9771919,9.878797,11.8559885,Green,5,Sequential LSTM
0.05,0.052208837,92,4.294178,0.025230408,1.9703202,1.9955506,Green,5,Sequential LSTM
0.1,0.084337346,11,0.0103867445,0.7129822,0.03194975,0.74493194,Green,5,Sequential LSTM
