Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,25.875671,9.600009e-24,5.0,122,5,0.04269612,Sequential RNN,25.875671,Yellow,5.62249
0.1,18.049198,0.27804962,5.0,1,5,4.6051702,Sequential RNN,17.771149,Red,18.875502
0.05,20.96,0.005225707,5.0,27,5,0.104545414,Sequential RNN,20.954773,Red,12.4498
0.01,27.617098,5.2131667,5.0,112,5,0.013470583,Sequential LSTM,22.40393,Yellow,5.220884
0.1,15.957009,3.6694725,5.0,54,5,5.8140535,Sequential LSTM,12.287537,Red,17.269077
0.05,24.545176,5.5410247,5.0,90,5,4.133206,Sequential LSTM,19.00415,Red,12.048193
