N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
2,0.01,13.717532,0.70033544,Yellow,0.020671552,Sequential RNN,13.017197,4.016064,115
2,0.1,9.887774,9.171451,Green,4.787638,Sequential RNN,0.71632385,11.646586,48
2,0.05,7.2715106,3.1674762,Red,1.600989,Sequential RNN,4.1040344,8.032128,56
2,0.01,16.423672,0.46296397,Yellow,0.020671552,Sequential LSTM,15.960709,4.4176707,115
2,0.1,5.1934,4.7794595,Green,4.787638,Sequential LSTM,0.41394043,11.24498,48
2,0.05,2.1629164,0.58405906,Yellow,1.600989,Sequential LSTM,1.5788574,6.827309,56
