Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.064257026,111,0.011388251,33.264122,0.84234554,34.10647,Yellow,5,Sequential RNN
0.05,0.092369474,55,1.534768,7.611252,0.010259228,7.621511,Red,5,Sequential RNN
0.1,0.1124498,55,5.9877357,0.41394043,0.010596227,0.42453665,Green,5,Sequential RNN
