Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.12851405,13,2.400625,108.08374,6.2198415,114.30358,Yellow,29,Sequential LSTM
0.05,0.16465864,13,0.17157996,44.225266,3.3980656,47.62333,Red,29,Sequential LSTM
0.1,0.20481928,13,0.08289922,24.094864,2.8841295,26.978992,Red,29,Sequential LSTM
