Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Day
-1.0437487,0.1207677,-0.3881004,-0.24015673,0.18788305,0.09747863,1.3636394,0.28301606,-0.2775856,0.89680666,116
-0.9920375,-0.20470083,-0.90412176,-1.2100588,0.25745744,0.14392802,-0.40042424,4.2624054,-0.8087992,0.85635155,117
-1.0757953,-0.1409012,-0.4881769,-0.81547433,0.6263222,0.16325223,-0.08861916,2.9762437,-0.5357848,0.37893343,118
-1.1083186,-0.023743758,0.33628064,-1.1116378,0.8228961,-0.012250456,0.1793073,2.3513653,-0.42423013,-0.009668765,119
-0.5419177,0.34035283,1.3126626,0.26604685,0.55075425,-0.06303456,1.1178842,-1.5612395,-0.19439986,-0.22710897,120
-0.33867124,-0.50330275,-1.9675457,-2.367422,0.35715663,0.1848012,-1.5060034,6.8241186,-0.45030713,0.7671759,121
-0.47293973,0.35054028,1.1750194,0.19748361,0.26239428,-0.25681773,3.139294,-3.4786644,-0.13492988,0.21862024,122
-0.61470646,0.31641552,0.45904356,-0.05961734,1.4477586,-0.69887954,0.7935642,-1.4109237,-0.07755893,0.844904,123
-0.37799215,0.29088378,0.99182796,0.3256928,0.40440893,-0.21442854,2.5525715,-3.058179,-0.06884547,0.15405992,124
-0.36537004,0.18316413,0.25854093,0.17194128,0.08589665,0.13992064,2.5120506,-1.7535114,-0.24505383,0.012420986,125
-0.57833445,0.21700329,-0.4192847,-1.8064765,0.79829216,-0.32939982,2.6573813,-0.579558,-0.5977705,1.6381471,126
-0.4132726,0.40008134,0.41084296,-0.14383271,0.03988811,0.030709768,4.362285,-3.8631463,-0.16487995,0.34132418,127
-0.21250497,0.57527244,0.6271429,1.0159218,-0.39630267,-0.005063997,4.5546684,-5.3494444,-0.053570125,0.24388038,128
-0.3691873,0.067465596,0.15636921,-0.6169731,0.23931265,-0.031745035,2.1145065,-0.62913364,0.045041293,0.024343973,129
-0.5078541,0.2723968,0.18834355,-0.14371735,0.40562427,-0.13469964,2.7876697,-2.290438,0.078476146,0.3441986,130
-0.06702384,0.08983146,-0.037162688,-0.104917645,0.31667453,0.03386581,1.7573249,-1.1995891,0.10320309,0.10779357,131
-0.12688707,0.101948954,-0.112364054,-0.16266866,0.3928704,0.024641264,1.663144,-1.0523928,0.012095325,0.2596127,132
-0.16987683,0.07025648,-0.21400958,-0.24833533,0.5779472,0.019773848,1.2615037,-0.4713987,-0.12162775,0.295767,133
-0.16213834,0.0394264,-0.11777658,-0.3691496,0.15992285,0.030527394,2.2300894,-1.1703521,0.04337921,0.3160714,134
-0.45267972,-0.026293093,-0.22013164,-0.40802306,0.43508327,-0.19602773,1.1937331,-0.2924958,-0.21063758,1.1774722,135
-0.21177368,0.17079687,-0.019362528,-0.7126814,0.43800843,-0.3896585,1.9617474,-1.1790848,0.19412498,0.74788314,136
-0.3820811,0.0152622005,-0.19845022,-0.64461935,0.31009185,-0.3877737,1.3720257,-0.16047092,-0.03788506,1.1139005,137
-0.1497206,0.26304355,0.115984485,-0.33734667,0.16466224,0.015324907,2.7607524,-2.211512,0.15508156,0.22373012,138
-0.1681051,-0.15454657,0.11655059,-1.0703872,0.61538655,-0.2708999,1.1223166,0.3219435,0.060888436,0.42685315,139
-0.04319904,-0.532155,-0.4936667,-0.8893518,0.395505,-0.0312159,-1.449866,4.1061454,-0.24352337,0.18132731,140
-0.1639731,0.058221392,-0.19150032,-0.64724714,0.44549567,-0.21161784,1.843172,-0.807973,0.15946175,0.5159607,141
-0.20398512,-0.30735832,0.1921461,-0.892812,0.4813807,-0.19439954,-0.08421454,1.7268279,-0.3126566,0.59507143,142
-0.12837075,-0.30178484,-0.8635785,-0.7910771,0.46170342,-0.11970109,0.025436098,2.0121162,-0.009553766,0.71481025,143
-0.1492861,0.08770286,-0.035541404,-0.5574539,0.42729765,-0.23616047,1.7394612,-0.9450608,-0.16669598,0.83573693,144
-0.099922635,-0.63830996,-0.6235603,-1.3662146,0.5120282,-0.08180535,-0.67883384,3.5641267,-0.22759311,0.6400849,145
-0.14985247,0.42998466,0.18199864,-0.18177563,0.3590536,-0.0008873627,2.9434292,-2.8851175,-0.25591707,0.559084,146
-0.11439364,-0.38679937,-0.38392383,-1.0735867,-0.09433366,0.2088058,-0.8051656,4.405326,-0.68609893,-0.06983009,147
-0.0867409,0.52721673,0.057491165,-0.058803353,0.371124,-0.18201187,2.6824496,-2.8495216,-0.08657494,0.62537134,148
-0.34346914,-0.015870675,0.41284126,-0.28364727,0.736618,-0.1735668,0.30210465,0.108982444,-0.7836134,1.039621,149
-0.15290703,0.49726784,0.042194862,-0.008642308,0.30295992,-0.27066857,3.2586567,-3.4484181,0.018813007,0.76074356,150
-0.11107397,-0.7153302,-0.42333448,-1.3322816,-0.1640278,0.18444315,-2.012932,6.085793,-0.2553967,-0.25585946,151
-0.18018118,-1.0680584,-0.46440995,-0.8248956,0.036079586,0.18267883,-1.7548165,5.801351,-0.6629754,-0.06477239,152
-0.17767175,-0.6289521,-0.50036794,-0.56546235,-0.060616,0.16498463,-1.0560489,4.3926625,-0.5709722,0.0024439972,153
-0.50906533,-0.043555927,-0.47408852,-0.81594354,0.6671299,0.2065369,0.142441,2.1405559,-0.57682,0.26280975,154
-0.29825756,0.5044812,-0.26236933,-0.07586093,0.65346265,0.05901655,2.649265,-2.7240841,-0.15092087,0.64526725,155
-0.22413826,-0.32723072,-0.3313628,-0.80573946,0.31818053,0.17277789,-1.1604348,3.864497,-0.42403597,-0.08251325,156
-0.49847552,-0.07971823,-0.49764046,-1.0659978,0.62418056,-0.01692268,0.79850835,1.5297347,-0.3616212,0.5679523,157
-0.38219312,-0.385531,-0.4518946,-1.0245849,0.38284385,0.2085118,-1.4209325,4.7284307,-0.80714715,0.152497,158
0.04215175,-0.042235803,-0.5357083,-1.0787163,0.5512887,-0.091400154,0.74801046,1.3253134,-0.156721,0.23801723,159
-0.8673511,-0.22021748,0.07540807,-0.97521037,0.62195575,0.05910406,-0.66555667,3.2404308,-0.3234655,0.054902516,160
-0.58287346,-0.038414814,-0.1590905,-0.98665303,1.3602428,-0.20510836,0.1727664,1.0783799,0.17235906,0.18839206,161
-0.82043666,-0.19712001,-0.2144312,-0.8165076,0.8611878,-0.0140896505,-0.49614027,2.562751,-0.24996914,0.38475564,162
-0.51230603,-0.020894224,-0.06037017,-0.56649226,1.5034993,0.027037093,0.012268742,0.35741165,0.04732658,0.21251938,163
-0.35017857,-0.07498981,0.1051816,-0.46775243,1.401205,0.022698805,0.06566387,0.021319015,0.35913238,-0.08227979,164
-0.66496223,-0.39315024,-0.30541062,-1.0279298,1.0880374,-0.1883414,-0.79345864,3.1087043,-0.47135764,0.6478689,165
-0.29134667,-0.039763615,0.46982372,0.50743085,0.5382072,-0.17729062,-0.13903406,-0.7368392,-0.4118082,1.2806206,166
-0.24277999,0.053107742,0.49128306,0.2688001,0.7209802,-0.49447566,0.2193549,-1.2369244,0.47539175,0.7452622,167
-0.15024924,0.079722986,0.54261374,0.8485242,0.34645396,-0.38340953,0.35584077,-1.6231408,-0.19316864,1.1768125,168
-0.74982435,-0.108797826,-0.16727205,-0.03862009,1.3136663,-0.077736735,-0.7477751,0.8574226,-0.10247977,0.82141703,169
-0.6417797,-0.21145971,-0.25588512,-0.31107402,0.63287854,0.012088347,-0.78071797,2.0383885,-0.46684507,0.9844063,170
-0.45566264,-0.25358504,-0.19643359,-0.4581168,0.25662506,0.07887677,-0.8391525,2.4704552,-0.5468777,0.94387126,171
-0.27625135,0.050821457,0.037508443,0.6125388,0.29600644,-0.08815384,0.04996529,-0.4277173,-0.3326855,1.0779676,172
-0.22405532,-0.12013055,-0.16715856,-0.14542006,0.21480502,0.022172239,-0.54901713,1.7546203,-0.78782976,1.0020138,173
-0.19288908,0.054181453,-0.054463413,0.24658982,0.2007887,-0.10391028,-0.20184481,0.28008685,-0.48766133,1.2591221,174
-0.22016744,-0.17062534,-0.18397641,-0.2320354,0.2307723,0.02933268,-2.3786666,3.8930833,-0.5778117,0.61009467,175
-0.51272404,-0.09771114,-0.15770045,-0.13805835,0.9403748,0.030627416,-0.8771376,1.7110952,-0.41768053,0.5189147,176
-0.26214865,0.0006240845,-0.14538649,0.0737911,0.49575308,-0.11214643,-0.5029672,0.7236761,-0.46454647,1.1933509,177
-0.10140072,-0.0017411141,-0.36497217,0.0664424,0.03879574,0.012455102,-0.79934114,1.4067652,-0.2485023,0.9914989,178
-0.027696611,0.07215288,-0.50869113,-0.0515634,0.67032194,-0.11035551,-0.35292414,0.2874154,0.65780234,0.36353827,179
-0.10505006,-0.18620944,-0.35494253,-0.42451897,0.39669895,0.086332336,-1.7667994,3.4910126,-0.63797164,0.5014483,180
-0.11781732,-0.2236058,-0.45232987,-0.02339362,0.45392025,0.18325956,-0.8868,1.8893692,-0.5386546,0.7160521,181
