Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Day
-0.002394619,0.034344755,0.16196325,0.27679724,0.6203567,0.16043396,-0.09442862,0.642623,-0.36327675,0.48995057,-0.8579822,-0.08139909,-0.39095485,0.08890753,0.31505913,113
-0.19844188,-0.052378424,0.3143887,-0.2670487,0.7085404,0.42657986,0.091708094,1.0975316,-0.28859213,0.596172,-0.6641464,-0.6057073,-0.38731307,-0.14863294,0.37734032,114
-0.35945287,-0.06204467,0.35584065,-0.0060149785,0.63195485,-0.2185869,0.001976742,0.9132446,-0.28917852,0.43244758,-0.72894686,-0.12730934,-0.1893508,0.1268933,0.5185272,115
-0.6014079,0.018855296,0.34233522,0.16569592,0.6111473,0.06717211,0.62396485,0.22148809,-0.1186638,0.5570271,-0.6285729,0.15310961,-0.51899946,-0.12926753,0.23611602,116
-0.6364891,-0.021719404,0.7341829,0.21970999,0.652886,-0.46547687,0.21561788,0.47686967,-0.34640792,-0.08859625,-0.52738017,0.33095366,-0.39463994,0.029489374,0.82100016,117
-0.7117981,0.0020416032,0.79544926,0.13401431,0.67521054,-0.39685678,0.17827952,0.5861677,-0.35207954,-0.09699876,-0.5417533,0.23842525,-0.3353141,0.045144737,0.7800677,118
-0.61101997,0.049614288,0.8949503,-0.02171174,0.570245,-0.34864023,0.37273014,0.2751099,-0.25053966,-0.41874197,-0.1789273,0.25218993,-0.19680195,-0.27505165,0.8865949,119
-0.5575852,0.05114274,0.74086916,-0.038285855,0.48922038,-0.25381342,0.4611555,0.11981039,-0.20113428,-0.33130103,-0.24123031,0.16851568,0.06014726,-0.1759632,0.70845217,120
-0.6994045,0.14456472,0.95349675,-0.50117946,0.8345637,0.24851169,0.5088016,0.4250037,-0.21956056,-0.14666153,-0.70455974,-0.7530922,0.1202478,0.07663332,0.7126347,121
-0.407784,0.13402858,0.70766485,-0.16140312,0.67558354,0.060849138,0.8608959,-0.37818864,-0.1002696,-0.08898904,-0.320534,-0.30530757,-0.1258082,-0.028948572,0.47821075,122
-0.36185837,0.14334373,0.74730474,-0.10611521,0.6687185,0.06702088,0.9690518,-0.5334635,-0.05462315,-0.065165564,-0.29862452,-0.25567067,-0.2766899,-0.07208427,0.42885545,123
-0.46349925,0.12992227,0.98361003,-0.3782002,0.8341469,0.16079074,1.098859,-0.38435572,-0.0967752,0.045842297,-0.15673652,-0.19427864,-0.56193584,-0.06262109,0.045231227,124
-0.36559927,0.041538503,0.52036226,-0.12965077,1.0122472,0.03320873,0.9968771,-0.14237264,-0.2639796,0.13875291,0.09048259,0.018393392,-0.8675147,0.43547803,-0.5182237,125
-0.28372556,0.024252227,0.47542906,-1.1342251,0.723076,0.08282826,1.622013,0.4487813,-0.23379642,0.42271528,0.043365598,-0.06336873,-1.0443226,0.22423731,-0.30725956,126
-0.31406254,0.07856729,-0.0892517,-0.28434464,-0.16583799,-0.06489693,1.9899728,-0.79724646,-0.09554725,0.07889997,-0.071181,0.03014797,0.63900864,0.4628777,-0.3971058,127
-0.37172553,0.10519333,-0.10845523,-0.35296467,-0.15952775,-0.119085446,2.086235,-0.9465172,-0.120155066,0.11440757,-0.0766916,0.042870916,0.8006487,0.66777456,-0.5620077,128
-0.410446,0.07525785,-0.099724986,-0.66805905,0.12668382,0.09648927,1.6918826,-0.14463398,-0.082664445,0.09080212,-0.025186267,-0.049493965,0.499681,0.30907694,-0.40966496,129
-0.37245017,0.09535689,-0.1274878,-0.5175727,0.10053378,0.12084744,1.6461788,-0.29380375,-0.09666455,0.117911294,0.03242828,-0.048254643,0.49194267,0.38974956,-0.5387152,130
-0.22538084,0.06595693,-0.45464265,-0.35983592,0.15792218,0.066685416,1.1910752,-0.30598196,-0.093603045,0.15445004,0.2854713,-0.03387229,0.70435506,0.4384225,-0.59102196,131
-0.25489464,0.09005992,-0.20162518,-0.31093794,0.29316127,0.07706857,1.3407454,-0.6908616,0.1551084,-0.049842626,-0.14178461,-0.0055076675,0.74859905,0.6266307,-0.6759191,132
-0.30303088,0.08587611,-0.105125494,-0.44213217,0.43310603,0.2149221,1.1808022,-0.033956327,-0.105840206,0.1917239,-0.27708614,-0.031389732,0.2725884,0.3340247,-0.41448256,133
-0.2281117,0.017114332,0.18183878,-0.40745142,0.4126398,0.55149335,1.4587513,-0.27743766,0.046207223,0.13268553,0.06922092,-0.011839162,-0.45551625,-1.0141957,0.5246007,134
-0.33482164,0.028594907,0.040957976,-0.46743742,0.33467215,0.45628846,1.5167954,-0.22534908,0.00060001644,0.2997367,0.012986673,-0.011624923,-0.2101226,-0.8451139,0.40383723,135
