Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day
-0.15763971,0.091980554,-0.6622794,-0.19478545,0.03681297,-0.36615908,0.3405295,0.09256959,-0.17884003,-0.25995553,0.30109218,0.09850602,0.8003346,0.14145902,-0.067853555,0.045972742,0.62109774,0.14421843,0.05224215,-0.031283706,0.84224194,-0.25109014,-0.15290147,-0.124162726,0.103829935,-0.56462747,-0.12666795,0.06105521,0.36430368,144
-0.13987224,0.07816503,-0.53236943,-0.17411427,0.028649429,-0.35164455,0.21859539,0.28866422,-0.20221005,-0.27161312,0.053514447,0.15718563,0.71677345,0.08460125,-0.008673796,0.0058884653,0.37858698,0.2965352,-0.014565089,-0.040936127,0.8371138,-0.21325324,-0.19832498,-0.066022575,0.14234045,-0.41271812,-0.0922441,0.04950215,0.38244587,145
-0.10876743,0.069435075,-0.42341602,-0.15184884,0.0408159,-0.30137077,0.15332206,0.29607052,-0.21700095,-0.25896895,0.06957148,0.18106316,0.5677347,0.019460177,-0.0045797937,0.011434098,0.295536,0.32637277,-0.017099515,-0.019906363,0.8594266,-0.1625954,-0.19543819,-0.08285204,0.062375363,-0.3316636,-0.093441494,0.035008546,0.3813229,146
-0.18623178,0.057221822,-0.6869647,-0.3417097,0.05581416,-0.17853169,0.41230348,0.068978906,-0.63213074,-0.26452774,1.4465449,0.24497864,0.61703956,-0.28552347,-0.2862721,0.0817264,0.3674309,0.61202806,-0.04266101,0.03843151,0.17409138,-0.5715662,-0.265011,-0.42020425,0.10371731,-0.2904808,-0.047578435,0.3977856,0.821301,147
-0.2093739,0.04832157,-0.7672759,-0.3037009,-0.07152777,-0.18746667,0.22785942,0.55031747,-0.6440292,-0.25050333,0.25441077,0.30550927,1.2311815,-0.41351226,-0.09811329,0.0404411,0.22609523,0.8954773,-0.0235898,-0.16647671,0.04598635,-0.5413291,-0.3256693,-0.0941867,0.25799996,-0.30075097,0.0010962355,0.29961047,1.0131991,148
-0.22411703,0.06934154,-0.5886204,-0.22881846,-0.082682,-0.2079965,0.10637745,0.6949537,-0.6003271,-0.0708474,0.013029603,0.4603179,0.9741822,-0.22097535,-0.18704183,0.010915449,0.1037176,0.9780863,-0.041403733,-0.16956556,-0.019017095,-0.46186188,-0.45587605,-0.028684119,0.14774804,-0.2871293,0.010665709,0.24807349,1.0575548,149
-0.22047414,0.08541717,-0.47881556,-0.23359355,-0.04894895,-0.17246716,0.091251485,0.83447254,-0.6136045,-0.14257124,-0.2205865,0.4421214,0.85152745,-0.16146562,-0.13266648,0.000119827484,0.0031047263,0.8959563,0.028125225,-0.1675288,0.07428794,-0.56514686,-0.43564647,0.038396496,0.19060272,-0.10372466,-0.017882893,0.30112973,0.8786104,150
-0.19314316,0.05085155,-0.44905603,-0.21333434,-0.0077261147,-0.28763178,-0.01000077,1.002371,-0.6827211,-0.24816868,-0.01816755,0.36386323,0.64350176,0.033770777,-0.2559403,-0.0036037215,0.17316486,0.83135986,0.01561079,-0.08879432,0.12373927,-0.6504926,-0.3354932,0.0069987355,0.13643602,-0.117934555,0.0042009936,0.31981087,0.8565285,151
-0.3646598,0.08108414,-0.73422503,-0.23885642,-0.0417444,0.027683245,0.17479616,0.96068376,-0.69298047,0.47581506,-0.10143926,0.62991166,0.63594025,-0.4339772,0.100798786,-0.04190273,0.08454901,0.343413,0.2670037,-0.6671392,0.49249846,-0.07824426,-0.5209815,0.049692873,0.27879554,-0.25930762,-0.09549657,0.45094907,0.2173396,152
-0.30386677,0.0031226347,-0.57562447,-0.23546958,0.05736662,-0.02322237,0.13114679,0.8030477,-0.60871404,0.26862147,0.24577127,0.6776433,0.29773802,-0.19485705,-0.074271694,-0.033483185,0.20763646,0.19154754,0.15041435,-0.40894136,0.6692902,-0.112995796,-0.537797,0.03835541,0.24689956,-0.32172814,-0.14625308,0.44348067,0.1451425,153
