Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Day
-0.8667265,0.35134217,-0.04759816,0.087624654,1.4753579,130
-0.710958,0.2317675,0.11800849,0.13014933,1.2310326,131
-0.29377908,0.22297506,-0.16091791,0.061394226,1.1703277,132
-0.14353304,0.27328223,-0.8328811,0.019763358,1.6833686,133
-0.5385588,-0.3363534,0.7337287,-0.24200629,1.3831898,134
-0.53348774,-0.32775316,0.99728584,-0.2603086,1.1242636,135
-0.26437396,-0.10717242,0.8536794,-0.5438048,1.0616717,136
-0.1328238,-0.3011824,0.9118464,-0.58385956,1.1060194,137
-0.15634564,-0.50576824,1.4274602,-0.50052786,0.73518157,138
0.21451306,-0.82289,1.812137,-0.64062655,0.43686646,139
-0.045078572,-0.6879636,1.8346267,-0.23690212,0.13531761,140
-0.186142,-0.67401385,1.4480073,-0.4764323,0.8885808,141
-0.1388126,-1.4224936,3.096339,-0.5840525,0.04901978,142
-0.12696594,-0.8246667,1.2472272,-0.74172366,1.4461291,143
-0.21896683,-0.8795086,0.7813865,-0.42675993,1.7438489,144
-0.24056898,-0.6453429,1.4830571,-0.6136466,1.0165013,145
-0.22837994,-0.56194097,0.92899746,-0.4396409,1.3009644,146
-0.6000518,-0.5685191,1.5359255,-0.96206325,1.5947087,147
-0.4677314,-1.0450952,2.5983136,-1.4233747,1.3378876,148
-0.49055946,-0.26943403,0.24575312,0.34926775,1.1649725,149
-1.2579566,-0.13519676,1.0543245,-1.1385489,2.4773777,150
-0.5243344,-0.45752692,0.9376248,-0.7819752,1.8262117,151
-1.3564786,0.34551424,0.47701505,-0.22568457,1.7596338,152
-0.57587665,0.4912229,-0.0039140014,-0.1451293,1.233697,153
-0.62814486,0.4453084,-0.06534202,-0.13856204,1.3867406,154
-0.66573,-0.017768867,0.41375694,-0.62077194,1.8905139,155
-1.0709208,0.114708155,0.5841285,-1.209241,2.5813253,156
-0.949849,-0.005775386,0.409221,-0.99020153,2.536605,157
-0.9774014,-0.11821045,1.4285597,-0.8264632,1.4935155,158
-0.6655677,-0.002518784,0.50735426,-0.84203076,2.002763,159
-0.5906587,0.013587112,0.103070974,-0.40681353,1.8808142,160
-0.7704328,0.09951723,-0.26176137,-0.3766704,2.3093474,161
-0.5079766,0.092239946,-0.04905797,-0.5418951,2.0066898,162
-0.5283161,0.0784209,-0.0019564182,-0.67114407,2.1229956,163
-0.28725997,-0.19082247,0.3078784,-0.35736427,1.5275683,164
-0.20915626,-0.5005556,-0.113734424,-0.5492049,2.372651,165
-0.47845888,-0.31078377,0.53715444,-0.12980427,1.3818924,166
-0.46518615,-0.27997908,0.3551781,0.27467507,1.1153121,167
-0.362428,-0.28336874,0.7687602,0.45409963,0.42293692,168
-1.474499,0.0010226716,-0.07029569,-0.11683001,2.660602,169
-0.9394491,0.014571625,-0.04909596,-0.17479803,2.1487715,170
-1.6056919,-0.04018663,1.023521,0.08234773,1.5400097,171
-1.1165279,0.053379923,0.22722009,0.38512695,1.450801,172
-1.1592443,-0.039732445,0.3154828,0.63842434,1.2450696,173
-1.0200521,0.05147205,0.19246002,0.2780988,1.4980212,174
-1.2097782,0.04354669,0.17432548,0.47767484,1.5142311,175
-1.195384,-0.0023627589,0.17194387,0.28655416,1.7392488,176
-0.8401949,-0.288794,0.14909461,0.38235494,1.5975393,177
-0.9981615,-0.047234025,0.08174196,0.5888906,1.3747629,178
-0.9896037,-0.022109142,-0.05560935,0.28530166,1.7820206,179
-0.8748575,-0.06499423,0.108340144,0.8172933,1.0142183,180
-0.82518226,-0.032188315,0.22825992,0.6480322,0.98107845,181
-0.7383662,-0.034982104,-0.19263574,0.7406656,1.2253184,182
-0.6951759,-0.17599414,0.2168965,0.37969908,1.2745745,183
-0.62077355,-0.10603015,-0.016520048,0.49780026,1.2455235,184
-0.28931957,-0.4546225,0.44721833,0.21758126,1.0791425,185
-0.3057196,-0.47712538,0.25471583,0.47758958,1.0505396,186
-0.28560445,-0.4882605,0.7235348,-0.17376278,1.2240928,187
-0.3503223,-0.6010464,0.94398165,-0.07151544,1.0789025,188
-1.0628747,0.041064143,0.28110182,0.021881584,1.7188271,189
-0.59468526,-0.14382175,0.43164882,-0.7845075,2.0913658,190
-1.0002042,0.05995221,-0.0024487746,-1.1942909,3.1369917,191
-0.42621332,-0.04018766,0.107697874,-1.3950409,2.753744,192
-0.41580483,-0.069866486,0.34691036,-1.2738773,2.4126382,193
-0.6707656,-0.07227261,0.55893546,-1.0349083,2.219011,194
-0.6498182,-0.07928661,0.50453824,-1.2073199,2.4318864,195
-0.62599826,-0.12552132,-0.461023,-1.4933687,3.7059114,196
-0.5511031,-0.6652417,2.8569987,1.0525197,-1.6931734,197
-1.9758698,-0.3759357,-0.20698918,-0.62311304,4.1819077,198
-1.5652416,0.3159892,-1.1293551,-0.75095993,4.1295676,199
-1.3132396,-0.06292663,0.61717594,0.34547454,1.4135157,200
-0.6247827,0.0007438748,0.3440157,-0.17463517,1.4546583,201
-0.35099202,0.4441604,-0.21456692,-0.26277265,1.3841711,202
-0.54738426,0.18113369,0.39649346,-0.2495484,1.2193055,203
0.3947707,-0.17281967,0.4608878,-2.0809095,2.3980706,204
0.36293334,-0.13166219,0.78434664,-1.7309047,1.715287,205
-0.029747568,0.33021572,-0.08333279,-1.5879852,2.3708498,206
0.14505006,0.10362997,0.37590984,-1.2903987,1.6658088,207
-0.5129973,-0.19434366,0.66898966,0.020594226,1.017757,208
0.20010342,0.28278005,-0.42746115,-2.0085745,2.9531522,209
-0.5009917,0.30209434,-0.24389043,-2.215105,3.6578927,210
-4.4925346,0.17239507,0.5205793,-1.6775942,6.4771543,211
-3.8703446,0.22238722,0.86405706,-1.0252919,4.809192,212
-3.235353,0.596272,0.95972985,0.28115052,2.3982008,213
-0.80079895,-0.5186994,1.4834566,1.2396078,-0.40356618,214
-1.836345,-0.3342441,1.1168395,2.3510122,-0.29726285,215
-0.6673563,0.4060742,-0.1233236,-0.17089866,1.5555043,216
-0.86811614,-0.018220155,0.6077192,0.41105667,0.86756045,217
-0.34704357,0.020020887,0.78247005,-0.01510988,0.5596625,218
-0.3728367,-0.23813343,1.1830637,-0.37870497,0.8066114,219
-0.48588094,-0.15131322,0.7322441,0.29908717,0.6058629,220
-0.50072974,-0.0071667144,0.6524381,0.23199175,0.62346655,221
-0.12480571,-0.10692739,-0.020863779,0.47161657,0.7809803,222
-0.17861614,-0.70849895,0.69336855,0.6263614,0.5673851,223
1.5412618,-0.61757934,0.8631406,-0.1824972,-0.60432583,224
-1.0335267,0.13126813,0.25077596,1.818455,-0.16697237,225
1.204784,-0.32558823,2.5185754,-1.638244,-0.75952727,226
0.33787516,-0.28407723,1.0164402,0.3302682,-0.40050632,227
0.892585,-0.4284016,1.0200359,0.0431187,-0.527338,228
0.31585756,-0.30177346,0.90912575,0.12868467,-0.051894512,229
-1.1094551,0.5758829,0.0144462455,0.5095204,1.0096055,230
-0.6154823,0.482318,0.6077832,0.20719065,0.31819043,231
0.32109556,0.16665857,0.37657255,-0.46713758,0.6028109,232
0.12816605,0.20986402,0.775682,-0.37026212,0.2565501,233
0.3451429,0.15701286,1.0937129,-0.62261766,0.026748993,234
0.8827679,-0.12690756,-0.20496903,0.52367663,-0.07456795,235
0.28027722,0.21887572,0.17357709,0.3047435,0.022526477,236
-0.69911736,-0.06576371,1.9091753,-1.016952,0.8726578,237
-1.2426056,-0.091377504,1.0421295,-0.47321817,1.7650716,238
-0.37756997,-0.4254557,0.097746044,-0.48113587,2.1864154,239
-0.5663709,-0.28828618,0.22279373,-0.58806646,2.21993,240
-0.14506678,0.03618654,-0.19948684,-0.48848024,1.7968473,241
0.57569164,-0.26493016,-0.45091617,-0.41891664,1.5590713,242
1.0125675,-0.43774217,-0.28905648,-0.49068716,1.2049183,243
0.49815932,-0.15928856,-0.12086513,0.2735096,0.5084848,244
1.0300329,0.285058,-0.36200222,0.15972167,-0.112810396,245
-0.027255097,0.050837923,-0.8840127,0.018691586,1.8417382,246
-0.40792218,-0.07218382,0.46203285,-0.17748564,1.1955588,247
-0.9224761,-0.043697067,0.19443801,-0.30396146,2.0756967,248
-1.0202019,-0.15026785,0.26715708,-0.34701002,2.2503228,249
